query_id,mode,rank,squared_l2,index_position,query_time_ms,sax_scans,exact_distance_computations,recall_at_k
0,exact,1,7.71951947e-17,278,50.313212,462028,6370,
1,exact,1,0.00388300628,63392144,154.412395,576703,281228,
2,exact,1,0.0155233974,63392144,153.502982,606041,281139,
3,exact,1,0.0349060856,63392144,152.726977,620911,281051,
4,exact,1,0.0620132908,63392144,154.054351,653444,281001,
5,exact,1,0.0968244374,63392144,153.670105,687502,280962,
6,exact,1,0.139316007,63392144,154.292155,724159,280933,
7,exact,1,0.189462185,63392144,153.219725,743761,280912,
8,exact,1,0.247234121,63392144,152.921675,786075,280906,
9,exact,1,0.312600464,63392144,153.814902,831428,280895,
10,exact,1,0.385527253,63392144,155.281472,880909,280903,
11,exact,1,0.465977609,63392144,155.53502,934806,280940,
12,exact,1,0.553912759,63392144,156.282559,992877,280994,
13,exact,1,0.64929086,63392144,158.204504,1058509,281048,
14,exact,1,0.752067804,63392144,159.413054,1140523,281105,
15,exact,1,0.862197101,63392144,160.016222,1213697,281197,
16,exact,1,0.979629576,63392144,160.674406,1292486,281284,
17,exact,1,1.10431468,63392144,165.357431,1378885,288878,
18,exact,1,1.23619795,63392144,177.832422,1493375,314640,
19,exact,1,1.37522435,63392144,181.403139,1610803,314778,
20,exact,1,1.52133536,63392144,184.359581,1715171,314953,
21,exact,1,1.6744715,63392144,185.775643,1827358,315099,
22,exact,1,1.83457041,63392144,185.248103,1935814,315275,
23,exact,1,2.00156808,63392144,188.064311,2063966,315447,
24,exact,1,2.17539835,63392144,188.551016,2198490,315722,
25,exact,1,2.35599399,63392144,193.001333,2343135,315860,
26,exact,1,2.54328465,63392144,188.223651,2496552,306844,
27,exact,1,2.73719811,63392144,190.01342,2658796,307115,
28,exact,1,2.93766236,63392144,192.025381,2829510,307397,
29,exact,1,3.14460278,63392144,191.347683,3011099,307830,
30,exact,1,3.35794115,63392144,196.923077,3202578,308540,
31,exact,1,3.57760215,63392144,200.576586,3403879,309541,
32,exact,1,3.80350447,63392144,199.360877,3615024,310991,
33,exact,1,4.03556871,63392144,201.502849,3836820,313066,
34,exact,1,4.27371216,63392144,204.530192,4070396,316016,
35,exact,1,4.51785231,63392144,206.447613,4314890,319993,
36,exact,1,4.76790428,63392144,207.489025,4571593,325335,
37,exact,1,5.02378321,63392144,210.545543,4840315,332433,
38,exact,1,5.2854023,63392144,217.876459,5121813,341586,
39,exact,1,5.55267286,63392144,216.796777,5416458,353274,
40,exact,1,5.82550955,63392144,221.26825,5724659,368075,
41,exact,1,6.10381937,63392144,225.995773,6046580,386633,
42,exact,1,6.38751507,63392144,234.40542,6384184,409716,
43,exact,1,6.67650652,63392144,245.820488,6740817,459907,
44,exact,1,6.97070169,63392144,251.395458,7108127,494286,
45,exact,1,7.27000809,63392144,263.637416,7492906,535417,
46,exact,1,7.57433319,63392144,261.048641,7895431,584115,
47,exact,1,7.88358593,63392144,262.844232,8312873,641952,
48,exact,1,8.19766998,63392144,269.971559,8749769,709603,
49,exact,1,8.51649666,63392144,287.104032,9205214,787909,
50,exact,1,8.83996964,63392144,278.096761,9680181,879059,
51,exact,1,9.16799068,63392144,289.143137,10175569,983949,
52,exact,1,9.50047493,63392144,294.346203,10691799,1103493,
