query_id,mode,rank,squared_l2,index_position,query_time_ms,sax_scans,exact_distance_computations,recall_at_k
75,exact,1,8.34827232,51318225,199.439561,4505299,342123,
76,exact,1,55.4736252,12847790,1066.52453,97419436,97348736,
77,exact,1,0,51207121,123.137388,467108,233654,
78,exact,1,0,27339989,63.649586,414447,147257,
79,exact,1,33.5805359,29330019,654.347349,89214011,54923195,
80,exact,1,14.3659887,11947958,129.906183,15162843,214696,
81,exact,1,0,13131307,62.156684,435314,76543,
82,exact,1,30.5413265,4318663,744.180612,83687372,46331654,
83,exact,1,0,17223509,75.643289,491023,90288,
84,exact,1,35.2846603,2552819,625.709378,83770944,47339009,
85,exact,1,20.0569229,2138922,242.548257,41382598,3190610,
86,exact,1,41.6290169,95743546,953.478778,93264899,88436198,
87,exact,1,0,38040504,85.90208,445567,123053,
88,exact,1,17.0340195,96597629,230.30255,35103186,1903893,
89,exact,1,32.1761513,21750228,631.483418,75415661,47841206,
90,exact,1,43.6941185,67490750,1010.85816,95114409,89710190,
91,exact,1,2.51971531,44344806,131.84859,1026745,242286,
92,exact,1,1.65698516,54033554,81.303145,737998,201179,
93,exact,1,0,17610744,49.763327,501738,85997,
94,exact,1,39.8338127,38958311,916.050137,93530093,83191080,
95,exact,1,0,93274444,148.350753,489962,313468,
96,exact,1,24.2141151,70143573,472.294292,66571099,19820512,
97,exact,1,35.8287354,49032508,739.568408,84785274,64074268,
98,exact,1,2.53231454,6191274,71.629194,2015545,51641,
99,exact,1,48.7378502,19187724,905.500766,95756695,74596552,
