query_id,mode,rank,squared_l2,index_position,query_time_ms,sax_scans,exact_distance_computations,recall_at_k
0,exact,1,158.258011,565865,18.977354,80429,42644,
1,exact,1,181.711304,6333837,20.886045,92810,45313,
2,exact,1,85.8293457,5602003,3.358733,72850,2843,
3,exact,1,101.962402,1128927,14.400274,69073,32205,
4,exact,1,147.802338,3896278,16.284597,82232,37182,
5,exact,1,183.378067,1843572,19.170175,86537,57599,
6,exact,1,91.945015,5628211,2.328274,80242,1086,
7,exact,1,135.380249,43753,2.095944,75937,1288,
8,exact,1,93.3833389,565902,2.226742,71791,1620,
9,exact,1,143.089996,3126626,2.889097,90056,2103,
10,exact,1,53.4144554,819370,3.278161,71331,3635,
11,exact,1,44.6039352,3125526,2.198533,83265,1288,
12,exact,1,146.28067,1422402,11.816595,72543,28269,
13,exact,1,116.066116,819386,3.14771,75419,3619,
14,exact,1,92.9177399,6337078,1.798623,79218,420,
15,exact,1,111.920456,3871294,2.847459,77563,3314,
16,exact,1,194.605774,6332581,20.088607,96983,58790,
17,exact,1,111.665497,2891801,6.130492,75770,12219,
18,exact,1,100.937393,6347889,2.998061,76197,3450,
19,exact,1,100.603912,6339495,2.436069,72142,2108,
20,exact,1,66.7115402,6346272,1.517513,54460,1337,
21,exact,1,80.3513565,3073102,1.759274,64648,1195,
22,exact,1,147.360214,1253098,2.210095,72647,2076,
23,exact,1,91.3161926,5882733,1.194761,58719,186,
24,exact,1,52.8654366,6337237,2.205549,73844,1458,
25,exact,1,34.0204201,6316999,1.65199,69736,438,
26,exact,1,31.5271854,6340189,1.616256,69512,504,
27,exact,1,75.2810593,6338296,1.918917,74366,893,
28,exact,1,81.0516281,6331967,2.298909,66623,2100,
29,exact,1,127.326118,6338172,2.864162,77068,3345,
30,exact,1,63.1635361,6339641,1.8822,58200,1261,
31,exact,1,113.241653,43765,1.731595,83627,615,
32,exact,1,68.0654144,6323685,4.768086,63408,7969,
33,exact,1,144.007904,4232418,2.519391,80120,5704,
34,exact,1,114.220665,3796287,14.841678,73853,33082,
35,exact,1,132.838928,6338098,15.443214,87648,38470,
36,exact,1,147.053467,3387988,2.166175,71871,1483,
37,exact,1,76.4474182,92765,1.705882,63632,416,
38,exact,1,70.4213562,92765,1.512938,61246,322,
39,exact,1,21.9599228,1438974,1.123611,56586,20,
40,exact,1,161.175461,6338205,14.725892,84207,36400,
41,exact,1,75.8523788,6347295,2.380371,64009,2059,
42,exact,1,41.0976601,2599969,2.038094,88959,488,
43,exact,1,125.284988,92803,1.768345,74182,648,
44,exact,1,117.264259,6323735,12.809374,79621,25278,
45,exact,1,131.7854,4291823,17.778257,102060,33984,
46,exact,1,59.9482727,6347264,1.750227,58762,2257,
47,exact,1,22.6647663,4293235,1.574058,55580,2152,
48,exact,1,148.83374,5681845,15.051092,76860,38768,
49,exact,1,162.269165,1665317,16.179553,84608,35547,
50,exact,1,112.801453,5663167,1.752392,73511,650,
51,exact,1,71.7503281,6332589,2.40448,74811,1732,
52,exact,1,98.6505203,6325086,2.346807,72234,1572,
53,exact,1,153.105728,1117893,2.534374,85379,2359,
54,exact,1,109.409782,5947430,2.696803,80650,2894,
55,exact,1,88.8994751,6339145,2.768411,77349,3260,
56,exact,1,117.356659,5681646,2.69604,79801,3028,
57,exact,1,126.888092,6332615,8.97878,79084,16121,
58,exact,1,122.851669,6346272,12.418107,81948,24068,
59,exact,1,67.3064499,6336249,2.195868,59406,2001,
60,exact,1,68.4455032,43753,1.679907,63446,592,
61,exact,1,122.627632,5913143,7.845357,97687,12895,
62,exact,1,57.757576,2897059,2.022606,81134,468,
63,exact,1,164.587097,6324417,20.566915,95144,49404,
64,exact,1,177.359726,6347952,12.59004,197312,165647,
65,exact,1,145.503967,1623786,4.573711,81606,6580,
66,exact,1,68.3065186,6339487,1.975319,86725,179,
67,exact,1,130.172745,6342228,5.084459,96152,7443,
68,exact,1,98.8736191,6336041,1.954348,87492,739,
69,exact,1,93.6032944,6335643,3.067917,63899,2845,
70,exact,1,226.853317,4292761,28.737763,159840,129782,
71,exact,1,163.768875,5442067,13.188453,75366,34284,
72,exact,1,36.1144829,6346356,6.347212,59386,11649,
73,exact,1,139.803528,5948186,7.182562,93615,11309,
74,exact,1,49.4153214,5890065,2.157733,82451,1017,
75,exact,1,23.5012321,6340198,1.64425,70040,135,
76,exact,1,123.406723,2600164,7.838721,73571,12747,
77,exact,1,173.544922,6340199,24.285194,97992,59491,
78,exact,1,110.300056,6347325,6.105975,63185,11623,
79,exact,1,96.3490372,4591351,2.510057,88885,1500,
80,exact,1,160.359863,1120408,15.870243,86105,37529,
81,exact,1,77.2294464,44258,2.60054,69675,2125,
82,exact,1,92.2685623,19899,1.560242,67468,348,
83,exact,1,32.6303825,6347293,1.314369,58290,542,
84,exact,1,92.738121,5681646,1.759328,68562,744,
85,exact,1,132.530823,6306452,20.63561,99950,57275,
86,exact,1,255.979034,5882680,36.827299,170980,153977,
87,exact,1,130.563477,3388084,10.229065,87612,17601,
88,exact,1,142.565338,1838362,9.520242,84192,15760,
89,exact,1,98.0131989,1438449,2.19781,73672,1522,
90,exact,1,201.029083,1664944,30.115515,114268,79910,
91,exact,1,168.591919,1849179,16.51359,85164,43960,
92,exact,1,140.159225,413654,13.540124,75963,27962,
93,exact,1,123.55687,1438996,6.171619,90478,8322,
94,exact,1,153.825806,5631463,24.249085,97818,51387,
95,exact,1,84.8272629,854542,2.464178,93296,736,
96,exact,1,196.270828,44282,23.246319,100598,63763,
97,exact,1,182.764404,1255054,22.794762,96437,55758,
98,exact,1,104.268364,1273235,2.943426,101990,1055,
