query_id,mode,rank,squared_l2,index_position,query_time_ms,sax_scans,exact_distance_computations,recall_at_k
0,exact,1,135.98082,32782759,935.607465,88752448,78498800,
1,exact,1,35.9973145,8508014,192.746383,36262622,680770,
2,exact,1,121.71434,30725874,818.176032,88462791,67299764,
3,exact,1,33.050209,9894122,166.905321,32095851,363446,
4,exact,1,133.919449,35127382,903.888317,88231945,81081760,
5,exact,1,37.5627937,9895744,243.289512,37824916,940688,
6,exact,1,141.361832,28716184,942.834666,91080528,85103579,
7,exact,1,37.8186836,9894643,222.151223,38101168,653009,
8,exact,1,142.787094,19759860,976.263517,90800967,88216921,
9,exact,1,38.7356644,8507691,224.300789,38122772,1075370,
10,exact,1,147.225845,50625403,980.635698,92814114,92467927,
11,exact,1,33.8582954,9896447,174.704499,33817831,427539,
12,exact,1,146.604691,553432,987.650071,91124282,87579937,
13,exact,1,36.2593575,9895744,207.962375,34677048,488652,
14,exact,1,141.119553,3722407,963.294071,91222763,88860295,
15,exact,1,39.1768074,9895744,223.313964,38668099,939986,
16,exact,1,153.828018,73281241,978.601092,93850632,91577693,
17,exact,1,33.5226021,9894643,176.813179,32924498,381963,
18,exact,1,148.015686,41093217,977.193045,93570057,92524156,
19,exact,1,35.4677887,9896219,178.628142,35098738,537472,
20,exact,1,144.147156,50684303,953.163826,91084831,89682516,
21,exact,1,26.9350395,9894643,140.413339,27533294,219542,
22,exact,1,145.101196,57787798,952.912117,92286050,90887270,
23,exact,1,37.0713234,9894643,217.395432,36709164,701075,
24,exact,1,148.147324,10711614,892.542117,90941493,81195608,
25,exact,1,33.6106911,9895744,198.107337,34851411,475953,
26,exact,1,143.996552,59130446,945.401338,91096014,88729634,
27,exact,1,30.5745983,9894643,166.407449,30658897,265451,
28,exact,1,143.262466,82357123,949.061073,93653528,92843522,
29,exact,1,30.5354252,9894643,164.174222,30779528,306607,
30,exact,1,148.74855,75143264,967.936664,94298745,93749456,
31,exact,1,33.5356636,9894643,200.622685,34292424,551297,
32,exact,1,150.166672,7857571,963.93561,93323934,93295798,
33,exact,1,36.5414963,9894643,182.943422,33457204,528895,
34,exact,1,135.990601,37861463,933.624261,90525055,82367038,
35,exact,1,31.0928288,9895744,177.674793,30451252,329411,
36,exact,1,145.601196,19796600,962.880462,92431051,92326285,
37,exact,1,32.7872467,9894643,171.910748,33305170,409549,
38,exact,1,141.528687,31053671,939.728694,92422317,91006559,
39,exact,1,36.5002289,9894171,231.838408,35143762,636042,
40,exact,1,143.299896,31339834,1066.83955,93867502,91235684,
41,exact,1,34.3056107,9897731,234.453939,33595967,519323,
42,exact,1,143.378601,38027794,1050.14132,91468323,88803850,
43,exact,1,32.5682678,9896447,195.664126,31872022,380803,
44,exact,1,143.950912,2238887,1019.91617,92344307,90228944,
45,exact,1,38.2041473,9897731,256.536029,36001909,678733,
46,exact,1,137.744781,14685071,1049.34911,92030388,88988337,
47,exact,1,37.634182,9896447,235.182413,36387189,523387,
48,exact,1,145.736633,53418853,1047.44249,93314331,93069498,
49,exact,1,26.0755539,9896447,150.792788,26971811,182081,
50,exact,1,137.243408,78006924,993.338778,91349881,88787248,
51,exact,1,32.9857979,9894643,240.531539,33319140,533171,
52,exact,1,136.598022,33126,1027.12209,92455585,91148952,
53,exact,1,35.3707924,9897805,232.572463,34939600,679830,
54,exact,1,140.803604,10682492,1039.33138,93153846,93003007,
55,exact,1,33.8018303,9894643,249.207229,35323189,473407,
56,exact,1,136.411774,44644002,1012.32539,90241513,89245004,
57,exact,1,31.3338146,9894290,228.466385,32692883,411226,
58,exact,1,126.07505,34228433,1020.78458,90472469,83572513,
59,exact,1,33.7690201,9896447,210.211655,32605951,369228,
60,exact,1,141.203354,84446439,1014.06687,91017201,85401506,
61,exact,1,39.7317772,9895656,275.290531,38171950,981641,
62,exact,1,146.000046,91489249,1035.63203,92462004,89805655,
63,exact,1,38.5187378,9896447,277.787022,36796147,747585,
64,exact,1,144.860107,84427410,1066.74212,92966346,91678474,
65,exact,1,29.1511402,86723833,190.426907,27998124,257251,
66,exact,1,141.681961,60589987,1018.43184,93570605,89111660,
67,exact,1,36.114727,9896447,226.907409,32824843,557039,
68,exact,1,146.662613,53523118,1005.091,92424205,90973112,
69,exact,1,32.4173203,9894643,184.106523,30699341,261633,
70,exact,1,139.801132,88672601,1017.99318,91990529,88154904,
71,exact,1,37.8662758,9894643,290.621865,37819083,810239,
72,exact,1,127.328011,14773203,934.429638,86427010,75604766,
73,exact,1,35.4564362,9894643,239.564236,34429462,550843,
74,exact,1,137.852692,72628748,990.474469,91425546,83176964,
75,exact,1,35.7308235,9894643,220.833114,33291467,517479,
76,exact,1,144.250473,83713993,1076.39096,93831649,91197006,
77,exact,1,29.0077553,9896447,205.698033,31083647,307357,
78,exact,1,148.092209,86320606,1040.52456,92246093,91561002,
79,exact,1,27.7576408,9896447,197.531477,28010433,267136,
80,exact,1,145.101578,59847471,1015.90544,92486682,90197453,
81,exact,1,27.3788681,9895656,157.756157,28557602,189928,
82,exact,1,152.846436,72012669,1048.80918,93552659,92821266,
83,exact,1,28.8051357,9894643,130.790546,27904203,127793,
84,exact,1,146.01825,83033187,1004.06734,92360200,92237462,
85,exact,1,27.8756161,9893936,173.781714,29142552,209535,
86,exact,1,137.480347,26534059,986.606407,92724045,86903784,
87,exact,1,19.9488792,9896447,90.785139,21231914,46805,
88,exact,1,146.52861,85875754,1057.78709,92773261,92682862,
89,exact,1,25.2532406,9894643,148.932651,27711206,165914,
90,exact,1,145.157501,6712136,955.115263,91954875,85311977,
91,exact,1,26.8241806,9896447,137.374611,26178468,132566,
92,exact,1,137.668228,7977907,920.504086,86475159,75241652,
93,exact,1,20.959034,9894643,112.86855,24310424,85128,
94,exact,1,141.809494,21821177,1044.08388,91879099,91693001,
95,exact,1,25.955904,9894643,146.310376,27053631,179247,
96,exact,1,144.09465,14129523,1013.00802,91519197,88036386,
97,exact,1,23.3350449,9894643,102.715383,23629018,78636,
98,exact,1,147.026932,30661714,1040.3355,93903925,91533030,
99,exact,1,23.3559666,9894171,121.058747,24673361,101371,
