dataset_id,base_count,dimension,threads,preparation_seconds,reference_selection_seconds,grouping_seconds,structure_build_seconds,index_build_seconds,max_rss_kib,base_loading_included,source_conversion_included
obst2024,4160286,256,64,1.6133e-05,17.4934904,56.4355868,8.69139176,82.6347725,1247448,true,false
