query_id,mode,rank,squared_l2,index_position,query_time_ms,sax_scans,exact_distance_computations,recall_at_k
0,exact,1,243.993134,3160417,347.354585,4134480,3997171,
1,exact,1,150.606827,856991,385.66306,4094173,3822086,
2,exact,1,218.079285,1530480,391.471836,4152233,4075182,
3,exact,1,214.058014,34108,383.566031,4148369,4069361,
4,exact,1,239.503143,2199888,407.998884,4153208,4083344,
5,exact,1,196.681717,1156744,391.048312,4125026,4055930,
6,exact,1,228.887695,3447087,395.906267,4150831,4081590,
7,exact,1,234.888672,1499384,372.193167,4155150,4083476,
8,exact,1,160.424591,2546933,304.301136,4103833,3812597,
9,exact,1,231.059937,50055,400.653353,4149387,4084389,
10,exact,1,178.847946,1478724,332.952245,4121343,3866746,
11,exact,1,113.034195,38787,272.83716,3904589,2997558,
12,exact,1,229.595093,2260675,443.665226,4149326,4080988,
13,exact,1,175.587921,4136536,385.128921,4131836,3860747,
14,exact,1,165.262955,2296246,340.712048,4124885,3951889,
15,exact,1,219.725204,2364162,374.695058,4149760,4053753,
16,exact,1,255.989944,1634643,401.974184,4149355,4086581,
17,exact,1,236.959137,2419434,382.208415,4153991,4086613,
18,exact,1,255.83699,643334,371.394968,4155383,4082814,
19,exact,1,216.517822,1944125,421.52229,4153599,4153528,
20,exact,1,255.991608,1634708,421.35776,4155615,4155929,
21,exact,1,187.160309,726355,374.632435,4139796,4019542,
22,exact,1,232.524597,757885,379.269398,4134733,4086431,
23,exact,1,250.405823,46284,408.561675,4149382,4086610,
24,exact,1,190.958191,907948,376.937606,4133289,3983989,
25,exact,1,243.094238,1993039,439.355372,4149901,4086122,
26,exact,1,236.40062,1239727,335.557651,4154052,4085502,
27,exact,1,215.161865,3084265,348.369475,4101154,4069233,
28,exact,1,87.8165359,2437690,350.110358,3752715,3058541,
29,exact,1,122.827515,3751764,327.638457,4028756,3550371,
30,exact,1,230.207062,1455788,387.267184,4152093,4083342,
31,exact,1,157.214432,2870845,368.888134,4104278,3862317,
32,exact,1,121.48597,3909145,394.816332,3999991,3518485,
33,exact,1,109.317284,3773836,344.688635,3965603,3445062,
34,exact,1,199.947601,3711102,359.392104,4143541,4063433,
35,exact,1,223.902512,845529,403.489215,4148561,4084782,
36,exact,1,217.547638,3297641,361.267285,4150182,4074202,
