# query,time in ms,distance, total
0.0,68.26830091666666,158.25800571238597,2457.709903
1.0,68.26830091666666,181.71131325798342,2457.709903
2.0,68.26830091666666,85.82934601006946,2457.709903
3.0,68.26830091666666,101.96241136655681,2457.709903
4.0,68.26830091666666,147.8023315739265,2457.709903
5.0,68.26830091666666,183.37806198571707,2457.709903
6.0,68.26830091666666,91.94502053535325,2457.709903
7.0,68.26830091666666,135.38024308946115,2457.709903
8.0,68.26830091666666,93.38333959603915,2457.709903
9.0,68.26830091666666,143.0899890220644,2457.709903
10.0,68.26830091666666,53.414455285241274,2457.709903
11.0,68.26830091666666,44.60393777888589,2457.709903
12.0,68.26830091666666,146.28068046224598,2457.709903
13.0,68.26830091666666,116.06611307118237,2457.709903
14.0,68.26830091666666,92.91774748488388,2457.709903
15.0,68.26830091666666,111.92045695200795,2457.709903
16.0,68.26830091666666,194.60579402410167,2457.709903
17.0,68.26830091666666,111.66548793971833,2457.709903
18.0,68.26830091666666,100.93739773152629,2457.709903
19.0,68.26830091666666,100.60391731769869,2457.709903
20.0,68.26830091666666,66.71155392901801,2457.709903
21.0,68.26830091666666,80.35134238620321,2457.709903
22.0,68.26830091666666,147.36020490602186,2457.709903
23.0,68.26830091666666,91.3161835520441,2457.709903
24.0,68.26830091666666,52.86543571369498,2457.709903
25.0,68.26830091666666,34.02042004838586,2457.709903
26.0,68.26830091666666,31.527188946080287,2457.709903
27.0,68.26830091666666,75.28104549463842,2457.709903
28.0,68.26830091666666,81.05164397135377,2457.709903
29.0,68.26830091666666,127.32612530835104,2457.709903
30.0,68.26830091666666,63.16353298178092,2457.709903
31.0,68.26830091666666,113.24165409967827,2457.709903
32.0,68.26830091666666,68.06541112197829,2457.709903
33.0,68.26830091666666,144.00789653159245,2457.709903
34.0,68.26830091666666,114.2206585494605,2457.709903
35.0,68.26830091666666,132.83893774963508,2457.709903
0.0,63.21626730555556,147.05346255541372,4734.379876
1.0,63.21626730555556,76.44742048083936,4734.379876
2.0,63.21626730555556,70.42134564871958,4734.379876
3.0,63.21626730555556,21.959922073074495,4734.379876
4.0,63.21626730555556,161.1754391653676,4734.379876
5.0,63.21626730555556,75.85237233513999,4734.379876
6.0,63.21626730555556,41.0976532999141,4734.379876
7.0,63.21626730555556,125.28499603363252,4734.379876
8.0,63.21626730555556,117.264256335352,4734.379876
9.0,63.21626730555556,131.78539716661908,4734.379876
10.0,63.21626730555556,59.948275088835544,4734.379876
11.0,63.21626730555556,22.66476606029846,4734.379876
12.0,63.21626730555556,148.83373587523602,4734.379876
13.0,63.21626730555556,162.26915444365295,4734.379876
14.0,63.21626730555556,112.80145380165868,4734.379876
15.0,63.21626730555556,71.75033949581939,4734.379876
16.0,63.21626730555556,98.65051878825761,4734.379876
17.0,63.21626730555556,153.10571750269537,4734.379876
18.0,63.21626730555556,109.40978527668995,4734.379876
19.0,63.21626730555556,88.89947494841545,4734.379876
20.0,63.21626730555556,117.35666173277787,4734.379876
21.0,63.21626730555556,126.88809327549825,4734.379876
22.0,63.21626730555556,122.85166533687152,4734.379876
23.0,63.21626730555556,67.30645310202908,4734.379876
24.0,63.21626730555556,68.44550744368826,4734.379876
25.0,63.21626730555556,122.62763322334285,4734.379876
26.0,63.21626730555556,57.75757776892556,4734.379876
27.0,63.21626730555556,164.58709485134113,4734.379876
28.0,63.21626730555556,177.35972109151135,4734.379876
29.0,63.21626730555556,145.50397527218684,4734.379876
30.0,63.21626730555556,68.3065261296324,4734.379876
31.0,63.21626730555556,130.17275416242137,4734.379876
32.0,63.21626730555556,98.8736198136794,4734.379876
33.0,63.21626730555556,93.60330355176211,4734.379876
34.0,63.21626730555556,226.85330904207603,4734.379876
35.0,63.21626730555556,163.7688700265071,4734.379876
0.0,80.11738410714285,36.114486018326716,6978.438824
1.0,80.11738410714285,139.80353396991632,6978.438824
2.0,80.11738410714285,49.415318400250726,6978.438824
3.0,80.11738410714285,23.501232035810972,6978.438824
4.0,80.11738410714285,123.40672847524183,6978.438824
5.0,80.11738410714285,173.5448979738876,6978.438824
6.0,80.11738410714285,110.300053554246,6978.438824
7.0,80.11738410714285,96.34902534716821,6978.438824
8.0,80.11738410714285,160.35985620739757,6978.438824
9.0,80.11738410714285,77.22944873153756,6978.438824
10.0,80.11738410714285,92.26856588979808,6978.438824
11.0,80.11738410714285,32.63038561956273,6978.438824
12.0,80.11738410714285,92.7381144807523,6978.438824
13.0,80.11738410714285,132.53082289920712,6978.438824
14.0,80.11738410714285,255.97903485308143,6978.438824
15.0,80.11738410714285,130.5634929459493,6978.438824
16.0,80.11738410714285,142.56532078918917,6978.438824
17.0,80.11738410714285,98.01320254080929,6978.438824
18.0,80.11738410714285,201.02905592650586,6978.438824
19.0,80.11738410714285,168.59191382573044,6978.438824
20.0,80.11738410714285,140.15920531968823,6978.438824
21.0,80.11738410714285,123.55685200348034,6978.438824
22.0,80.11738410714285,153.8257713447174,6978.438824
23.0,80.11738410714285,84.82726273471144,6978.438824
24.0,80.11738410714285,196.270834004471,6978.438824
25.0,80.11738410714285,182.76439386329093,6978.438824
26.0,80.11738410714285,104.26836683186502,6978.438824
27.0,80.11738410714285,157.77871774168398,6978.438824
