# query,time in ms,distance, total
0.0,2111.905103,17.69682910576762,19007.249233
1.0,2111.905103,14.898204054533437,19007.249233
2.0,2111.905103,17.828832477164042,19007.249233
3.0,2111.905103,15.85645211376891,19007.249233
4.0,2111.905103,14.364667181273262,19007.249233
5.0,2111.905103,15.054003113120018,19007.249233
6.0,2111.905103,16.723974743953477,19007.249233
7.0,2111.905103,16.48514833881768,19007.249233
8.0,2111.905103,15.144854061309672,19007.249233
0.0,2114.572281222222,15.658473687657533,38038.783902
1.0,2114.572281222222,14.940654214331573,38038.783902
2.0,2114.572281222222,14.938225073719025,38038.783902
3.0,2114.572281222222,14.115510975589359,38038.783902
4.0,2114.572281222222,16.976399047194946,38038.783902
5.0,2114.572281222222,15.534546030988224,38038.783902
6.0,2114.572281222222,15.949064802504154,38038.783902
7.0,2114.572281222222,20.205748441114565,38038.783902
8.0,2114.572281222222,16.04864378862203,38038.783902
0.0,1803.9685226666668,15.684228891296698,54274.796447
1.0,1803.9685226666668,16.53932085033739,54274.796447
2.0,1803.9685226666668,16.588625573458785,54274.796447
3.0,1803.9685226666668,15.140231919933512,54274.796447
4.0,1803.9685226666668,15.695453858759322,54274.796447
5.0,1803.9685226666668,14.916828422181027,54274.796447
6.0,1803.9685226666668,17.79475374589765,54274.796447
7.0,1803.9685226666668,16.199397458442263,54274.796447
8.0,1803.9685226666668,15.173077216022705,54274.796447
0.0,1925.6957702222223,15.217176177357942,71606.362735
1.0,1925.6957702222223,14.971380151747837,71606.362735
2.0,1925.6957702222223,16.667351171274504,71606.362735
3.0,1925.6957702222223,15.558429230133925,71606.362735
4.0,1925.6957702222223,13.905422123423307,71606.362735
5.0,1925.6957702222223,14.534403631893156,71606.362735
6.0,1925.6957702222223,17.56081195629031,71606.362735
7.0,1925.6957702222223,15.518349821045888,71606.362735
8.0,1925.6957702222223,19.058027162210237,71606.362735
0.0,2291.586227777778,16.948716145300068,92230.962389
1.0,2291.586227777778,17.251127198715267,92230.962389
2.0,2291.586227777778,16.8097020543903,92230.962389
3.0,2291.586227777778,15.718810040143808,92230.962389
4.0,2291.586227777778,16.93898458086187,92230.962389
5.0,2291.586227777778,15.584028645405454,92230.962389
6.0,2291.586227777778,15.348601609139735,92230.962389
7.0,2291.586227777778,14.753497736910504,92230.962389
8.0,2291.586227777778,15.072356182736485,92230.962389
0.0,1845.0661155555556,17.910052984374488,108836.89489
1.0,1845.0661155555556,16.090784695536286,108836.89489
2.0,1845.0661155555556,14.569681260109974,108836.89489
3.0,1845.0661155555556,17.636321602913085,108836.89489
4.0,1845.0661155555556,18.43121017392059,108836.89489
5.0,1845.0661155555556,13.573878112713885,108836.89489
6.0,1845.0661155555556,15.641743400029156,108836.89489
7.0,1845.0661155555556,15.386156929289655,108836.89489
8.0,1845.0661155555556,13.919650757850434,108836.89489
0.0,1791.0026145555557,17.596750251585945,124956.242268
1.0,1791.0026145555557,16.382133811130416,124956.242268
2.0,1791.0026145555557,16.04689023085507,124956.242268
3.0,1791.0026145555557,15.370668281890687,124956.242268
4.0,1791.0026145555557,18.06152726529399,124956.242268
5.0,1791.0026145555557,17.0276097889664,124956.242268
6.0,1791.0026145555557,15.31660248418126,124956.242268
7.0,1791.0026145555557,16.44526663084457,124956.242268
8.0,1791.0026145555557,18.326166061881167,124956.242268
0.0,1776.516293,15.216117796832407,140945.186277
1.0,1776.516293,16.022911638752703,140945.186277
2.0,1776.516293,19.809908758630627,140945.186277
3.0,1776.516293,18.029105615462186,140945.186277
4.0,1776.516293,15.308312210911254,140945.186277
5.0,1776.516293,17.459815897346743,140945.186277
6.0,1776.516293,13.811755869431238,140945.186277
7.0,1776.516293,17.02343863522492,140945.186277
8.0,1776.516293,15.498200911741208,140945.186277
0.0,1818.3706636666666,17.40735798550668,157310.860118
1.0,1818.3706636666666,15.396124049650325,157310.860118
2.0,1818.3706636666666,16.361983183506027,157310.860118
3.0,1818.3706636666666,16.583743451666123,157310.860118
4.0,1818.3706636666666,17.470054664738427,157310.860118
5.0,1818.3706636666666,14.321318740785728,157310.860118
6.0,1818.3706636666666,16.927348844567177,157310.860118
7.0,1818.3706636666666,15.349578650835838,157310.860118
8.0,1818.3706636666666,16.57293698268427,157310.860118
0.0,1826.7192644444444,14.662121024161024,173751.646825
1.0,1826.7192644444444,14.226966554917965,173751.646825
2.0,1826.7192644444444,16.510675349383973,173751.646825
3.0,1826.7192644444444,15.488450387593048,173751.646825
4.0,1826.7192644444444,14.174276096393669,173751.646825
5.0,1826.7192644444444,14.521799266687196,173751.646825
6.0,1826.7192644444444,14.66633542170257,173751.646825
7.0,1826.7192644444444,14.173974499053884,173751.646825
8.0,1826.7192644444444,13.86134716827678,173751.646825
0.0,1772.863592888889,16.379601760542073,189708.004659
1.0,1772.863592888889,16.17756052398272,189708.004659
2.0,1772.863592888889,13.475740398463131,189708.004659
3.0,1772.863592888889,15.751814927885391,189708.004659
4.0,1772.863592888889,15.812916584591449,189708.004659
5.0,1772.863592888889,17.136254922444095,189708.004659
6.0,1772.863592888889,16.8152430235059,189708.004659
7.0,1772.863592888889,17.391195338268744,189708.004659
8.0,1772.863592888889,16.385287568497006,189708.004659
0.0,15025.494367,14.297858774662927,204733.823618
