query_id,mode,rank,squared_l2,index_position,query_time_ms,sax_scans,exact_distance_computations,recall_at_k
0,exact,1,51.8952103,26681320,702.296242,56521824,56428769,
1,exact,1,36.2245789,54152142,451.938705,34216935,34158060,
2,exact,1,19.0780716,79356578,359.653563,15055349,13359589,
3,exact,1,21.2514534,13355311,398.787118,21968073,21072906,
4,exact,1,30.5315647,43966224,558.384314,40286442,39743521,
5,exact,1,64.4083023,14354075,775.073297,72680618,72680723,
6,exact,1,55.4556351,44875333,632.320592,56211335,55791469,
7,exact,1,18.778326,52878014,336.476369,13916269,12239275,
8,exact,1,56.6109886,7903901,648.75717,58636045,58625384,
9,exact,1,35.8271523,30186956,485.414819,30883198,29483445,
10,exact,1,29.5629501,78544537,590.559941,45193467,44930871,
11,exact,1,40.874527,7707500,616.992272,47951237,47888501,
12,exact,1,25.9193573,80796383,460.406315,29709787,27824147,
13,exact,1,31.9711494,61490227,402.767998,22784809,13956490,
14,exact,1,34.0252075,87404220,594.801814,44262132,40847528,
15,exact,1,47.194706,89135439,640.909359,54974743,54944511,
16,exact,1,33.831337,86256868,550.134466,33058993,32724810,
17,exact,1,39.5075378,62746857,607.738835,50592133,50550848,
18,exact,1,23.175106,48578938,447.519267,23257583,22331566,
19,exact,1,11.9219351,42550194,281.838181,5169708,4523808,
20,exact,1,39.0002861,51888499,556.07053,41193451,41088390,
21,exact,1,4.17288589,20769090,228.478034,5435468,756299,
22,exact,1,14.4424343,71479731,302.650286,13211782,8523144,
23,exact,1,15.4942732,66462230,320.503516,16177992,7966964,
24,exact,1,23.8901291,6274139,370.778696,18640053,18200001,
25,exact,1,42.4814949,59582858,422.466316,30916197,30911707,
26,exact,1,32.6959038,32257866,543.959162,39351349,38644686,
27,exact,1,12.8235016,77538300,286.750593,10108101,4944169,
28,exact,1,32.5326271,80491216,516.011543,35530682,35411362,
29,exact,1,16.0049324,82899996,351.496716,13592237,11517861,
30,exact,1,11.6043062,27569089,365.798423,13483025,9002366,
31,exact,1,4.41614246,42274111,210.618872,3329725,816193,
32,exact,1,26.4737854,28278565,301.6852,11937462,11008054,
33,exact,1,26.6157722,41083223,370.287184,21711681,21286844,
34,exact,1,14.9055948,82420771,277.079758,7054105,4396531,
35,exact,1,25.4217243,54865351,523.046942,27398624,27139835,
36,exact,1,20.5339394,13903129,380.770815,15476580,14434367,
37,exact,1,21.0731659,99584265,428.442222,15819427,14586366,
38,exact,1,22.0675755,37986007,516.607515,21871902,19774038,
39,exact,1,30.8004093,5173088,528.257958,38303965,37121857,
40,exact,1,27.0615311,25975163,518.029103,30790222,30069700,
41,exact,1,38.543869,515874,486.004512,26680120,26305885,
42,exact,1,26.072588,9305599,495.04368,26144218,25567425,
43,exact,1,18.3916912,47608842,363.257086,14999175,9357942,
44,exact,1,31.3816795,53653947,562.138393,30912565,30791530,
45,exact,1,5.65537739,85638391,216.204876,3469620,585301,
46,exact,1,19.6227875,74626347,506.486184,17789719,16283695,
47,exact,1,29.5219345,35242038,503.118993,28282238,25756797,
48,exact,1,15.9785442,85138546,457.265245,14780138,13536809,
49,exact,1,31.3440208,34621592,543.898403,29786540,29772935,
50,exact,1,26.018692,7003675,534.353499,23620926,23299250,
51,exact,1,19.6227875,74626347,509.975369,17789719,16283695,
52,exact,1,0.909322083,17742377,188.154812,3392800,319548,
53,exact,1,35.669899,36292831,503.644157,28515996,28227334,
54,exact,1,16.0373878,73524839,457.95093,15735235,12609741,
55,exact,1,30.0275345,31826764,369.306656,18590727,18508912,
56,exact,1,27.0973721,87980249,366.007946,19114313,18919511,
57,exact,1,14.479394,69088941,474.604532,21454917,18463070,
58,exact,1,40.1424408,79813322,599.577971,46071555,46051795,
59,exact,1,11.7444334,96824326,347.538958,10608754,3518000,
60,exact,1,44.5647697,23598841,655.828107,49694420,49472236,
61,exact,1,30.8708019,11556081,480.794605,23437389,22991274,
62,exact,1,24.1352921,26791024,419.289852,15790482,15444274,
63,exact,1,29.8177986,47131965,548.852,30872233,30516439,
64,exact,1,84.7485886,32466030,893.913964,78465352,78473260,
65,exact,1,10.267478,88181916,223.835251,8959122,675833,
66,exact,1,15.5683126,22059064,536.453711,23112813,17762831,
67,exact,1,36.4903679,77521221,605.21915,43483086,43200907,
68,exact,1,20.1984386,13971452,660.87376,42343916,40145831,
69,exact,1,35.4306602,14948244,569.801781,34397260,34377689,
70,exact,1,9.50764751,97301229,313.568408,7289263,2631615,
71,exact,1,15.7488813,72240810,424.476739,11698824,10848013,
72,exact,1,39.4494629,2995633,522.738914,30488637,30383789,
73,exact,1,32.6681595,80480018,473.662262,22679810,21456371,
74,exact,1,31.6360512,48832176,692.281334,47441486,47120468,
75,exact,1,26.8453007,6601140,500.907141,23658868,23516241,
76,exact,1,19.6418762,27838008,498.351816,22098941,17794423,
77,exact,1,15.2083921,62144737,462.504178,16857969,12912929,
78,exact,1,33.6437073,24102643,423.339285,19934455,16655107,
79,exact,1,3.68978214,40472236,237.118753,3466398,908447,
80,exact,1,14.5990734,85662753,350.052081,11578891,10841885,
81,exact,1,31.9457397,52228075,512.556685,23983878,23716388,
82,exact,1,26.6658325,19301611,489.305454,21378933,19180395,
83,exact,1,53.3729591,44277069,904.027678,79807955,79802720,
84,exact,1,19.7930851,56942671,326.866883,13402280,9058390,
85,exact,1,15.6889505,46867480,417.727528,16530026,15129987,
86,exact,1,46.8714256,14580491,626.212514,40852443,40801126,
87,exact,1,5.65537739,85638391,225.034464,3469620,585301,
88,exact,1,21.4192352,35145930,476.94369,20283032,18627876,
89,exact,1,34.4876595,26648767,427.965703,21310339,21248857,
90,exact,1,18.7194653,27156831,449.091805,20287091,17757198,
91,exact,1,30.011385,67025557,663.954877,41109175,40692519,
92,exact,1,33.0741501,70036926,567.860546,33825161,32487539,
93,exact,1,26.2276917,60255556,445.616743,14553315,13818326,
94,exact,1,10.7489748,31619159,265.055114,6157499,1307194,
95,exact,1,14.056778,1221942,410.961183,12834072,6036552,
96,exact,1,10.5010967,3258700,327.080978,9621495,5453981,
97,exact,1,37.5518341,87000645,613.750985,41628637,41558108,
98,exact,1,16.031744,71215475,376.756449,10748359,9210218,
99,exact,1,16.3144932,53335556,452.740314,13559128,11834672,
