query_id,mode,rank,squared_l2,index_position,query_time_ms,sax_scans,exact_distance_computations,recall_at_k
0,exact,1,6.81283665,55731226,177.675334,10482497,948,
1,exact,1,1.29365873,32742591,179.070516,7939214,9867,
2,exact,1,0.411728889,59520330,212.99887,8978201,48787,
3,exact,1,0.550013483,9430208,216.271922,9452249,56228,
4,exact,1,1.69237232,76017927,229.606382,9233523,75568,
5,exact,1,0.407790124,93957879,204.077166,8272904,46398,
6,exact,1,0.0853533521,9269566,220.419554,8240729,66622,
7,exact,1,0.611919045,7314604,215.042293,9423512,35889,
8,exact,1,0.40446946,72453706,223.241603,9133088,78739,
9,exact,1,11.2250786,75286600,198.289653,9303445,20093,
10,exact,1,0.301291019,87037767,218.932383,8690408,67906,
11,exact,1,0.482694507,40962930,198.24579,9027089,21054,
12,exact,1,0.419714391,50091558,198.455115,8493724,29789,
13,exact,1,0.116234362,85111211,216.896193,8307423,73285,
14,exact,1,0.239017412,27548852,200.183775,8296581,38609,
15,exact,1,0.688139141,8199859,221.141638,9157060,50012,
16,exact,1,0.0588088259,85587194,240.862366,7567736,115280,
17,exact,1,0.0970887169,49969138,222.574324,8413606,70459,
18,exact,1,0.207114324,90253452,225.144784,8463286,79158,
19,exact,1,0.28289631,42323932,201.150808,8414402,46952,
20,exact,1,0.156644762,57567246,224.056877,8490161,76605,
21,exact,1,0.741145611,36628484,188.259651,8960967,2907,
22,exact,1,0.352707595,69166171,223.502728,8758365,51492,
23,exact,1,1.12252152,24232030,193.665226,8561947,22094,
24,exact,1,0.432174504,73324435,234.093044,9327231,74802,
25,exact,1,0.221303552,29145178,204.44476,7761621,46936,
26,exact,1,0.0841050744,65750051,214.389581,7865890,52780,
27,exact,1,1.65779877,77967840,189.580355,8988736,16661,
28,exact,1,4.3446207,88545052,188.617756,9895297,13776,
29,exact,1,0.0301655438,90698164,236.954158,8023308,92277,
30,exact,1,0.444458902,38718464,233.6053,9459290,78954,
31,exact,1,0.0659789816,71572465,226.857411,8263414,69364,
32,exact,1,7.45687246,67062700,204.242301,11160245,38866,
33,exact,1,6.67506266,28461280,224.598637,13304058,69260,
34,exact,1,19.5749588,62190682,201.638158,11953134,7481,
35,exact,1,50.7200623,57121113,311.055683,10936315,111743,
36,exact,1,2.27893996,52668818,214.61948,8974681,55178,
37,exact,1,0.0760857761,62752521,228.538124,8219132,92102,
38,exact,1,7.28421879,97791300,383.930775,13270509,159559,
39,exact,1,13.4940138,52886867,528.991167,15430101,533922,
40,exact,1,11.1072388,63461899,253.964557,11049664,66782,
41,exact,1,19.4588699,53547379,700.901951,13160168,1097432,
42,exact,1,3.04642677,29632942,389.197762,12153265,223233,
43,exact,1,20.7084579,18100661,371.212984,11877826,206245,
44,exact,1,65.5968933,5260960,811.161502,15160006,1876812,
45,exact,1,2.6302402,55094477,264.332024,10048912,101369,
46,exact,1,25.6908493,89200002,628.72619,14320568,674845,
47,exact,1,38.4253731,42669594,330.715736,12927135,141734,
48,exact,1,19.7074852,34464685,599.16235,15417777,499161,
49,exact,1,0.100652382,45776334,204.877869,8033858,51225,
50,exact,1,0.449930847,6401194,246.582494,9382914,85327,
51,exact,1,76.9746552,51040900,302.214998,12316663,94867,
52,exact,1,8.17650127,43052272,267.237838,11830255,94476,
53,exact,1,5.67486811,47500783,256.098221,12211069,63973,
54,exact,1,6.19809771,35269880,307.862962,11662148,130984,
55,exact,1,1.66870809,79624331,338.80449,11442428,165877,
56,exact,1,35.2891655,8326839,253.826413,13469378,73181,
57,exact,1,1.73233056,69947794,224.900844,9853357,72844,
58,exact,1,1.01666927,80634492,292.556549,10554487,120420,
59,exact,1,3.94422174,84767638,208.052966,10601119,32328,
60,exact,1,1.76064408,2411319,217.157123,10152783,42475,
61,exact,1,1.75643897,31050556,471.822205,11923609,333015,
62,exact,1,1.50345337,76238230,382.029537,10868423,246505,
63,exact,1,14.7350407,72491300,227.26856,11492669,40665,
64,exact,1,1.70756543,77193226,226.941507,9733028,67371,
65,exact,1,0.569092453,92317555,297.866283,9972329,110437,
66,exact,1,2.49281001,81108549,262.33408,9687738,89769,
67,exact,1,0.746764362,53617394,230.767217,9434431,59649,
68,exact,1,2.60867977,80975997,226.514168,9021029,52695,
69,exact,1,16.0983791,50811005,550.399691,14979572,1698049,
70,exact,1,53.757431,79779321,382.245268,11372453,228034,
71,exact,1,7.89761734,92767589,397.946071,11926836,197275,
72,exact,1,0.0655830428,57847163,188.585437,8024142,6094,
73,exact,1,39.5447769,44180424,679.604396,13944488,1423992,
74,exact,1,40.6801262,56791548,418.003925,11244123,487644,
75,exact,1,0.347429991,76074806,237.437482,9215007,66214,
76,exact,1,3.7374649,48098712,271.227844,9416769,102217,
77,exact,1,5.63867664,83268736,536.455114,13702328,734771,
78,exact,1,0.820887744,74170636,217.011896,9761029,57972,
79,exact,1,7.60775661,28680500,598.821906,14677258,572414,
80,exact,1,0.643209755,57323643,296.558004,10366982,136913,
81,exact,1,0.0991200879,61096279,220.47876,7995260,63273,
82,exact,1,0.437020183,56562867,235.7856,9175609,64123,
83,exact,1,2.15398264,75850759,198.797599,8661789,23396,
84,exact,1,9.188797,66900389,318.391809,11619873,146927,
85,exact,1,0.608997822,53876069,366.735218,9970567,204697,
86,exact,1,4.41204786,52563527,467.738741,12961789,327071,
87,exact,1,0.263393551,75093900,222.504169,8286785,66336,
88,exact,1,4.66999722,56612999,259.799604,12181346,78756,
89,exact,1,0.72405076,90910754,270.845883,9859701,118187,
90,exact,1,2.70695734,89693127,202.957594,9931617,38591,
91,exact,1,36.3691597,94250617,782.000418,15705504,2279276,
92,exact,1,0.399778366,61167899,208.075162,8519215,46981,
93,exact,1,2.56180191,63751117,222.522674,9193457,56402,
94,exact,1,1.31742215,20813857,204.386981,9588453,41584,
95,exact,1,0.0597243644,37606086,209.783725,7986256,39926,
96,exact,1,0.000432637811,46499045,216.996539,7190747,63250,
97,exact,1,0.0258097295,83633748,231.401049,7758267,86379,
98,exact,1,4.16296053,56272806,238.347202,10027964,53053,
99,exact,1,14.5030107,3945139,696.093092,16523521,1668325,
