id, querying time, distance, total
1, 2570704.000000, 135.980804, 2570705.000000 
2, 1631269.000000, 35.997322, 4201974.000000 
3, 1994613.000000, 121.714340, 6196587.000000 
4, 1559955.000000, 33.050213, 7756542.000000 
5, 2268534.000000, 133.919449, 10025076.000000 
6, 1427537.000000, 37.562798, 11452613.000000 
7, 2119699.000000, 141.361832, 13572312.000000 
8, 1579969.000000, 37.818684, 15152282.000000 
9, 2123596.000000, 142.787064, 17275878.000000 
10, 1438309.000000, 38.735657, 18714187.000000 
11, 2279631.000000, 147.225861, 20993819.000000 
12, 1615699.000000, 33.858292, 22609518.000000 
13, 2174901.000000, 146.604691, 24784419.000000 
14, 1631168.000000, 36.259361, 26415588.000000 
15, 2200246.000000, 141.119568, 28615835.000000 
16, 1390530.000000, 39.176807, 30006365.000000 
17, 2271555.000000, 153.828033, 32277920.000000 
18, 1634479.000000, 33.522598, 33912399.000000 
19, 2268963.000000, 148.015671, 36181362.000000 
20, 1581429.000000, 35.467789, 37762791.000000 
21, 2105096.000000, 144.147156, 39867887.000000 
22, 1387084.000000, 26.935043, 41254972.000000 
23, 2352726.000000, 145.101196, 43607698.000000 
24, 1431719.000000, 37.071327, 45039417.000000 
25, 2242163.000000, 148.147324, 47281581.000000 
26, 1566585.000000, 33.610691, 48848166.000000 
27, 2267017.000000, 143.996567, 51115183.000000 
28, 1568978.000000, 30.574602, 52684161.000000 
29, 2173744.000000, 143.262451, 54857905.000000 
30, 1372268.000000, 30.535423, 56230173.000000 
31, 2226972.000000, 148.748550, 58457145.000000 
32, 1549289.000000, 33.535660, 60006435.000000 
33, 2181104.000000, 150.166672, 62187539.000000 
34, 1553849.000000, 36.541492, 63741388.000000 
35, 2327992.000000, 135.990601, 66069380.000000 
36, 1420662.000000, 31.092829, 67490042.000000 
37, 2029761.000000, 145.601181, 69519803.000000 
38, 1636260.000000, 32.787247, 71156063.000000 
39, 2259062.000000, 141.528687, 73415125.000000 
40, 1397489.000000, 36.500233, 74812614.000000 
41, 2301269.000000, 143.299927, 77113883.000000 
42, 1639200.000000, 34.305611, 78753083.000000 
43, 2082287.000000, 143.378586, 80835370.000000 
44, 1638018.000000, 32.568268, 82473388.000000 
45, 2074554.000000, 143.950912, 84547942.000000 
46, 1441227.000000, 38.204144, 85989169.000000 
47, 2230309.000000, 137.744781, 88219478.000000 
48, 1423186.000000, 37.634186, 89642664.000000 
49, 2149038.000000, 145.736649, 91791702.000000 
50, 1630449.000000, 26.075552, 93422151.000000 
51, 2060790.000000, 137.243423, 95482941.000000 
52, 1565370.000000, 32.985802, 97048311.000000 
53, 2196995.000000, 136.598022, 99245307.000000 
54, 1599229.000000, 35.370789, 100844536.000000 
55, 2135698.000000, 140.803589, 102980234.000000 
56, 1522493.000000, 33.801830, 104502727.000000 
57, 2138265.000000, 136.411774, 106640992.000000 
58, 1523500.000000, 31.333813, 108164492.000000 
59, 2239074.000000, 126.075058, 110403566.000000 
60, 1596579.000000, 33.769020, 112000145.000000 
61, 2201727.000000, 141.203354, 114201873.000000 
62, 1533402.000000, 39.731773, 115735276.000000 
63, 2250513.000000, 146.000046, 117985789.000000 
64, 1481858.000000, 38.518738, 119467647.000000 
65, 2206725.000000, 144.860107, 121674373.000000 
66, 1555986.000000, 29.151140, 123230359.000000 
67, 2249601.000000, 141.681961, 125479960.000000 
68, 1540668.000000, 36.114731, 127020628.000000 
69, 2246691.000000, 146.662613, 129267319.000000 
70, 1579535.000000, 32.417320, 130846854.000000 
71, 2215846.000000, 139.801132, 133062700.000000 
72, 1384208.000000, 37.866272, 134446908.000000 
73, 2228419.000000, 127.327995, 136675328.000000 
74, 1576506.000000, 35.456440, 138251834.000000 
75, 2236560.000000, 137.852692, 140488394.000000 
76, 1651914.000000, 35.730820, 142140309.000000 
77, 2334803.000000, 144.250473, 144475112.000000 
78, 1544107.000000, 29.007755, 146019220.000000 
79, 2123571.000000, 148.092194, 148142792.000000 
80, 1522104.000000, 27.757643, 149664896.000000 
81, 2162273.000000, 145.101562, 151827169.000000 
82, 1448939.000000, 27.378868, 153276109.000000 
83, 2346363.000000, 152.846436, 155622472.000000 
84, 1398817.000000, 28.805136, 157021289.000000 
85, 2360171.000000, 146.018250, 159381461.000000 
86, 1464124.000000, 27.875618, 160845585.000000 
87, 2293072.000000, 137.480362, 163138658.000000 
88, 1175550.000000, 19.948877, 164314208.000000 
89, 2388740.000000, 146.528595, 166702949.000000 
90, 1494146.000000, 25.253241, 168197095.000000 
91, 2296777.000000, 145.157532, 170493872.000000 
92, 1379282.000000, 26.824181, 171873154.000000 
93, 2005478.000000, 137.668243, 173878632.000000 
94, 1335460.000000, 20.959036, 175214092.000000 
95, 2313076.000000, 141.809494, 177527168.000000 
96, 1423837.000000, 25.955906, 178951005.000000 
97, 2177114.000000, 144.094666, 181128119.000000 
98, 1365882.000000, 23.335047, 182494001.000000 
99, 2187411.000000, 147.026932, 184681413.000000 
100, 1388148.000000, 23.355963, 186069561.000000 
