id, querying time, distance, total
1, 2950038.000000, 51.895206, 2950039.000000 
2, 1779352.000000, 36.224583, 4729391.000000 
3, 2039095.000000, 19.078072, 6768486.000000 
4, 1899333.000000, 21.251453, 8667819.000000 
5, 1861298.000000, 30.531570, 10529118.000000 
6, 1960682.000000, 64.408295, 12489800.000000 
7, 1792110.000000, 55.455639, 14281910.000000 
8, 1754497.000000, 18.778326, 16036408.000000 
9, 1733367.000000, 56.610981, 17769776.000000 
10, 1873128.000000, 35.827148, 19642904.000000 
11, 1778842.000000, 29.562952, 21421747.000000 
12, 1701930.000000, 40.874527, 23123677.000000 
13, 1717532.000000, 25.919353, 24841209.000000 
14, 2003359.000000, 31.971146, 26844568.000000 
15, 1579623.000000, 34.025208, 28424191.000000 
16, 1732311.000000, 47.194710, 30156502.000000 
17, 1741526.000000, 33.831337, 31898029.000000 
18, 1738788.000000, 39.507542, 33636817.000000 
19, 2016348.000000, 23.175106, 35653165.000000 
20, 2091110.000000, 11.921935, 37744275.000000 
21, 1729319.000000, 39.000286, 39473594.000000 
22, 2222230.000000, 4.172885, 41695824.000000 
23, 1977000.000000, 14.442435, 43672825.000000 
24, 1932659.000000, 15.494273, 45605484.000000 
25, 1670356.000000, 23.890129, 47275841.000000 
26, 1829778.000000, 42.481499, 49105620.000000 
27, 1592548.000000, 32.695908, 50698168.000000 
28, 1967624.000000, 12.823499, 52665792.000000 
29, 1963569.000000, 32.532623, 54629361.000000 
30, 1705242.000000, 16.004932, 56334603.000000 
31, 2015579.000000, 11.604307, 58350182.000000 
32, 2123080.000000, 4.416142, 60473262.000000 
33, 1698258.000000, 26.473783, 62171520.000000 
34, 1732356.000000, 26.615770, 63903876.000000 
35, 1982895.000000, 14.905595, 65886771.000000 
36, 1957557.000000, 25.421724, 67844328.000000 
37, 2163578.000000, 20.533939, 70007907.000000 
38, 1788715.000000, 21.073168, 71796622.000000 
39, 2152641.000000, 22.067574, 73949263.000000 
40, 1771304.000000, 30.800413, 75720568.000000 
41, 2240577.000000, 27.061529, 77961146.000000 
42, 1981487.000000, 38.543865, 79942633.000000 
43, 1623304.000000, 26.072588, 81565937.000000 
44, 1901599.000000, 18.391695, 83467536.000000 
45, 2088235.000000, 31.381676, 85555771.000000 
46, 2225353.000000, 5.655378, 87781124.000000 
47, 2067009.000000, 19.622787, 89848133.000000 
48, 1982520.000000, 29.521936, 91830653.000000 
49, 1789066.000000, 15.978544, 93619719.000000 
50, 1986754.000000, 31.344017, 95606473.000000 
51, 1981316.000000, 26.018690, 97587789.000000 
52, 2277594.000000, 19.622787, 99865383.000000 
53, 1194389.000000, 0.909322, 101059772.000000 
54, 1624626.000000, 35.669899, 102684398.000000 
55, 2194168.000000, 16.037388, 104878566.000000 
56, 1901340.000000, 30.027534, 106779907.000000 
57, 1845844.000000, 27.097368, 108625751.000000 
58, 1956940.000000, 14.479394, 110582691.000000 
59, 1799817.000000, 40.142441, 112382508.000000 
60, 1975949.000000, 11.744431, 114358457.000000 
61, 1758619.000000, 44.564770, 116117076.000000 
62, 1894712.000000, 30.870804, 118011789.000000 
63, 1738502.000000, 24.135290, 119750291.000000 
64, 1768581.000000, 29.817802, 121518872.000000 
65, 1778740.000000, 84.748589, 123297612.000000 
66, 1984215.000000, 10.267476, 125281827.000000 
67, 2320884.000000, 15.568313, 127602711.000000 
68, 1849918.000000, 36.490368, 129452629.000000 
69, 1776492.000000, 20.198437, 131229122.000000 
70, 1689356.000000, 35.430656, 132918478.000000 
71, 2102113.000000, 9.507648, 135020591.000000 
72, 2233072.000000, 15.748882, 137253663.000000 
73, 1689505.000000, 39.449467, 138943168.000000 
74, 1924977.000000, 32.668159, 140868145.000000 
75, 1847522.000000, 31.636057, 142715667.000000 
76, 1833292.000000, 26.845301, 144548959.000000 
77, 2131357.000000, 19.641872, 146680316.000000 
78, 2221772.000000, 15.208389, 148902089.000000 
79, 1757269.000000, 33.643707, 150659358.000000 
80, 1097384.000000, 3.689782, 151756743.000000 
81, 1899678.000000, 14.599073, 153656421.000000 
82, 1765917.000000, 31.945738, 155422338.000000 
83, 2074174.000000, 26.665834, 157496513.000000 
84, 1856737.000000, 53.372955, 159353250.000000 
85, 1960375.000000, 19.793083, 161313625.000000 
86, 1805439.000000, 15.688950, 163119064.000000 
87, 1664596.000000, 46.871422, 164783661.000000 
88, 2016777.000000, 5.655378, 166800438.000000 
89, 1726981.000000, 21.419233, 168527419.000000 
90, 2160783.000000, 34.487656, 170688203.000000 
91, 1850331.000000, 18.719463, 172538535.000000 
92, 1724203.000000, 30.011387, 174262738.000000 
93, 1743756.000000, 33.074150, 176006494.000000 
94, 2163056.000000, 26.227688, 178169550.000000 
95, 2023343.000000, 10.748975, 180192893.000000 
96, 1704964.000000, 14.056778, 181897857.000000 
97, 1673407.000000, 10.501097, 183571264.000000 
98, 1718799.000000, 37.551838, 185290063.000000 
99, 1815655.000000, 16.031744, 187105718.000000 
100, 2101772.000000, 16.314493, 189207490.000000 
