id, querying time, distance, total
1, 659605.000000, 6.812836, 659605.000000 
2, 570547.000000, 1.293658, 1230152.000000 
3, 617898.000000, 0.411729, 1848050.000000 
4, 653653.000000, 0.550013, 2501704.000000 
5, 698819.000000, 1.692372, 3200523.000000 
6, 643033.000000, 0.407790, 3843557.000000 
7, 555695.000000, 0.085353, 4399252.000000 
8, 634009.000000, 0.611919, 5033261.000000 
9, 640165.000000, 0.404469, 5673427.000000 
10, 1182493.000000, 11.225079, 6855920.000000 
11, 682918.000000, 0.301291, 7538838.000000 
12, 692707.000000, 0.482694, 8231546.000000 
13, 580286.000000, 0.419714, 8811832.000000 
14, 596807.000000, 0.116234, 9408639.000000 
15, 612502.000000, 0.239017, 10021141.000000 
16, 657652.000000, 0.688139, 10678793.000000 
17, 583248.000000, 0.058809, 11262041.000000 
18, 610380.000000, 0.097089, 11872421.000000 
19, 635250.000000, 0.207114, 12507671.000000 
20, 616382.000000, 0.282896, 13124053.000000 
21, 619387.000000, 0.156645, 13743440.000000 
22, 724766.000000, 0.741146, 14468206.000000 
23, 625012.000000, 0.352708, 15093218.000000 
24, 738419.000000, 1.122522, 15831637.000000 
25, 677691.000000, 0.432175, 16509328.000000 
26, 642598.000000, 0.221304, 17151926.000000 
27, 555513.000000, 0.084105, 17707439.000000 
28, 792521.000000, 1.657799, 18499960.000000 
29, 1055062.000000, 4.344620, 19555022.000000 
30, 565063.000000, 0.030166, 20120086.000000 
31, 590198.000000, 0.444459, 20710284.000000 
32, 556197.000000, 0.065979, 21266483.000000 
33, 1120471.000000, 7.456873, 22386954.000000 
34, 1042684.000000, 6.675062, 23429638.000000 
35, 1319516.000000, 19.574961, 24749154.000000 
36, 1419620.000000, 50.720058, 26168774.000000 
37, 917635.000000, 2.278940, 27086410.000000 
38, 570641.000000, 0.076086, 27657051.000000 
39, 1114325.000000, 7.284219, 28771376.000000 
40, 1310511.000000, 13.494014, 30081888.000000 
41, 1093783.000000, 11.107239, 31175671.000000 
42, 1149521.000000, 19.458870, 32325192.000000 
43, 999046.000000, 3.046427, 33324238.000000 
44, 1512616.000000, 20.708460, 34836854.000000 
45, 1800802.000000, 65.596886, 36637656.000000 
46, 931735.000000, 2.630240, 37569391.000000 
47, 1145410.000000, 25.690855, 38714801.000000 
48, 1395191.000000, 38.425365, 40109993.000000 
49, 1526238.000000, 19.707485, 41636231.000000 
50, 599224.000000, 0.100652, 42235455.000000 
51, 622150.000000, 0.449931, 42857607.000000 
52, 1669827.000000, 76.974663, 44527434.000000 
53, 1242436.000000, 8.176500, 45769871.000000 
54, 1101184.000000, 5.674869, 46871055.000000 
55, 1091869.000000, 6.198097, 47962924.000000 
56, 882048.000000, 1.668708, 48844972.000000 
57, 1576775.000000, 35.289162, 50421747.000000 
58, 834715.000000, 1.732330, 51256462.000000 
59, 794597.000000, 1.016669, 52051059.000000 
60, 958102.000000, 3.944222, 53009161.000000 
61, 799667.000000, 1.760644, 53808828.000000 
62, 882116.000000, 1.756439, 54690944.000000 
63, 817101.000000, 1.503453, 55508045.000000 
64, 1064933.000000, 14.735039, 56572978.000000 
65, 806292.000000, 1.707566, 57379270.000000 
66, 685972.000000, 0.569092, 58065242.000000 
67, 939023.000000, 2.492810, 59004265.000000 
68, 741181.000000, 0.746764, 59745446.000000 
69, 823686.000000, 2.608680, 60569132.000000 
70, 1440644.000000, 16.098381, 62009776.000000 
71, 1666098.000000, 53.757431, 63675874.000000 
72, 1159638.000000, 7.897617, 64835512.000000 
73, 571420.000000, 0.065583, 65406932.000000 
74, 1578379.000000, 39.544777, 66985311.000000 
75, 1785910.000000, 40.680130, 68771221.000000 
76, 701222.000000, 0.347430, 69472444.000000 
77, 1058169.000000, 3.737465, 70530613.000000 
78, 1054990.000000, 5.638676, 71585603.000000 
79, 743876.000000, 0.820888, 72329479.000000 
80, 1090439.000000, 7.607755, 73419918.000000 
81, 802350.000000, 0.643210, 74222269.000000 
82, 581642.000000, 0.099120, 74803911.000000 
83, 669395.000000, 0.437020, 75473306.000000 
84, 917618.000000, 2.153983, 76390924.000000 
85, 1112311.000000, 9.188796, 77503235.000000 
86, 696900.000000, 0.608998, 78200135.000000 
87, 1014098.000000, 4.412048, 79214233.000000 
88, 593944.000000, 0.263394, 79808177.000000 
89, 1034210.000000, 4.669997, 80842387.000000 
90, 726234.000000, 0.724051, 81568621.000000 
91, 897085.000000, 2.706957, 82465707.000000 
92, 1506394.000000, 36.369160, 83972102.000000 
93, 751814.000000, 0.399778, 84723916.000000 
94, 935751.000000, 2.561802, 85659667.000000 
95, 764654.000000, 1.317422, 86424321.000000 
96, 563230.000000, 0.059724, 86987551.000000 
97, 570004.000000, 0.000433, 87557555.000000 
98, 632926.000000, 0.025810, 88190481.000000 
99, 960200.000000, 4.162961, 89150681.000000 
100, 1229698.000000, 14.503010, 90380379.000000 
