id, querying time, distance, total
1, 476225.000000, 0.000000, 476225.000000 
2, 968000.000000, 0.003883, 1444225.000000 
3, 1037929.000000, 0.015523, 2482154.000000 
4, 1076467.000000, 0.034906, 3558621.000000 
5, 1070142.000000, 0.062013, 4628763.000000 
6, 1076695.000000, 0.096824, 5705458.000000 
7, 962270.000000, 0.139316, 6667728.000000 
8, 1064899.000000, 0.189462, 7732627.000000 
9, 1045460.000000, 0.247234, 8778087.000000 
10, 1079779.000000, 0.312600, 9857866.000000 
11, 991141.000000, 0.385527, 10849007.000000 
12, 949996.000000, 0.465978, 11799003.000000 
13, 959266.000000, 0.553913, 12758269.000000 
14, 1082044.000000, 0.649291, 13840313.000000 
15, 1070095.000000, 0.752068, 14910408.000000 
16, 1067176.000000, 0.862197, 15977584.000000 
17, 1062362.000000, 0.979630, 17039946.000000 
18, 957521.000000, 1.104315, 17997467.000000 
19, 974616.000000, 1.236198, 18972083.000000 
20, 1067669.000000, 1.375224, 20039752.000000 
21, 1004400.000000, 1.521335, 21044152.000000 
22, 1076746.000000, 1.674471, 22120898.000000 
23, 1068127.000000, 1.834570, 23189025.000000 
24, 1074431.000000, 2.001568, 24263456.000000 
25, 965615.000000, 2.175399, 25229071.000000 
26, 1082867.000000, 2.355994, 26311938.000000 
27, 1070516.000000, 2.543284, 27382454.000000 
28, 1075192.000000, 2.737198, 28457646.000000 
29, 1079244.000000, 2.937662, 29536891.000000 
30, 1070660.000000, 3.144603, 30607551.000000 
31, 1067812.000000, 3.357941, 31675363.000000 
32, 1075889.000000, 3.577602, 32751252.000000 
33, 1089595.000000, 3.803504, 33840847.000000 
34, 1071588.000000, 4.035569, 34912435.000000 
35, 980921.000000, 4.273713, 35893356.000000 
36, 1070571.000000, 4.517853, 36963928.000000 
37, 1072751.000000, 4.767905, 38036680.000000 
38, 1081215.000000, 5.023783, 39117895.000000 
39, 1071629.000000, 5.285402, 40189524.000000 
40, 1076286.000000, 5.552672, 41265810.000000 
41, 1065452.000000, 5.825510, 42331263.000000 
42, 1075943.000000, 6.103819, 43407206.000000 
43, 1069821.000000, 6.387516, 44477027.000000 
44, 952487.000000, 6.676507, 45429515.000000 
45, 947220.000000, 6.970702, 46376735.000000 
46, 1064010.000000, 7.270008, 47440746.000000 
47, 1062880.000000, 7.574333, 48503627.000000 
48, 958949.000000, 7.883585, 49462576.000000 
49, 967415.000000, 8.197671, 50429991.000000 
50, 1081502.000000, 8.516496, 51511493.000000 
51, 960172.000000, 8.839969, 52471665.000000 
52, 1035517.000000, 9.167991, 53507182.000000 
53, 1060529.000000, 9.500475, 54567711.000000 
54, 1046875.000000, 9.837320, 55614586.000000 
55, 1061022.000000, 10.178436, 56675608.000000 
56, 1073687.000000, 10.523727, 57749295.000000 
57, 971375.000000, 10.873100, 58720670.000000 
58, 1058255.000000, 11.226462, 59778925.000000 
59, 1055333.000000, 11.583717, 60834259.000000 
60, 1055795.000000, 11.944775, 61890054.000000 
61, 953653.000000, 12.309533, 62843707.000000 
62, 1051090.000000, 12.677910, 63894797.000000 
63, 1046869.000000, 13.049809, 64941666.000000 
64, 1034839.000000, 13.425132, 65976505.000000 
65, 1052451.000000, 13.803796, 67028956.000000 
66, 1042243.000000, 14.185703, 68071200.000000 
67, 1050547.000000, 14.570767, 69121747.000000 
68, 1033186.000000, 14.958896, 70154933.000000 
69, 930013.000000, 15.349999, 71084946.000000 
70, 1029290.000000, 15.743988, 72114236.000000 
71, 1022033.000000, 16.140778, 73136269.000000 
72, 1002426.000000, 16.540277, 74138695.000000 
73, 996193.000000, 16.942396, 75134888.000000 
74, 1024223.000000, 17.347054, 76159111.000000 
75, 949738.000000, 17.754164, 77108849.000000 
76, 1003755.000000, 18.163643, 78112604.000000 
77, 933064.000000, 18.575403, 79045668.000000 
78, 991430.000000, 18.989363, 80037098.000000 
79, 972816.000000, 19.405441, 81009914.000000 
80, 966592.000000, 19.823559, 81976506.000000 
81, 964536.000000, 20.243639, 82941042.000000 
82, 933147.000000, 20.665590, 83874189.000000 
83, 1004249.000000, 21.089342, 84878439.000000 
84, 939070.000000, 21.514818, 85817510.000000 
85, 897134.000000, 21.941940, 86714644.000000 
86, 891479.000000, 22.370634, 87606124.000000 
87, 906543.000000, 22.800825, 88512667.000000 
88, 967788.000000, 23.232439, 89480455.000000 
89, 889693.000000, 23.665401, 90370148.000000 
90, 890199.000000, 24.099648, 91260347.000000 
91, 871757.000000, 24.535105, 92132104.000000 
92, 868000.000000, 24.971701, 93000104.000000 
93, 843667.000000, 25.409365, 93843771.000000 
94, 854162.000000, 25.848042, 94697933.000000 
95, 840378.000000, 26.287655, 95538311.000000 
96, 859776.000000, 26.728146, 96398087.000000 
97, 839710.000000, 27.169447, 97237797.000000 
98, 825784.000000, 27.611498, 98063581.000000 
99, 824261.000000, 28.054234, 98887842.000000 
100, 886232.000000, 28.497601, 99774074.000000 
