id, querying time, distance, total
1, 568179.000000, 62.247364, 568179.000000 
2, 456327.000000, 5.631338, 1024506.000000 
3, 439374.000000, 29.198051, 1463880.000000 
4, 427503.000000, 3.371730, 1891384.000000 
5, 481183.000000, 6.185990, 2372567.000000 
6, 707860.000000, 107.154762, 3080427.000000 
7, 485741.000000, 13.997404, 3566168.000000 
8, 276800.000000, 24.051296, 3842968.000000 
9, 290127.000000, 0.000000, 4133095.000000 
10, 416285.000000, 38.112732, 4549381.000000 
11, 372485.000000, 2.832206, 4921866.000000 
12, 610567.000000, 49.776207, 5532433.000000 
13, 176417.000000, 0.506250, 5708850.000000 
14, 514632.000000, 2.831873, 6223482.000000 
15, 380069.000000, 3.081249, 6603551.000000 
16, 241228.000000, 7.334002, 6844779.000000 
17, 275438.000000, 0.348326, 7120217.000000 
18, 303286.000000, 0.502818, 7423503.000000 
19, 677186.000000, 124.780502, 8100689.000000 
20, 178027.000000, 0.978197, 8278716.000000 
21, 252151.000000, 0.821146, 8530867.000000 
22, 302508.000000, 0.470098, 8833375.000000 
23, 310917.000000, 2.395939, 9144292.000000 
24, 829798.000000, 218.710754, 9974090.000000 
25, 456592.000000, 6.422733, 10430682.000000 
26, 440595.000000, 1.705613, 10871278.000000 
27, 475597.000000, 0.499470, 11346875.000000 
28, 791945.000000, 165.894653, 12138820.000000 
29, 737274.000000, 191.295502, 12876094.000000 
30, 339341.000000, 6.114903, 13215435.000000 
31, 524608.000000, 46.039608, 13740043.000000 
32, 552582.000000, 10.488314, 14292625.000000 
33, 509450.000000, 2.247051, 14802075.000000 
34, 240776.000000, 1.354160, 15042851.000000 
35, 499055.000000, 1.680820, 15541906.000000 
36, 249718.000000, 0.870312, 15791624.000000 
37, 270852.000000, 6.212248, 16062476.000000 
38, 284171.000000, 2.277662, 16346647.000000 
39, 460565.000000, 3.187462, 16807212.000000 
40, 323090.000000, 0.342386, 17130302.000000 
41, 441948.000000, 5.754169, 17572250.000000 
42, 483919.000000, 16.473316, 18056169.000000 
43, 515679.000000, 23.576351, 18571848.000000 
44, 288139.000000, 0.381663, 18859987.000000 
45, 255847.000000, 1.148154, 19115834.000000 
46, 316800.000000, 0.254297, 19432634.000000 
47, 495045.000000, 9.277637, 19927680.000000 
48, 658358.000000, 76.521469, 20586039.000000 
49, 298928.000000, 1.077951, 20884967.000000 
50, 481983.000000, 0.484307, 21366950.000000 
51, 799158.000000, 164.311386, 22166108.000000 
52, 448119.000000, 70.845047, 22614228.000000 
53, 297057.000000, 1.979427, 22911285.000000 
54, 256083.000000, 0.209112, 23167368.000000 
55, 556989.000000, 10.719604, 23724357.000000 
56, 697319.000000, 84.853859, 24421676.000000 
57, 395294.000000, 1.683931, 24816970.000000 
58, 485606.000000, 0.572744, 25302576.000000 
59, 771516.000000, 169.894394, 26074092.000000 
60, 707066.000000, 136.214310, 26781158.000000 
61, 231705.000000, 1.332065, 27012863.000000 
62, 544300.000000, 74.293152, 27557163.000000 
63, 177138.000000, 2.418155, 27734301.000000 
64, 633199.000000, 7.776399, 28367500.000000 
65, 553880.000000, 97.510429, 28921380.000000 
66, 224648.000000, 0.191052, 29146028.000000 
67, 280306.000000, 0.536909, 29426334.000000 
68, 270284.000000, 0.634296, 29696618.000000 
69, 237546.000000, 2.675025, 29934164.000000 
70, 704725.000000, 91.622925, 30638889.000000 
71, 289734.000000, 3.527563, 30928623.000000 
72, 868451.000000, 255.996048, 31797074.000000 
73, 487894.000000, 5.548815, 32284968.000000 
74, 471226.000000, 1.900783, 32756194.000000 
75, 223541.000000, 1.533096, 32979735.000000 
76, 242726.000000, 0.105561, 33222461.000000 
77, 705461.000000, 64.466240, 33927922.000000 
78, 475944.000000, 47.349865, 34403866.000000 
79, 298380.000000, 1.775454, 34702246.000000 
80, 481050.000000, 0.130836, 35183296.000000 
81, 509941.000000, 0.695343, 35693237.000000 
82, 287814.000000, 0.371073, 35981051.000000 
83, 469348.000000, 6.196164, 36450399.000000 
84, 471736.000000, 0.568128, 36922135.000000 
85, 348921.000000, 0.541466, 37271056.000000 
86, 820487.000000, 228.503952, 38091543.000000 
87, 482056.000000, 2.143254, 38573599.000000 
88, 676549.000000, 150.657227, 39250148.000000 
89, 588832.000000, 36.977669, 39838981.000000 
90, 723354.000000, 107.609291, 40562336.000000 
91, 430975.000000, 32.978249, 40993311.000000 
92, 592025.000000, 7.657548, 41585337.000000 
93, 846237.000000, 113.955917, 42431575.000000 
94, 485032.000000, 5.180177, 42916607.000000 
95, 695687.000000, 117.204292, 43612294.000000 
96, 533646.000000, 0.126821, 44145940.000000 
97, 297345.000000, 0.996606, 44443286.000000 
98, 372850.000000, 0.201664, 44816136.000000 
99, 495004.000000, 0.560068, 45311141.000000 
100, 484176.000000, 0.165004, 45795317.000000 
