id, querying time, distance, total
1, 1092452.000000, 197.435623, 1092452.000000 
2, 716076.000000, 104.374077, 1808528.000000 
3, 719864.000000, 180.244370, 2528392.000000 
4, 706039.000000, 197.705109, 3234432.000000 
5, 692836.000000, 143.106445, 3927268.000000 
6, 785324.000000, 252.393982, 4712592.000000 
7, 732135.000000, 161.773712, 5444727.000000 
8, 764055.000000, 255.999405, 6208782.000000 
9, 734729.000000, 226.760895, 6943511.000000 
10, 657898.000000, 149.130676, 7601409.000000 
11, 731336.000000, 177.441116, 8332745.000000 
12, 652470.000000, 25.845432, 8985215.000000 
13, 762875.000000, 255.999283, 9748091.000000 
14, 726549.000000, 226.074783, 10474641.000000 
15, 703300.000000, 169.612091, 11177941.000000 
16, 654370.000000, 196.722839, 11832312.000000 
17, 660314.000000, 250.125244, 12492626.000000 
18, 668452.000000, 180.750031, 13161078.000000 
19, 709071.000000, 255.998093, 13870149.000000 
20, 750894.000000, 226.219086, 14621043.000000 
21, 682627.000000, 191.079590, 15303671.000000 
22, 737113.000000, 183.750427, 16040785.000000 
23, 691428.000000, 191.238388, 16732213.000000 
24, 657366.000000, 169.300964, 17389579.000000 
25, 707763.000000, 147.730011, 18097342.000000 
26, 704356.000000, 88.271461, 18801699.000000 
27, 723392.000000, 237.982208, 19525091.000000 
28, 707605.000000, 162.195755, 20232696.000000 
29, 732420.000000, 173.879730, 20965116.000000 
30, 726767.000000, 219.060074, 21691883.000000 
31, 682000.000000, 174.843033, 22373883.000000 
32, 700392.000000, 255.998871, 23074275.000000 
33, 719693.000000, 230.416168, 23793968.000000 
34, 724535.000000, 255.999161, 24518503.000000 
35, 659068.000000, 136.511719, 25177571.000000 
36, 726233.000000, 211.081299, 25903804.000000 
37, 675866.000000, 154.440598, 26579671.000000 
38, 676232.000000, 178.396225, 27255903.000000 
39, 688089.000000, 123.541122, 27943993.000000 
40, 723732.000000, 202.385406, 28667725.000000 
41, 646614.000000, 172.721237, 29314339.000000 
42, 700690.000000, 239.335861, 30015029.000000 
43, 660560.000000, 187.490845, 30675589.000000 
44, 738964.000000, 216.625839, 31414553.000000 
45, 756722.000000, 253.178970, 32171275.000000 
46, 711966.000000, 204.300842, 32883241.000000 
47, 728747.000000, 255.997635, 33611988.000000 
48, 687419.000000, 167.752945, 34299407.000000 
49, 715547.000000, 133.815720, 35014954.000000 
50, 644418.000000, 187.660049, 35659372.000000 
51, 713223.000000, 198.576447, 36372595.000000 
52, 686894.000000, 130.333786, 37059490.000000 
53, 662543.000000, 163.139114, 37722033.000000 
54, 669138.000000, 165.903519, 38391171.000000 
55, 725366.000000, 218.450806, 39116538.000000 
56, 664386.000000, 165.466110, 39780924.000000 
57, 678523.000000, 169.437164, 40459447.000000 
58, 652117.000000, 156.284103, 41111565.000000 
59, 626566.000000, 62.225811, 41738131.000000 
60, 685164.000000, 193.379776, 42423296.000000 
61, 752679.000000, 193.958145, 43175975.000000 
62, 744480.000000, 214.270859, 43920455.000000 
63, 668558.000000, 225.187195, 44589014.000000 
64, 650321.000000, 155.138031, 45239335.000000 
65, 732545.000000, 255.996643, 45971880.000000 
66, 654837.000000, 78.389557, 46626717.000000 
67, 702762.000000, 113.621582, 47329479.000000 
68, 673904.000000, 197.245026, 48003383.000000 
69, 703048.000000, 169.189651, 48706431.000000 
70, 756151.000000, 252.332535, 49462582.000000 
71, 637797.000000, 122.196747, 50100379.000000 
72, 651574.000000, 204.020828, 50751953.000000 
73, 693545.000000, 166.732544, 51445498.000000 
74, 702762.000000, 213.671936, 52148260.000000 
75, 699830.000000, 204.895477, 52848090.000000 
76, 688523.000000, 224.813202, 53536613.000000 
77, 676684.000000, 160.445099, 54213297.000000 
78, 738977.000000, 255.173950, 54952274.000000 
79, 714939.000000, 255.994995, 55667214.000000 
80, 699067.000000, 222.960693, 56366281.000000 
81, 686567.000000, 165.161011, 57052848.000000 
82, 694024.000000, 157.736328, 57746872.000000 
83, 648052.000000, 157.202652, 58394924.000000 
84, 695179.000000, 114.264786, 59090103.000000 
85, 710070.000000, 255.997940, 59800173.000000 
86, 705874.000000, 96.261658, 60506047.000000 
87, 672738.000000, 87.215500, 61178785.000000 
88, 679328.000000, 164.579041, 61858114.000000 
89, 712088.000000, 212.936539, 62570202.000000 
90, 817785.000000, 255.999847, 63387987.000000 
91, 736819.000000, 255.999100, 64124806.000000 
92, 721345.000000, 107.074539, 64846151.000000 
93, 790227.000000, 255.998810, 65636378.000000 
94, 723679.000000, 221.816971, 66360058.000000 
95, 665007.000000, 142.002350, 67025065.000000 
96, 820051.000000, 170.746002, 67845116.000000 
97, 728494.000000, 209.089691, 68573610.000000 
98, 663774.000000, 151.904068, 69237384.000000 
99, 677423.000000, 156.577347, 69914807.000000 
100, 779954.000000, 225.839310, 70694761.000000 
