id, querying time, distance, total
1, 1142706.000000, 100000002004087734272.000000, 1142706.000000 
2, 1191026.000000, 100000002004087734272.000000, 2333732.000000 
3, 929585.000000, 100000002004087734272.000000, 3263318.000000 
4, 902772.000000, 100000002004087734272.000000, 4166090.000000 
5, 1243385.000000, 100000002004087734272.000000, 5409475.000000 
6, 583533.000000, 100000002004087734272.000000, 5993008.000000 
7, 1223461.000000, 100000002004087734272.000000, 7216469.000000 
8, 1225380.000000, 100000002004087734272.000000, 8441850.000000 
9, 613749.000000, 100000002004087734272.000000, 9055599.000000 
10, 1174004.000000, 100000002004087734272.000000, 10229603.000000 
11, 1287283.000000, 100000002004087734272.000000, 11516886.000000 
12, 577179.000000, 100000002004087734272.000000, 12094065.000000 
13, 1078424.000000, 100000002004087734272.000000, 13172490.000000 
14, 1063153.000000, 100000002004087734272.000000, 14235643.000000 
15, 707212.000000, 100000002004087734272.000000, 14942855.000000 
16, 1163439.000000, 100000002004087734272.000000, 16106294.000000 
17, 1202126.000000, 100000002004087734272.000000, 17308420.000000 
18, 986922.000000, 100000002004087734272.000000, 18295342.000000 
19, 1290958.000000, 100000002004087734272.000000, 19586300.000000 
20, 1250684.000000, 100000002004087734272.000000, 20836984.000000 
21, 1070680.000000, 100000002004087734272.000000, 21907664.000000 
22, 729225.000000, 100000002004087734272.000000, 22636889.000000 
23, 633057.000000, 100000002004087734272.000000, 23269946.000000 
24, 1239833.000000, 100000002004087734272.000000, 24509779.000000 
25, 1073183.000000, 100000002004087734272.000000, 25582962.000000 
26, 1184461.000000, 100000002004087734272.000000, 26767423.000000 
27, 710564.000000, 100000002004087734272.000000, 27477988.000000 
28, 1071673.000000, 100000002004087734272.000000, 28549661.000000 
29, 623028.000000, 100000002004087734272.000000, 29172689.000000 
30, 1200807.000000, 100000002004087734272.000000, 30373496.000000 
31, 627920.000000, 100000002004087734272.000000, 31001416.000000 
32, 1209456.000000, 100000002004087734272.000000, 32210873.000000 
33, 612544.000000, 100000002004087734272.000000, 32823417.000000 
34, 1340773.000000, 41985075806998626304.000000, 34164190.000000 
35, 1330102.000000, 100000002004087734272.000000, 35494292.000000 
36, 1134343.000000, 100000002004087734272.000000, 36628635.000000 
37, 1093189.000000, 100000002004087734272.000000, 37721825.000000 
38, 742214.000000, 100000002004087734272.000000, 38464039.000000 
39, 1258424.000000, 100000002004087734272.000000, 39722463.000000 
40, 1039245.000000, 100000002004087734272.000000, 40761708.000000 
41, 710556.000000, 100000002004087734272.000000, 41472265.000000 
42, 560633.000000, 100000002004087734272.000000, 42032898.000000 
43, 1095074.000000, 100000002004087734272.000000, 43127973.000000 
44, 586857.000000, 100000002004087734272.000000, 43714830.000000 
45, 566831.000000, 100000002004087734272.000000, 44281661.000000 
46, 1108871.000000, 100000002004087734272.000000, 45390532.000000 
47, 611615.000000, 100000002004087734272.000000, 46002147.000000 
48, 1056409.000000, 100000002004087734272.000000, 47058556.000000 
49, 693294.000000, 100000002004087734272.000000, 47751850.000000 
50, 617973.000000, 100000002004087734272.000000, 48369823.000000 
51, 1496967.000000, 100000002004087734272.000000, 49866790.000000 
52, 1026825.000000, 100000002004087734272.000000, 50893615.000000 
53, 769190.000000, 100000002004087734272.000000, 51662805.000000 
54, 572718.000000, 100000002004087734272.000000, 52235524.000000 
55, 630292.000000, 100000002004087734272.000000, 52865816.000000 
56, 1416387.000000, 100000002004087734272.000000, 54282204.000000 
57, 1199207.000000, 100000002004087734272.000000, 55481411.000000 
