id, querying time, distance, total
1, 1399867.000000, 78.210190, 1399868.000000 
2, 1425632.000000, 206.411499, 2825500.000000 
3, 1216238.000000, 171.566620, 4041738.000000 
4, 1489799.000000, 256.000031, 5531537.000000 
5, 1193391.000000, 155.947861, 6724928.000000 
6, 1162977.000000, 121.478043, 7887905.000000 
7, 1192819.000000, 182.873856, 9080725.000000 
8, 583942.000000, 9.063293, 9664667.000000 
9, 1488984.000000, 219.588623, 11153651.000000 
10, 1192182.000000, 185.919189, 12345833.000000 
11, 1151048.000000, 128.844208, 13496881.000000 
12, 1425867.000000, 237.750717, 14922748.000000 
13, 1058514.000000, 141.374176, 15981262.000000 
14, 1259810.000000, 219.835876, 17241072.000000 
15, 1288469.000000, 205.275497, 18529542.000000 
16, 950528.000000, 43.800823, 19480070.000000 
17, 1120441.000000, 149.911179, 20600512.000000 
18, 1178742.000000, 138.869049, 21779254.000000 
19, 1137325.000000, 144.602417, 22916579.000000 
20, 1172688.000000, 162.322830, 24089267.000000 
21, 1187170.000000, 169.900986, 25276437.000000 
22, 1151279.000000, 86.938255, 26427716.000000 
23, 1256788.000000, 183.295746, 27684504.000000 
24, 1536725.000000, 194.510422, 29221230.000000 
25, 1129401.000000, 100.896454, 30350631.000000 
26, 1012318.000000, 19.359430, 31362950.000000 
27, 1484632.000000, 233.221298, 32847582.000000 
28, 1436198.000000, 218.898773, 34283780.000000 
29, 1185837.000000, 185.422882, 35469618.000000 
30, 1329718.000000, 205.612701, 36799337.000000 
31, 1044395.000000, 76.868340, 37843732.000000 
32, 1221773.000000, 145.756668, 39065505.000000 
33, 1381552.000000, 191.364471, 40447057.000000 
34, 1127624.000000, 181.738907, 41574681.000000 
35, 1354217.000000, 222.015717, 42928899.000000 
36, 1506220.000000, 256.000000, 44435119.000000 
37, 1349692.000000, 235.551422, 45784811.000000 
38, 1119697.000000, 183.872894, 46904508.000000 
39, 1265952.000000, 139.074951, 48170460.000000 
40, 1199237.000000, 163.390503, 49369698.000000 
41, 1212668.000000, 219.444733, 50582366.000000 
42, 1420673.000000, 195.208649, 52003039.000000 
43, 1411715.000000, 251.223862, 53414754.000000 
44, 1227919.000000, 148.668640, 54642674.000000 
45, 1406028.000000, 224.020676, 56048702.000000 
46, 822591.000000, 14.172218, 56871293.000000 
47, 1128114.000000, 146.828552, 57999408.000000 
48, 1373596.000000, 135.984467, 59373004.000000 
49, 661202.000000, 7.577721, 60034206.000000 
50, 1338650.000000, 154.366516, 61372856.000000 
51, 1396364.000000, 209.330185, 62769220.000000 
52, 1202164.000000, 228.220291, 63971385.000000 
53, 1066708.000000, 42.682655, 65038093.000000 
54, 1004937.000000, 53.091843, 66043030.000000 
55, 1281595.000000, 164.936325, 67324625.000000 
56, 1186172.000000, 112.443352, 68510798.000000 
57, 1482097.000000, 209.344849, 69992896.000000 
58, 1496058.000000, 221.661057, 71488954.000000 
59, 1445296.000000, 235.491791, 72934250.000000 
60, 1404546.000000, 219.648041, 74338796.000000 
61, 1169811.000000, 186.904816, 75508607.000000 
62, 1436761.000000, 110.051056, 76945368.000000 
63, 1157837.000000, 98.450073, 78103206.000000 
64, 1414305.000000, 256.000031, 79517511.000000 
65, 1220512.000000, 199.316620, 80738023.000000 
66, 1473313.000000, 256.000000, 82211336.000000 
67, 1150444.000000, 138.762268, 83361780.000000 
68, 1108747.000000, 44.971046, 84470527.000000 
69, 1221945.000000, 144.827667, 85692472.000000 
70, 1166100.000000, 185.669006, 86858572.000000 
71, 1359749.000000, 235.142471, 88218321.000000 
72, 1249809.000000, 133.235641, 89468130.000000 
73, 1250399.000000, 216.457794, 90718529.000000 
74, 1312984.000000, 210.388535, 92031513.000000 
75, 1492979.000000, 233.561432, 93524492.000000 
76, 1223935.000000, 197.790421, 94748427.000000 
77, 1450184.000000, 254.194427, 96198612.000000 
78, 1323479.000000, 197.448288, 97522091.000000 
79, 1457040.000000, 238.223801, 98979131.000000 
80, 1193321.000000, 181.976135, 100172452.000000 
81, 1431782.000000, 256.000000, 101604234.000000 
82, 1487691.000000, 248.706238, 103091926.000000 
83, 1524122.000000, 229.125763, 104616048.000000 
84, 1517642.000000, 250.264130, 106133690.000000 
85, 1472530.000000, 249.717285, 107606221.000000 
86, 762531.000000, 9.407943, 108368752.000000 
87, 1425888.000000, 224.809006, 109794640.000000 
88, 1338013.000000, 128.962036, 111132653.000000 
89, 1220709.000000, 117.036362, 112353362.000000 
90, 1241592.000000, 180.760208, 113594954.000000 
91, 1314124.000000, 177.210205, 114909078.000000 
92, 1332753.000000, 175.279144, 116241831.000000 
93, 1403157.000000, 164.570831, 117644989.000000 
94, 1400448.000000, 117.975082, 119045437.000000 
95, 618974.000000, 22.668812, 119664411.000000 
96, 1526958.000000, 248.308578, 121191369.000000 
97, 1495360.000000, 219.215881, 122686729.000000 
98, 1258322.000000, 199.127686, 123945051.000000 
99, 1465981.000000, 256.000031, 125411032.000000 
100, 1497329.000000, 256.000000, 126908361.000000 
