id, querying time, distance, total
1, 184861.000000, 158.258011, 184861.000000 
2, 147847.000000, 181.711288, 332708.000000 
3, 117689.000000, 85.829346, 450397.000000 
4, 139858.000000, 101.962402, 590255.000000 
5, 127524.000000, 147.802338, 717779.000000 
6, 154218.000000, 183.378067, 871997.000000 
7, 107675.000000, 91.945007, 979672.000000 
8, 125379.000000, 135.380249, 1105052.000000 
9, 145473.000000, 93.383339, 1250525.000000 
10, 93026.000000, 143.090027, 1343551.000000 
11, 133985.000000, 53.414455, 1477536.000000 
12, 76574.000000, 44.603924, 1554110.000000 
13, 129932.000000, 146.280670, 1684042.000000 
14, 131468.000000, 116.066116, 1815510.000000 
15, 109525.000000, 92.917755, 1925035.000000 
16, 140810.000000, 111.920464, 2065845.000000 
17, 152553.000000, 194.605789, 2218398.000000 
18, 140549.000000, 111.665497, 2358947.000000 
19, 112052.000000, 100.937386, 2470999.000000 
20, 122289.000000, 100.603912, 2593288.000000 
21, 116294.000000, 66.711548, 2709582.000000 
22, 133809.000000, 80.351357, 2843391.000000 
23, 143584.000000, 147.360214, 2986975.000000 
24, 115616.000000, 91.316200, 3102591.000000 
25, 111876.000000, 52.865437, 3214467.000000 
26, 83108.000000, 34.020420, 3297575.000000 
27, 113773.000000, 31.527184, 3411348.000000 
28, 130368.000000, 75.281052, 3541716.000000 
29, 126771.000000, 81.051620, 3668487.000000 
30, 107543.000000, 127.326126, 3776031.000000 
31, 121230.000000, 63.163536, 3897261.000000 
32, 124555.000000, 113.241669, 4021816.000000 
33, 143864.000000, 68.065422, 4165680.000000 
34, 144336.000000, 144.007919, 4310017.000000 
35, 143984.000000, 114.220673, 4454001.000000 
36, 122668.000000, 132.838913, 4576669.000000 
37, 128826.000000, 147.053467, 4705495.000000 
38, 112795.000000, 76.447426, 4818290.000000 
39, 149081.000000, 70.421349, 4967371.000000 
40, 78391.000000, 21.959927, 5045763.000000 
41, 151757.000000, 161.175446, 5197521.000000 
42, 115257.000000, 75.852371, 5312778.000000 
43, 77744.000000, 41.097660, 5390522.000000 
44, 152083.000000, 125.284981, 5542605.000000 
45, 132667.000000, 117.264275, 5675273.000000 
46, 125806.000000, 131.785400, 5801079.000000 
47, 87834.000000, 59.948273, 5888913.000000 
48, 76342.000000, 22.664766, 5965255.000000 
49, 150947.000000, 148.833740, 6116202.000000 
50, 140379.000000, 162.269165, 6256581.000000 
51, 116008.000000, 112.801476, 6372590.000000 
52, 108559.000000, 71.750328, 6481150.000000 
53, 147518.000000, 98.650528, 6628668.000000 
54, 144655.000000, 153.105713, 6773323.000000 
55, 129285.000000, 109.409790, 6902608.000000 
56, 102722.000000, 88.899483, 7005330.000000 
57, 108309.000000, 117.356651, 7113639.000000 
58, 112316.000000, 126.888107, 7225955.000000 
59, 133989.000000, 122.851662, 7359944.000000 
60, 108549.000000, 67.306450, 7468493.000000 
61, 140860.000000, 68.445503, 7609353.000000 
62, 93663.000000, 122.627609, 7703016.000000 
63, 106821.000000, 57.757580, 7809837.000000 
64, 152778.000000, 164.587082, 7962617.000000 
65, 126320.000000, 177.359726, 8088937.000000 
66, 128431.000000, 145.503998, 8217368.000000 
67, 86373.000000, 68.306519, 8303741.000000 
68, 111367.000000, 130.172729, 8415109.000000 
69, 96102.000000, 98.873627, 8511212.000000 
70, 147682.000000, 93.603302, 8658894.000000 
71, 143784.000000, 226.853302, 8802678.000000 
72, 153458.000000, 163.768860, 8956136.000000 
73, 77698.000000, 36.114483, 9033834.000000 
74, 113524.000000, 139.803543, 9147358.000000 
75, 100054.000000, 49.415321, 9247412.000000 
76, 69785.000000, 23.501236, 9317197.000000 
77, 143130.000000, 123.406723, 9460328.000000 
78, 126629.000000, 173.544907, 9586957.000000 
79, 98019.000000, 110.300056, 9684976.000000 
80, 117126.000000, 96.349037, 9802103.000000 
81, 141148.000000, 160.359848, 9943252.000000 
82, 135269.000000, 77.229454, 10078521.000000 
83, 151608.000000, 92.268562, 10230130.000000 
84, 83340.000000, 32.630383, 10313470.000000 
85, 129257.000000, 92.738129, 10442727.000000 
86, 133593.000000, 132.530823, 10576320.000000 
87, 152047.000000, 255.979034, 10728367.000000 
88, 121042.000000, 130.563492, 10849409.000000 
89, 125879.000000, 142.565308, 10975289.000000 
90, 124412.000000, 98.013199, 11099701.000000 
91, 120575.000000, 201.029068, 11220276.000000 
92, 121676.000000, 168.591934, 11341952.000000 
93, 145974.000000, 140.159241, 11487926.000000 
94, 86240.000000, 123.556854, 11574166.000000 
95, 114559.000000, 153.825790, 11688725.000000 
96, 117518.000000, 84.827263, 11806243.000000 
97, 153042.000000, 196.270844, 11959285.000000 
98, 125952.000000, 182.764389, 12085237.000000 
99, 88940.000000, 104.268372, 12174177.000000 
100, 126078.000000, 157.778702, 12300256.000000 
