dataset_id,base_count,dimension,threads,preparation_seconds,reference_selection_seconds,grouping_seconds,structure_build_seconds,index_build_seconds,max_rss_kib,base_loading_included,source_conversion_included
stead,87323433,256,64,1.8192e-05,472.365631,962.843874,202.568836,1637.80019,6377860,true,false
