query_id,mode,rank,squared_l2,index_position,query_time_ms,sax_scans,exact_distance_computations,recall_at_k
0,exact,1,217.268509,51424321,5254.55978,86003067,81855119,
1,exact,1,147.639923,55860071,3853.58346,82587289,60446377,
2,exact,1,124.486542,49642095,2825.05545,77669073,63885307,
3,exact,1,184.15509,52027432,3487.05608,84162070,70491993,
4,exact,1,120.844978,21268304,464.974654,80994646,2311999,
5,exact,1,127.045845,17951807,3248.77283,81184510,50217729,
6,exact,1,167.251053,4636723,4899.85295,85238191,74258891,
7,exact,1,154.674896,85177706,3071.37863,82667154,44168128,
8,exact,1,162.52243,53412497,3444.85779,83172267,65500613,
9,exact,1,41.2569695,33750452,154.600316,69756963,7737,
10,exact,1,165.862061,65912496,3484.2322,84302567,70984626,
11,exact,1,184.297745,42049726,3393.99686,79148047,75258304,
12,exact,1,157.931198,62624015,3426.50777,82953663,63983968,
13,exact,1,130.274902,15506756,3505.59489,81479978,58284610,
14,exact,1,127.069687,19181544,3356.4044,81189815,54368872,
15,exact,1,179.548889,86765814,3701.70342,84371252,69382362,
16,exact,1,170.973907,20428433,3455.53169,83833644,64215117,
17,exact,1,248.867737,63447365,3758.08215,80158541,82340395,
18,exact,1,143.385269,53441935,3343.36847,82219180,63435087,
19,exact,1,205.413025,7977972,3583.11075,84926560,72651148,
20,exact,1,182.777634,40672170,4204.05059,84786963,74022069,
21,exact,1,190.04744,19203151,3994.7418,84536206,68837244,
22,exact,1,175.201599,53986906,3467.62248,84198985,72296339,
23,exact,1,141.164001,29174996,3284.5175,82077674,57384977,
24,exact,1,171.07692,46925912,3425.47399,83570956,71403855,
25,exact,1,201.524384,18149323,3687.32684,85284430,77332710,
26,exact,1,162.945343,4764516,3086.79626,79233277,74923368,
27,exact,1,194.481155,45171675,4282.11191,84485999,75098405,
28,exact,1,209.982574,66180223,3467.97935,84979585,75642611,
29,exact,1,157.164444,63891351,3513.39312,82875720,64357004,
30,exact,1,131.958099,37860123,3352.92659,81538868,65236249,
31,exact,1,176.389221,16251183,3181.10183,79575969,81979344,
32,exact,1,175.430084,46977758,3316.87082,83666461,62062710,
33,exact,1,191.212799,30100619,3597.15334,84342122,63508184,
34,exact,1,163.357925,42282899,4195.64031,84922343,74571463,
35,exact,1,183.865051,45317971,3525.83206,83989247,73335247,
36,exact,1,154.893814,34561113,2846.86741,82494816,36095825,
37,exact,1,174.735184,45021736,3582.23384,83707958,70890791,
38,exact,1,174.501205,44415588,3439.25662,84775976,66628671,
39,exact,1,190.393585,28781001,3647.58339,85321082,80410647,
40,exact,1,106.781982,53346979,3183.06133,79651412,49912848,
41,exact,1,163.529892,55135291,3444.46816,83092680,61622990,
42,exact,1,140.182266,59000489,3388.10677,82015613,63573732,
43,exact,1,119.883591,61967971,2924.41736,80641093,36228165,
44,exact,1,136.432831,70628999,2651.71999,81651501,28131384,
45,exact,1,206.94931,42417471,3605.68255,84686471,74356181,
46,exact,1,175.126694,58711134,3350.19837,83711370,67673558,
