query_id,mode,rank,squared_l2,index_position,query_time_ms,sax_scans,exact_distance_computations,recall_at_k
47,exact,1,155.385559,56459666,3154.56553,79540802,77116114,
48,exact,1,109.062469,49608899,3008.71726,76921661,53491221,
49,exact,1,107.266899,76804967,3382.34265,80056250,57123198,
50,exact,1,167.964569,64837493,3458.68932,83416214,72467415,
51,exact,1,176.333313,54678198,4686.9932,83557951,61107309,
52,exact,1,192.752533,65586687,3453.79581,78672597,76725191,
53,exact,1,209.436691,72398225,3164.44251,79334251,77071245,
54,exact,1,125.747093,53933456,3381.52423,81108110,65004220,
55,exact,1,209.59523,26747901,3526.62394,84972463,75983333,
56,exact,1,115.334541,38155700,3295.91772,80332290,56226998,
57,exact,1,186.990875,49300835,3529.60054,84189433,71215971,
58,exact,1,136.315247,50537895,3313.13389,81796787,62060073,
59,exact,1,224.671646,56552817,4577.86724,85902784,81581926,
60,exact,1,180.247025,55868260,3407.67704,83954171,69900770,
61,exact,1,118.555542,27498065,1751.17788,80401544,12771831,
62,exact,1,138.261124,22794968,3219.84222,78053508,72930585,
63,exact,1,188.258469,22207267,3457.33166,84312791,66401173,
64,exact,1,187.001068,60529156,4962.34732,84652270,76253373,
65,exact,1,114.894836,47441982,3556.34243,82815807,64395148,
66,exact,1,221.502991,65262359,3643.25201,85175530,81049187,
67,exact,1,107.997253,18560269,3280.92563,79652843,53394118,
68,exact,1,123.035789,50133183,3287.84601,77718999,70365929,
69,exact,1,167.876663,58142936,3521.56106,83446304,72123422,
70,exact,1,186.172562,36230932,3225.18912,79140220,80176191,
71,exact,1,191.371292,43985365,3416.80438,79310437,79993046,
72,exact,1,151.143875,64988473,3502.68614,83230281,67565313,
73,exact,1,130.267105,42593904,3516.85596,81955627,56655221,
74,exact,1,169.752441,41262594,3259.75671,79131320,74017409,
75,exact,1,164.245026,29039398,4127.06941,83247482,68223835,
76,exact,1,219.017181,1609503,3583.07085,85376303,80379592,
77,exact,1,176.772232,42447545,3105.54335,79058766,80090269,
78,exact,1,195.026535,39872552,3144.01643,79007738,78654052,
79,exact,1,158.856476,43297434,3383.48923,83680619,61124348,
80,exact,1,179.05249,23859499,3604.62811,83933902,74603576,
81,exact,1,158.955902,32553153,3329.03141,82612652,52092183,
82,exact,1,171.77951,924337,4982.43894,83307247,73017948,
83,exact,1,179.845016,46655522,3473.80559,83920388,66033411,
84,exact,1,202.079788,59386948,3304.17757,79586115,79234557,
85,exact,1,146.697937,33874096,3102.69201,82137675,40214076,
86,exact,1,76.4395599,17300451,1197.01686,76359980,7479339,
87,exact,1,174.935043,60027270,3410.90244,79930014,84504429,
88,exact,1,165.860367,22192326,3498.56449,83343202,72691991,
89,exact,1,184.345886,24058212,3583.77408,84105111,75997146,
90,exact,1,133.943024,50065614,3367.20767,81661790,62395349,
91,exact,1,168.296219,45418600,3378.9438,83467453,65262847,
92,exact,1,158.662674,20568464,3434.95252,83021778,63948299,
93,exact,1,158.284973,47030550,3551.30259,82989806,63882916,
94,exact,1,206.137054,62978580,3623.11067,84738516,76610971,
95,exact,1,151.097595,47756543,3554.85717,82674111,70983392,
96,exact,1,43.7249947,35146063,164.191488,70498004,16313,
97,exact,1,172.809616,44030725,3677.09661,83631125,73670588,
98,exact,1,202.941711,63797828,3630.59326,79129542,74132255,
99,exact,1,136.34375,4591945,4348.72639,81759238,65064585,
