Method,Dataset,TLB
ASAX,ArrowHead,0.11683464201507407
ASAX,Beef,0.10267334670719978
ASAX,BeetleFly,0.18715923924545008
ASAX,BirdChicken,0.2950906468649197
ASAX,BME,0.43372300156009497
ASAX,Car,0.06893647744741024
ASAX,CBF,0.24358354369964788
ASAX,Chinatown,0.03334117944066437
ASAX,ChlorineConcentration,0.16929425208080054
ASAX,CinCECGTorso,0.18358941024886916
ASAX,Coffee,0.0
ASAX,Computers,0.23447826326924515
ASAX,CricketX,0.30946137356958997
ASAX,CricketY,0.17493801117556368
ASAX,CricketZ,0.32648111613182484
ASAX,Crop,0.3841646584573688
ASAX,DiatomSizeReduction,0.006934382749127365
ASAX,DistalPhalanxOutlineAgeGroup,0.017435391661486922
ASAX,DistalPhalanxOutlineCorrect,0.04494762201589499
ASAX,DistalPhalanxTW,0.021691788108719287
ASAX,DodgerLoopDay,0.1318560609137249
ASAX,DodgerLoopGame,0.0643752805423618
ASAX,DodgerLoopWeekend,0.07356403707076886
ASAX,Earthquakes,0.031117901169391643
ASAX,ECG200,0.24249464762092718
ASAX,ECG5000,0.20712016552733703
ASAX,ECGFiveDays,0.007777088093194399
ASAX,EOGHorizontalSignal,0.35405692014213935
ASAX,EOGVerticalSignal,0.3057762028518981
ASAX,EthanolLevel,0.0
ASAX,FaceAll,0.1778166275160744
ASAX,FaceFour,0.09751036292343022
ASAX,FacesUCR,0.08094558110344648
ASAX,FiftyWords,0.33117732083881474
ASAX,Fish,0.03533936296539297
ASAX,FordA,0.12541999198019657
ASAX,FordB,0.12238519651324797
ASAX,FreezerRegularTrain,0.3280013635911023
ASAX,FreezerSmallTrain,0.2599133251259689
ASAX,Fungi,0.15485765383156574
ASAX,GestureMidAirD1,0.31759515536456495
ASAX,GestureMidAirD2,0.1890687283284481
ASAX,GestureMidAirD3,0.34925210228342873
ASAX,GesturePebbleZ1,0.16199051398349093
ASAX,GesturePebbleZ2,0.1599990511559967
ASAX,GunPoint,0.18417162477992746
ASAX,GunPointAgeSpan,0.2778648339717227
ASAX,GunPointMaleVersusFemale,0.27692130877953797
ASAX,GunPointOldVersusYoung,0.2404980212151282
ASAX,Ham,0.08923459494375946
ASAX,HandOutlines,0.00910496089933698
ASAX,Haptics,0.09794681352699432
ASAX,Herring,0.011300841968690635
ASAX,HouseTwenty,0.22652501800481473
ASAX,InlineSkate,0.24199689418417272
ASAX,InsectEPGRegularTrain,0.33837930382243536
ASAX,InsectEPGSmallTrain,0.26603552247021006
ASAX,InsectWingbeatSound,0.1345136936082503
ASAX,ItalyPowerDemand,0.13808407739373754
ASAX,LargeKitchenAppliances,0.16314840246344267
ASAX,Lightning2,0.15404515367623672
ASAX,Lightning7,0.14980113231167283
ASAX,Mallat,0.0
ASAX,Meat,0.0
ASAX,MedicalImages,0.21411666332253404
ASAX,MiddlePhalanxOutlineAgeGroup,0.001969842976364462
ASAX,MiddlePhalanxOutlineCorrect,0.010116590214096199
ASAX,MiddlePhalanxTW,0.0017901876645269174
ASAX,MixedShapesRegularTrain,0.31266689683583127
ASAX,MixedShapesSmallTrain,0.2070990627841105
ASAX,MoteStrain,0.20218555310877362
ASAX,NonInvasiveFetalECGThorax1,0.00028823391584201235
ASAX,NonInvasiveFetalECGThorax2,0.06027654388790007
ASAX,OliveOil,0.0
ASAX,OSULeaf,0.2658339428030771
ASAX,PhalangesOutlinesCorrect,0.01958831981588287
ASAX,Phoneme,0.07891393457003953
ASAX,PickupGestureWiimoteZ,0.12478681017751955
ASAX,PigAirwayPressure,0.19008074505522551
ASAX,PigArtPressure,0.14734454590080195
ASAX,PigCVP,0.23542575746799707
ASAX,PLAID,0.18638192135953416
ASAX,Plane,0.2022345373554126
ASAX,PowerCons,0.254270077116159
ASAX,ProximalPhalanxOutlineAgeGroup,0.0006526737896689468
ASAX,ProximalPhalanxOutlineCorrect,0.001983820245960924
ASAX,ProximalPhalanxTW,0.0005813426983195003
ASAX,RefrigerationDevices,0.10998339249373208
ASAX,Rock,0.13674576656357718
ASAX,ScreenType,0.26262422856756346
ASAX,SemgHandGenderCh2,0.025639279729979942
ASAX,SemgHandMovementCh2,0.02335707383477344
ASAX,SemgHandSubjectCh2,0.025506339062623777
ASAX,ShakeGestureWiimoteZ,0.19218509566182065
ASAX,ShapeletSim,0.06049214013127732
ASAX,ShapesAll,0.2591100453597806
ASAX,SmallKitchenAppliances,0.09563795404319841
ASAX,SonyAIBORobotSurface1,0.13767333811162713
ASAX,SonyAIBORobotSurface2,0.18117279109401113
ASAX,StarLightCurves,0.2312015814129128
ASAX,Strawberry,0.00304521092883031
ASAX,SwedishLeaf,0.06909786633240006
ASAX,Symbols,0.2513800278871513
ASAX,SyntheticControl,0.3392945584544382
ASAX,ToeSegmentation1,0.2818837166077807
ASAX,ToeSegmentation2,0.2781648770416247
ASAX,Trace,0.3289431791329783
ASAX,TwoLeadECG,0.04412196294896865
ASAX,TwoPatterns,0.2621966596960486
ASAX,UMD,0.32697447261195267
ASAX,UWaveGestureLibraryAll,0.20051738735059713
ASAX,UWaveGestureLibraryX,0.4034802284087232
ASAX,UWaveGestureLibraryY,0.4028922169759719
ASAX,Wafer,0.2600921293034592
ASAX,Wine,0.0
ASAX,WordSynonyms,0.3142498442122803
ASAX,Worms,0.3294007842219234
ASAX,WormsTwoClass,0.3294007842219234
ASAX,Yoga,0.2297752175381572
