Method,Dataset,TLB
ASAX,ArrowHead,0.355976074404076
ASAX,Beef,0.4910791906079
ASAX,BeetleFly,0.3825225191548238
ASAX,BirdChicken,0.42815418199086824
ASAX,BME,0.6299242864747034
ASAX,Car,0.4874486599415768
ASAX,CBF,0.5207938020995885
ASAX,Chinatown,0.3690192071400118
ASAX,ChlorineConcentration,0.16035140284564128
ASAX,CinCECGTorso,0.3127591901693501
ASAX,Coffee,0.10826518842945917
ASAX,Computers,0.446243554895142
ASAX,CricketX,0.5336009116517516
ASAX,CricketY,0.6081311620321516
ASAX,CricketZ,0.5759662538474131
ASAX,Crop,0.7210635899773437
ASAX,DiatomSizeReduction,0.11630936433477428
ASAX,DistalPhalanxOutlineAgeGroup,0.29140292649923216
ASAX,DistalPhalanxOutlineCorrect,0.3420726972411173
ASAX,DistalPhalanxTW,0.3443990220603037
ASAX,DodgerLoopDay,0.3402020676724541
ASAX,DodgerLoopGame,0.2507919450003932
ASAX,DodgerLoopWeekend,0.3041373403057867
ASAX,Earthquakes,0.13288468889456567
ASAX,ECG200,0.5618341372136265
ASAX,ECG5000,0.5051144955229717
ASAX,ECGFiveDays,0.1053446053984535
ASAX,EOGHorizontalSignal,0.6542412805664509
ASAX,EOGVerticalSignal,0.6461978305785985
ASAX,EthanolLevel,0.08404350169056117
ASAX,FaceAll,0.39111311306548546
ASAX,FaceFour,0.28678483554543777
ASAX,FacesUCR,0.39933975370250707
ASAX,FiftyWords,0.5329163206692464
ASAX,Fish,0.3336182789286155
ASAX,FordA,0.2444147561156845
ASAX,FordB,0.23890643929544447
ASAX,FreezerRegularTrain,0.7028204688749072
ASAX,FreezerSmallTrain,0.5736026403497806
ASAX,Fungi,0.3994591925642052
ASAX,GestureMidAirD1,0.6510588140885418
ASAX,GestureMidAirD2,0.5784238388621533
ASAX,GestureMidAirD3,0.689505069708228
ASAX,GesturePebbleZ1,0.4537045876164109
ASAX,GesturePebbleZ2,0.46889056486150094
ASAX,GunPoint,0.5565984642660259
ASAX,GunPointAgeSpan,0.548394492469231
ASAX,GunPointMaleVersusFemale,0.6693419006660151
ASAX,GunPointOldVersusYoung,0.6543480033945476
ASAX,Ham,0.3431413047064615
ASAX,HandOutlines,0.25717476815552387
ASAX,Haptics,0.31807382944894497
ASAX,Herring,0.2952229151933717
ASAX,HouseTwenty,0.46464208518693195
ASAX,InlineSkate,0.6068582095387417
ASAX,InsectEPGRegularTrain,0.5372011970817072
ASAX,InsectEPGSmallTrain,0.5710345174370554
ASAX,InsectWingbeatSound,0.44336239849066533
ASAX,ItalyPowerDemand,0.5212672194728628
ASAX,LargeKitchenAppliances,0.3517564139507856
ASAX,Lightning2,0.40948360751544643
ASAX,Lightning7,0.46770176686255077
ASAX,Mallat,0.3560621619717399
ASAX,Meat,0.0
ASAX,MedicalImages,0.5362673499647728
ASAX,MiddlePhalanxOutlineAgeGroup,0.29669916221288684
ASAX,MiddlePhalanxOutlineCorrect,0.24711114815698315
ASAX,MiddlePhalanxTW,0.24438761287275965
ASAX,MixedShapesRegularTrain,0.6501108574784482
ASAX,MixedShapesSmallTrain,0.5015609469764559
ASAX,MoteStrain,0.5103705972438591
ASAX,NonInvasiveFetalECGThorax1,0.3682145691617941
ASAX,NonInvasiveFetalECGThorax2,0.3686464523767259
ASAX,OliveOil,0.0
ASAX,OSULeaf,0.4582941191079899
ASAX,PhalangesOutlinesCorrect,0.27464378066049155
ASAX,Phoneme,0.1929298327298132
ASAX,PickupGestureWiimoteZ,0.4916462979615789
ASAX,PigAirwayPressure,0.6132130735020713
ASAX,PigArtPressure,0.3238540142203874
ASAX,PigCVP,0.4755823987534283
ASAX,PLAID,0.4899824014040168
ASAX,Plane,0.3944119436326985
ASAX,PowerCons,0.5305111004901136
ASAX,ProximalPhalanxOutlineAgeGroup,0.13856657410677023
ASAX,ProximalPhalanxOutlineCorrect,0.10087288911610442
ASAX,ProximalPhalanxTW,0.1406725457038902
ASAX,RefrigerationDevices,0.21611990394225827
ASAX,Rock,0.5259541534363791
ASAX,ScreenType,0.5599579057125841
ASAX,SemgHandGenderCh2,0.1295586810053546
ASAX,SemgHandMovementCh2,0.1384467334409158
ASAX,SemgHandSubjectCh2,0.1413436844338226
ASAX,ShakeGestureWiimoteZ,0.4147287878378161
ASAX,ShapeletSim,0.13165359970261553
ASAX,ShapesAll,0.6332759780228295
ASAX,SmallKitchenAppliances,0.1300234629225294
ASAX,SonyAIBORobotSurface1,0.4847625483375893
ASAX,SonyAIBORobotSurface2,0.4525260863227048
ASAX,StarLightCurves,0.43985320569207653
ASAX,Strawberry,0.2290236841902001
ASAX,SwedishLeaf,0.5269934415655434
ASAX,Symbols,0.47421788748883476
ASAX,SyntheticControl,0.5871315997076523
ASAX,ToeSegmentation1,0.3684079748644054
ASAX,ToeSegmentation2,0.43842085087274674
ASAX,Trace,0.69197363407531
ASAX,TwoLeadECG,0.3574835880022782
ASAX,TwoPatterns,0.524070507328914
ASAX,UMD,0.687496638075657
ASAX,UWaveGestureLibraryAll,0.48945508144907107
ASAX,UWaveGestureLibraryX,0.7532708107338356
ASAX,UWaveGestureLibraryY,0.7477820625443229
ASAX,Wafer,0.6205782217257656
ASAX,Wine,0.0
ASAX,WordSynonyms,0.5931902117283424
ASAX,Worms,0.5771664923333746
ASAX,WormsTwoClass,0.5771664923333746
ASAX,Yoga,0.5317107366289183
