Method,Dataset,TLB
isax,ASTRO,0.23518814517217185
sfa_equi-width_True,ASTRO,0.24674847199429967
sfa_equi-width_False,ASTRO,0.24674847199429967
sfa_equi-depth_True,ASTRO,0.3044450018286895
sfa_equi-depth_False,ASTRO,0.3044450018286895
isax,BIGANN,0.24409318209892614
sfa_equi-width_True,BIGANN,0.2763197630221414
sfa_equi-width_False,BIGANN,0.20262493146715901
sfa_equi-depth_True,BIGANN,0.35395357865958255
sfa_equi-depth_False,BIGANN,0.2723275467189886
isax,SALD,0.44695033963161984
sfa_equi-width_True,SALD,0.4078483449773552
sfa_equi-width_False,SALD,0.4087030920302867
sfa_equi-depth_True,SALD,0.46821069224357187
sfa_equi-depth_False,SALD,0.4693103229891122
isax,SIFT1B,0.115801640249355
sfa_equi-width_True,SIFT1B,0.3673511795891426
sfa_equi-width_False,SIFT1B,0.1427776880145727
sfa_equi-depth_True,SIFT1B,0.4510071132181325
sfa_equi-depth_False,SIFT1B,0.20307488058913317
isax,DEPP1B,0.2093123940323927
sfa_equi-width_True,DEPP1B,0.20526420195371317
sfa_equi-width_False,DEPP1B,0.18825242820252225
sfa_equi-depth_True,DEPP1B,0.2676580556869769
sfa_equi-depth_False,DEPP1B,0.2482930888880912
isax,SCEDC,0.1737601594155947
sfa_equi-width_True,SCEDC,0.37452573379093596
sfa_equi-width_False,SCEDC,0.17262762367317966
sfa_equi-depth_True,SCEDC,0.4075554268412695
sfa_equi-depth_False,SCEDC,0.17753052134875488
isax,ETHZ,0.48868115202780354
sfa_equi-width_True,ETHZ,0.4429950631208879
sfa_equi-width_False,ETHZ,0.443090828506227
sfa_equi-depth_True,ETHZ,0.457574209543198
sfa_equi-depth_False,ETHZ,0.4563230721057909
isax,ISC_EHB_DepthPhases,0.6360901796648706
sfa_equi-width_True,ISC_EHB_DepthPhases,0.5917112533701984
sfa_equi-width_False,ISC_EHB_DepthPhases,0.5899447306662922
sfa_equi-depth_True,ISC_EHB_DepthPhases,0.6345700474040167
sfa_equi-depth_False,ISC_EHB_DepthPhases,0.6310310387827228
isax,LenDB,0.5709143524656761
sfa_equi-width_True,LenDB,0.5152659173578107
sfa_equi-width_False,LenDB,0.5186753309682206
sfa_equi-depth_True,LenDB,0.5622363937827953
sfa_equi-depth_False,LenDB,0.5625034401559355
isax,Iquique,0.4051795943451282
sfa_equi-width_True,Iquique,0.357092820891765
sfa_equi-width_False,Iquique,0.3573207571218849
sfa_equi-depth_True,Iquique,0.36913274743408475
sfa_equi-depth_False,Iquique,0.36861303255278316
isax,NEIC,0.5169407444905902
sfa_equi-width_True,NEIC,0.4626771630524867
sfa_equi-width_False,NEIC,0.46210186595606717
sfa_equi-depth_True,NEIC,0.49458484060105756
sfa_equi-depth_False,NEIC,0.4934421325081005
isax,OBS,0.5623632226409724
sfa_equi-width_True,OBS,0.5144958283649013
sfa_equi-width_False,OBS,0.5114440585962935
sfa_equi-depth_True,OBS,0.5291073416934777
sfa_equi-depth_False,OBS,0.527401704461214
isax,OBST2024,0.16958184569852214
sfa_equi-width_True,OBST2024,0.20739126761681
sfa_equi-width_False,OBST2024,0.1138919333923944
sfa_equi-depth_True,OBST2024,0.24471127998802292
sfa_equi-depth_False,OBST2024,0.1217940101680202
isax,PNW,0.38812070015459493
sfa_equi-width_True,PNW,0.3401774931795836
sfa_equi-width_False,PNW,0.3349310367573366
sfa_equi-depth_True,PNW,0.3550501758538638
sfa_equi-depth_False,PNW,0.3474509328029155
isax,Meier2019JGR,0.5119685639962723
sfa_equi-width_True,Meier2019JGR,0.4642698101713259
sfa_equi-width_False,Meier2019JGR,0.4642698101713259
sfa_equi-depth_True,Meier2019JGR,0.5459434091188259
sfa_equi-depth_False,Meier2019JGR,0.5459434091188259
isax,STEAD,0.29456107751168575
sfa_equi-width_True,STEAD,0.2624853723274995
sfa_equi-width_False,STEAD,0.2624853723274995
sfa_equi-depth_True,STEAD,0.294785983281937
sfa_equi-depth_False,STEAD,0.294785983281937
isax,TXED,0.22964672267625846
sfa_equi-width_True,TXED,0.23553322105976496
sfa_equi-width_False,TXED,0.20384920043494595
sfa_equi-depth_True,TXED,0.2813387016693759
sfa_equi-depth_False,TXED,0.25305443171461295
