Method,Dataset,TLB
isax,ArrowHead,0.8534536376236532
sfa_equi-width_True,ArrowHead,0.9613465589062037
sfa_equi-width_False,ArrowHead,0.9440010664562994
sfa_equi-depth_True,ArrowHead,0.9167114627257843
sfa_equi-depth_False,ArrowHead,0.9020804481505243
isax,Beef,0.8542523034845806
sfa_equi-width_True,Beef,0.9208596067455774
sfa_equi-width_False,Beef,0.9071769691026879
sfa_equi-depth_True,Beef,0.8747759052843469
sfa_equi-depth_False,Beef,0.8615467625886267
isax,BeetleFly,0.7785268484437158
sfa_equi-width_True,BeetleFly,0.8702793993067754
sfa_equi-width_False,BeetleFly,0.8560446547988838
sfa_equi-depth_True,BeetleFly,0.8209406864749952
sfa_equi-depth_False,BeetleFly,0.8105550981590819
isax,BirdChicken,0.9211933141879819
sfa_equi-width_True,BirdChicken,0.9811801841631906
sfa_equi-width_False,BirdChicken,0.9812633180223527
sfa_equi-depth_True,BirdChicken,0.9244141553924149
sfa_equi-depth_False,BirdChicken,0.9245840444999962
isax,BME,0.8936434192540275
sfa_equi-width_True,BME,0.9402470129863605
sfa_equi-width_False,BME,0.9411789809377085
sfa_equi-depth_True,BME,0.9016828411209203
sfa_equi-depth_False,BME,0.9031309301255412
isax,Car,0.8895056907997229
sfa_equi-width_True,Car,0.9527668130654693
sfa_equi-width_False,Car,0.9527668130654693
sfa_equi-depth_True,Car,0.9276465251179455
sfa_equi-depth_False,Car,0.9276465251179455
isax,CBF,0.7500827242093678
sfa_equi-width_True,CBF,0.7892239454672438
sfa_equi-width_False,CBF,0.7893251718782301
sfa_equi-depth_True,CBF,0.7600454494252474
sfa_equi-depth_False,CBF,0.7602973230670547
isax,Chinatown,0.9363282831547559
sfa_equi-width_True,Chinatown,0.9506762800410408
sfa_equi-width_False,Chinatown,0.9510625480653648
sfa_equi-depth_True,Chinatown,0.8822945392031416
sfa_equi-depth_False,Chinatown,0.8849068812893537
isax,ChlorineConcentration,0.4657050302538058
sfa_equi-width_True,ChlorineConcentration,0.6405390252377778
sfa_equi-width_False,ChlorineConcentration,0.5550930822180845
sfa_equi-depth_True,ChlorineConcentration,0.6385298748540742
sfa_equi-depth_False,ChlorineConcentration,0.553091521359503
isax,CinCECGTorso,0.6013497202514179
sfa_equi-width_True,CinCECGTorso,0.6528843372846195
sfa_equi-width_False,CinCECGTorso,0.6486990416967034
sfa_equi-depth_True,CinCECGTorso,0.6366468792273696
sfa_equi-depth_False,CinCECGTorso,0.6321787133106868
isax,Coffee,0.7214979862448928
sfa_equi-width_True,Coffee,0.8082913350277395
sfa_equi-width_False,Coffee,0.8066013363211493
sfa_equi-depth_True,Coffee,0.7653810630845317
sfa_equi-depth_False,Coffee,0.7642679055314481
isax,Computers,0.6889715173362606
sfa_equi-width_True,Computers,0.7446552644104889
sfa_equi-width_False,Computers,0.7446552644104889
sfa_equi-depth_True,Computers,0.7428900430202948
sfa_equi-depth_False,Computers,0.7428900430202948
isax,CricketX,0.7634100209417547
sfa_equi-width_True,CricketX,0.8215580761294372
sfa_equi-width_False,CricketX,0.8215580761294372
sfa_equi-depth_True,CricketX,0.8186469230996924
sfa_equi-depth_False,CricketX,0.8186469230996924
isax,CricketY,0.7824059893729531
sfa_equi-width_True,CricketY,0.8497708699911243
sfa_equi-width_False,CricketY,0.8497708699911243
sfa_equi-depth_True,CricketY,0.8474709369124056
sfa_equi-depth_False,CricketY,0.8474709369124056
isax,CricketZ,0.7628963513348263
sfa_equi-width_True,CricketZ,0.8214648600914852
sfa_equi-width_False,CricketZ,0.8214648600914852
sfa_equi-depth_True,CricketZ,0.8185749827815805
sfa_equi-depth_False,CricketZ,0.8185749827815805
isax,Crop,0.899743088264602
sfa_equi-width_True,Crop,0.9206617931457702
sfa_equi-width_False,Crop,0.9171830258836665
sfa_equi-depth_True,Crop,0.9193936223856806
sfa_equi-depth_False,Crop,0.9158980051591789
isax,DiatomSizeReduction,0.8614502704611495
sfa_equi-width_True,DiatomSizeReduction,0.971265511982396
sfa_equi-width_False,DiatomSizeReduction,0.964218030747968
sfa_equi-depth_True,DiatomSizeReduction,0.8778359903465938
sfa_equi-depth_False,DiatomSizeReduction,0.8714387029805103
isax,DistalPhalanxOutlineAgeGroup,0.8279270291184265
sfa_equi-width_True,DistalPhalanxOutlineAgeGroup,0.9093878335156486
sfa_equi-width_False,DistalPhalanxOutlineAgeGroup,0.8987585359225218
sfa_equi-depth_True,DistalPhalanxOutlineAgeGroup,0.9002386874609491
sfa_equi-depth_False,DistalPhalanxOutlineAgeGroup,0.889590241698396
isax,DistalPhalanxOutlineCorrect,0.8395104872630815
sfa_equi-width_True,DistalPhalanxOutlineCorrect,0.9129238434487958
sfa_equi-width_False,DistalPhalanxOutlineCorrect,0.9033341400019265
sfa_equi-depth_True,DistalPhalanxOutlineCorrect,0.9085483415472845
sfa_equi-depth_False,DistalPhalanxOutlineCorrect,0.8989217439949326
isax,DistalPhalanxTW,0.8262614212394085
sfa_equi-width_True,DistalPhalanxTW,0.9088536317622532
sfa_equi-width_False,DistalPhalanxTW,0.898614299245408
sfa_equi-depth_True,DistalPhalanxTW,0.9004526510443975
sfa_equi-depth_False,DistalPhalanxTW,0.8901456091833063
isax,DodgerLoopDay,0.5638453682774454
sfa_equi-width_True,DodgerLoopDay,0.6025964221833883
sfa_equi-width_False,DodgerLoopDay,0.6018920430647893
sfa_equi-depth_True,DodgerLoopDay,0.5901065008432612
sfa_equi-depth_False,DodgerLoopDay,0.5896157171699067
isax,DodgerLoopGame,0.5584842677611332
sfa_equi-width_True,DodgerLoopGame,0.6011714256292326
sfa_equi-width_False,DodgerLoopGame,0.6004594222387585
sfa_equi-depth_True,DodgerLoopGame,0.5549269207295375
sfa_equi-depth_False,DodgerLoopGame,0.5552468946787158
isax,DodgerLoopWeekend,0.5761587348835622
sfa_equi-width_True,DodgerLoopWeekend,0.6187440004385464
sfa_equi-width_False,DodgerLoopWeekend,0.618225067927864
sfa_equi-depth_True,DodgerLoopWeekend,0.5779443121375295
sfa_equi-depth_False,DodgerLoopWeekend,0.5782842160022068
isax,Earthquakes,0.20058231976303878
sfa_equi-width_True,Earthquakes,0.21018220611315444
sfa_equi-width_False,Earthquakes,0.21033371451814642
sfa_equi-depth_True,Earthquakes,0.20872545285852068
sfa_equi-depth_False,Earthquakes,0.20885482800360586
isax,ECG200,0.8142401609947324
sfa_equi-width_True,ECG200,0.8493052084007101
sfa_equi-width_False,ECG200,0.8474034196803222
sfa_equi-depth_True,ECG200,0.8392292467467816
sfa_equi-depth_False,ECG200,0.8374483676539508
isax,ECG5000,0.771717008168395
sfa_equi-width_True,ECG5000,0.8214273032701027
sfa_equi-width_False,ECG5000,0.8222070431625841
sfa_equi-depth_True,ECG5000,0.8197355729507357
sfa_equi-depth_False,ECG5000,0.8204445004287588
isax,ECGFiveDays,0.47538367996135317
sfa_equi-width_True,ECGFiveDays,0.625206968582843
sfa_equi-width_False,ECGFiveDays,0.5415731404144793
sfa_equi-depth_True,ECGFiveDays,0.5814775830241093
sfa_equi-depth_False,ECGFiveDays,0.506468478851014
isax,EOGHorizontalSignal,0.8716218018709762
sfa_equi-width_True,EOGHorizontalSignal,0.9127392390117546
sfa_equi-width_False,EOGHorizontalSignal,0.9120491628381597
sfa_equi-depth_True,EOGHorizontalSignal,0.9106628311731386
sfa_equi-depth_False,EOGHorizontalSignal,0.9099600154263815
isax,EOGVerticalSignal,0.8475971046585412
sfa_equi-width_True,EOGVerticalSignal,0.8924275733775604
sfa_equi-width_False,EOGVerticalSignal,0.8928469537812139
sfa_equi-depth_True,EOGVerticalSignal,0.890934294567754
sfa_equi-depth_False,EOGVerticalSignal,0.8913609258124757
isax,EthanolLevel,0.5764407168569968
sfa_equi-width_True,EthanolLevel,0.8162456979998799
sfa_equi-width_False,EthanolLevel,0.60521287348999
sfa_equi-depth_True,EthanolLevel,0.8145372975884954
sfa_equi-depth_False,EthanolLevel,0.6036213189229859
isax,FaceAll,0.4751455838393641
sfa_equi-width_True,FaceAll,0.7160178296083881
sfa_equi-width_False,FaceAll,0.5504351190585449
sfa_equi-depth_True,FaceAll,0.7138993664640758
sfa_equi-depth_False,FaceAll,0.5486473078112747
isax,FaceFour,0.4246248714976867
sfa_equi-width_True,FaceFour,0.663716084616996
sfa_equi-width_False,FaceFour,0.49383902677726216
sfa_equi-depth_True,FaceFour,0.6319678662844933
sfa_equi-depth_False,FaceFour,0.4662779222655036
isax,FacesUCR,0.4761292404668919
sfa_equi-width_True,FacesUCR,0.7120814513887461
sfa_equi-width_False,FacesUCR,0.5443934537307427
sfa_equi-depth_True,FacesUCR,0.7085224839466109
sfa_equi-depth_False,FacesUCR,0.5410271123392816
isax,FiftyWords,0.8738986047235846
sfa_equi-width_True,FiftyWords,0.9512642422059493
sfa_equi-width_False,FiftyWords,0.9512642422059493
sfa_equi-depth_True,FiftyWords,0.949041139435125
sfa_equi-depth_False,FiftyWords,0.949041139435125
isax,Fish,0.835579207247505
sfa_equi-width_True,Fish,0.9217301194088614
sfa_equi-width_False,Fish,0.9131407658799521
sfa_equi-depth_True,Fish,0.9164917795718845
sfa_equi-depth_False,Fish,0.9077889439557205
isax,FordA,0.14961970415532155
sfa_equi-width_True,FordA,0.7714587222195757
sfa_equi-width_False,FordA,0.052152409585263466
sfa_equi-depth_True,FordA,0.7678829141546272
sfa_equi-depth_False,FordA,0.051613728859796815
isax,FordB,0.16178391044817897
sfa_equi-width_True,FordB,0.7493533406053704
sfa_equi-width_False,FordB,0.047198225987110855
sfa_equi-depth_True,FordB,0.7463324886441135
sfa_equi-depth_False,FordB,0.046674673659200465
isax,FreezerRegularTrain,0.8313026458414027
sfa_equi-width_True,FreezerRegularTrain,0.868792444700241
sfa_equi-width_False,FreezerRegularTrain,0.8683093221871233
sfa_equi-depth_True,FreezerRegularTrain,0.8643380092137022
sfa_equi-depth_False,FreezerRegularTrain,0.8638545503752648
isax,FreezerSmallTrain,0.8173908443399585
sfa_equi-width_True,FreezerSmallTrain,0.8563251142903209
sfa_equi-width_False,FreezerSmallTrain,0.8562351803122834
sfa_equi-depth_True,FreezerSmallTrain,0.8288314113791524
sfa_equi-depth_False,FreezerSmallTrain,0.8284504589205697
isax,Fungi,0.7508035383148661
sfa_equi-width_True,Fungi,0.8564304250199433
sfa_equi-width_False,Fungi,0.8564304250199433
sfa_equi-depth_True,Fungi,0.8023927524129087
sfa_equi-depth_False,Fungi,0.8023927524129087
isax,GestureMidAirD1,0.9216255377174432
sfa_equi-width_True,GestureMidAirD1,0.9634248955236798
sfa_equi-width_False,GestureMidAirD1,0.962960135678997
sfa_equi-depth_True,GestureMidAirD1,0.9594102152633596
sfa_equi-depth_False,GestureMidAirD1,0.9588700746446339
isax,GestureMidAirD2,0.8864924058980812
sfa_equi-width_True,GestureMidAirD2,0.9262563572099436
sfa_equi-width_False,GestureMidAirD2,0.9260214142394348
sfa_equi-depth_True,GestureMidAirD2,0.92285862305881
sfa_equi-depth_False,GestureMidAirD2,0.9226019822917059
isax,GestureMidAirD3,0.9328191310060768
sfa_equi-width_True,GestureMidAirD3,0.9589228551607569
sfa_equi-width_False,GestureMidAirD3,0.9578980181458262
sfa_equi-depth_True,GestureMidAirD3,0.9570548175608039
sfa_equi-depth_False,GestureMidAirD3,0.9560168081599941
isax,GesturePebbleZ1,0.6443399687799177
sfa_equi-width_True,GesturePebbleZ1,0.6962155030319005
sfa_equi-width_False,GesturePebbleZ1,0.6962155030319005
sfa_equi-depth_True,GesturePebbleZ1,0.6893642279907892
sfa_equi-depth_False,GesturePebbleZ1,0.6893642279907892
isax,GesturePebbleZ2,0.6446293259455782
sfa_equi-width_True,GesturePebbleZ2,0.6959906904778468
sfa_equi-width_False,GesturePebbleZ2,0.6965108948219577
sfa_equi-depth_True,GesturePebbleZ2,0.6888678648259638
sfa_equi-depth_False,GesturePebbleZ2,0.6894689845411297
isax,GunPoint,0.9244387307932638
sfa_equi-width_True,GunPoint,0.9779574754695827
sfa_equi-width_False,GunPoint,0.9779574754695827
sfa_equi-depth_True,GunPoint,0.9516137868027503
sfa_equi-depth_False,GunPoint,0.9516137868027503
isax,GunPointAgeSpan,0.9358599373026038
sfa_equi-width_True,GunPointAgeSpan,0.9792104294672955
sfa_equi-width_False,GunPointAgeSpan,0.9792104294672955
sfa_equi-depth_True,GunPointAgeSpan,0.9710675405085668
sfa_equi-depth_False,GunPointAgeSpan,0.9710675405085668
isax,GunPointMaleVersusFemale,0.9369218434653185
sfa_equi-width_True,GunPointMaleVersusFemale,0.980168220084152
sfa_equi-width_False,GunPointMaleVersusFemale,0.980168220084152
sfa_equi-depth_True,GunPointMaleVersusFemale,0.9721942917245137
sfa_equi-depth_False,GunPointMaleVersusFemale,0.9721942917245137
isax,GunPointOldVersusYoung,0.9364012513409197
sfa_equi-width_True,GunPointOldVersusYoung,0.9797811741159892
sfa_equi-width_False,GunPointOldVersusYoung,0.9797811741159892
sfa_equi-depth_True,GunPointOldVersusYoung,0.9714805802613816
sfa_equi-depth_False,GunPointOldVersusYoung,0.9714805802613816
isax,Ham,0.5537884532082106
sfa_equi-width_True,Ham,0.6182130033441235
sfa_equi-width_False,Ham,0.618292040828199
sfa_equi-depth_True,Ham,0.610105759532593
sfa_equi-depth_False,Ham,0.6104242291207093
isax,HandOutlines,0.769221703679138
sfa_equi-width_True,HandOutlines,0.9260956059981972
sfa_equi-width_False,HandOutlines,0.9280396216198199
sfa_equi-depth_True,HandOutlines,0.9308398988398544
sfa_equi-depth_False,HandOutlines,0.9326780024620484
isax,Haptics,0.8122706067737243
sfa_equi-width_True,Haptics,0.8976239730871307
sfa_equi-width_False,Haptics,0.8976239730871307
sfa_equi-depth_True,Haptics,0.8903019722480271
sfa_equi-depth_False,Haptics,0.8903019722480271
isax,Herring,0.8253199882466825
sfa_equi-width_True,Herring,0.8975795419750738
sfa_equi-width_False,Herring,0.8959113276087126
sfa_equi-depth_True,Herring,0.8771917475900335
sfa_equi-depth_False,Herring,0.8753899506962877
isax,HouseTwenty,0.6508569091845874
sfa_equi-width_True,HouseTwenty,0.6821740565128391
sfa_equi-width_False,HouseTwenty,0.6821740565128391
sfa_equi-depth_True,HouseTwenty,0.6592288563189341
sfa_equi-depth_False,HouseTwenty,0.6592288563189341
isax,InlineSkate,0.9097176783530556
sfa_equi-width_True,InlineSkate,0.9715710549239818
sfa_equi-width_False,InlineSkate,0.9715710549239818
sfa_equi-depth_True,InlineSkate,0.9624305260033791
sfa_equi-depth_False,InlineSkate,0.9624305260033791
isax,InsectEPGRegularTrain,0.8817128504863131
sfa_equi-width_True,InsectEPGRegularTrain,0.9123327037085976
sfa_equi-width_False,InsectEPGRegularTrain,0.9132524656135531
sfa_equi-depth_True,InsectEPGRegularTrain,0.8950810660614253
sfa_equi-depth_False,InsectEPGRegularTrain,0.8961692309047125
isax,InsectEPGSmallTrain,0.8817436254578219
sfa_equi-width_True,InsectEPGSmallTrain,0.9133487674302726
sfa_equi-width_False,InsectEPGSmallTrain,0.9138775801224576
sfa_equi-depth_True,InsectEPGSmallTrain,0.8567603056216144
sfa_equi-depth_False,InsectEPGSmallTrain,0.8570760218040496
isax,InsectWingbeatSound,0.7332712411661341
sfa_equi-width_True,InsectWingbeatSound,0.8451493428876826
sfa_equi-width_False,InsectWingbeatSound,0.838743374018906
sfa_equi-depth_True,InsectWingbeatSound,0.8425519518613961
sfa_equi-depth_False,InsectWingbeatSound,0.836087453169754
isax,ItalyPowerDemand,0.9434674471239195
sfa_equi-width_True,ItalyPowerDemand,0.9623072663367005
sfa_equi-width_False,ItalyPowerDemand,0.9607516422111482
sfa_equi-depth_True,ItalyPowerDemand,0.9369192833068124
sfa_equi-depth_False,ItalyPowerDemand,0.9352153063274878
isax,LargeKitchenAppliances,0.49421975982877286
sfa_equi-width_True,LargeKitchenAppliances,0.5450070614649085
sfa_equi-width_False,LargeKitchenAppliances,0.5454384541019494
sfa_equi-depth_True,LargeKitchenAppliances,0.5436769345406136
sfa_equi-depth_False,LargeKitchenAppliances,0.544130284769064
isax,Lightning2,0.6337635780593502
sfa_equi-width_True,Lightning2,0.6707359615590947
sfa_equi-width_False,Lightning2,0.6747642899918755
sfa_equi-depth_True,Lightning2,0.6586528484821622
sfa_equi-depth_False,Lightning2,0.6627785545783199
isax,Lightning7,0.6671702942479619
sfa_equi-width_True,Lightning7,0.7086613340134627
sfa_equi-width_False,Lightning7,0.7092414615362126
sfa_equi-depth_True,Lightning7,0.6953188429576378
sfa_equi-depth_False,Lightning7,0.6959108844287099
isax,Mallat,0.7113499530933394
sfa_equi-width_True,Mallat,0.7765524507544174
sfa_equi-width_False,Mallat,0.7677744020819539
sfa_equi-depth_True,Mallat,0.7599931743919693
sfa_equi-depth_False,Mallat,0.7515832121569813
isax,Meat,0.6076963112506212
sfa_equi-width_True,Meat,0.8907615521972051
sfa_equi-width_False,Meat,0.8649729977872109
sfa_equi-depth_True,Meat,0.8412314709696236
sfa_equi-depth_False,Meat,0.8156719342624449
isax,MedicalImages,0.7559954781466914
sfa_equi-width_True,MedicalImages,0.860680790799967
sfa_equi-width_False,MedicalImages,0.8621866239010241
sfa_equi-depth_True,MedicalImages,0.857090513680081
sfa_equi-depth_False,MedicalImages,0.8586641199111856
isax,MiddlePhalanxOutlineAgeGroup,0.8308780408911257
sfa_equi-width_True,MiddlePhalanxOutlineAgeGroup,0.9214988273493689
sfa_equi-width_False,MiddlePhalanxOutlineAgeGroup,0.9049299859541408
sfa_equi-depth_True,MiddlePhalanxOutlineAgeGroup,0.9110184555612808
sfa_equi-depth_False,MiddlePhalanxOutlineAgeGroup,0.8946413849948174
isax,MiddlePhalanxOutlineCorrect,0.8312984439114656
sfa_equi-width_True,MiddlePhalanxOutlineCorrect,0.9212846881089255
sfa_equi-width_False,MiddlePhalanxOutlineCorrect,0.905575940202119
sfa_equi-depth_True,MiddlePhalanxOutlineCorrect,0.9114163360414612
sfa_equi-depth_False,MiddlePhalanxOutlineCorrect,0.8958527325885519
isax,MiddlePhalanxTW,0.8235851766405571
sfa_equi-width_True,MiddlePhalanxTW,0.9167417337789739
sfa_equi-width_False,MiddlePhalanxTW,0.9022363620335591
sfa_equi-depth_True,MiddlePhalanxTW,0.9057330675099672
sfa_equi-depth_False,MiddlePhalanxTW,0.89130643660693
isax,MixedShapesRegularTrain,0.909920245588467
sfa_equi-width_True,MixedShapesRegularTrain,0.9716428419041785
sfa_equi-width_False,MixedShapesRegularTrain,0.9716428419041785
sfa_equi-depth_True,MixedShapesRegularTrain,0.9699652192407924
sfa_equi-depth_False,MixedShapesRegularTrain,0.9699652192407924
isax,MixedShapesSmallTrain,0.910050607670902
sfa_equi-width_True,MixedShapesSmallTrain,0.9726415233362569
sfa_equi-width_False,MixedShapesSmallTrain,0.9726415233362569
sfa_equi-depth_True,MixedShapesSmallTrain,0.9615509941603139
sfa_equi-depth_False,MixedShapesSmallTrain,0.9615509941603139
isax,MoteStrain,0.7666086876635708
sfa_equi-width_True,MoteStrain,0.7934340748860507
sfa_equi-width_False,MoteStrain,0.7952382752102621
sfa_equi-depth_True,MoteStrain,0.7403701923815827
sfa_equi-depth_False,MoteStrain,0.7445968693598185
isax,NonInvasiveFetalECGThorax1,0.751590824862882
sfa_equi-width_True,NonInvasiveFetalECGThorax1,0.8226935479026941
sfa_equi-width_False,NonInvasiveFetalECGThorax1,0.819204883050188
sfa_equi-depth_True,NonInvasiveFetalECGThorax1,0.8222736053678535
sfa_equi-depth_False,NonInvasiveFetalECGThorax1,0.8188927374579057
isax,NonInvasiveFetalECGThorax2,0.7191782320101378
sfa_equi-width_True,NonInvasiveFetalECGThorax2,0.7736530621984322
sfa_equi-width_False,NonInvasiveFetalECGThorax2,0.7385928746475531
sfa_equi-depth_True,NonInvasiveFetalECGThorax2,0.7742406903711633
sfa_equi-depth_False,NonInvasiveFetalECGThorax2,0.7392019621664043
isax,OliveOil,0.33422371331489686
sfa_equi-width_True,OliveOil,0.7052001367570889
