Method,Dataset,Pruning Power
sfa_equi-width_False,ChlorineConcentration,0.959375
sfa_equi-width_False,CinCECGTorso,0.8028985507246377
sfa_equi-width_False,Coffee,0.8214285714285714
sfa_equi-width_False,Computers,0.828
sfa_equi-width_False,CricketX,0.9128205128205128
sfa_equi-width_False,CricketY,0.9717948717948718
sfa_equi-width_False,CricketZ,0.823076923076923
sfa_equi-width_False,Crop,0.9988095238095238
sfa_equi-width_False,DiatomSizeReduction,0.9738562091503268
sfa_equi-width_False,DistalPhalanxOutlineAgeGroup,0.9928057553956835
sfa_equi-width_False,DistalPhalanxOutlineCorrect,0.9818840579710145
sfa_equi-width_False,DistalPhalanxTW,0.9424460431654677
sfa_equi-width_False,DodgerLoopDay,0.725
sfa_equi-width_False,DodgerLoopGame,0.21739130434782608
sfa_equi-width_False,DodgerLoopWeekend,0.2028985507246377
sfa_equi-width_False,Earthquakes,0.0
sfa_equi-width_False,ECG200,0.96
sfa_equi-width_False,ECG5000,0.9693333333333334
sfa_equi-width_False,ECGFiveDays,0.7015098722415796
sfa_equi-width_False,EOGHorizontalSignal,0.9917127071823204
sfa_equi-width_False,EOGVerticalSignal,0.9585635359116023
sfa_equi-width_False,EthanolLevel,0.948
sfa_equi-width_False,FaceAll,0.5284023668639053
sfa_equi-width_False,FaceFour,0.7386363636363636
sfa_equi-width_False,FacesUCR,0.7907317073170732
sfa_equi-width_False,FiftyWords,0.9978021978021978
sfa_equi-width_False,Fish,0.9828571428571429
sfa_equi-width_False,FordA,0.0
sfa_equi-width_False,FordB,0.0
sfa_equi-width_False,FreezerRegularTrain,0.98
sfa_equi-width_False,FreezerSmallTrain,0.8908771929824562
sfa_equi-width_False,Fungi,0.9301075268817204
sfa_equi-width_False,GestureMidAirD1,0.9846153846153847
sfa_equi-width_False,GestureMidAirD2,0.9769230769230769
sfa_equi-width_False,GestureMidAirD3,1.0
sfa_equi-width_False,GesturePebbleZ1,0.5755813953488372
sfa_equi-width_False,GesturePebbleZ2,0.5506329113924051
sfa_equi-width_False,GunPoint,0.9733333333333334
sfa_equi-width_False,GunPointAgeSpan,0.9810126582278481
sfa_equi-width_False,GunPointMaleVersusFemale,0.9873417721518988
sfa_equi-width_False,GunPointOldVersusYoung,0.9746031746031746
sfa_equi-width_False,Ham,0.6857142857142857
sfa_equi-width_False,HandOutlines,1.0
sfa_equi-width_False,Haptics,0.9253246753246753
sfa_equi-width_False,Herring,0.96875
sfa_equi-width_False,HouseTwenty,0.15966386554621848
sfa_equi-width_False,InlineSkate,0.9890909090909091
sfa_equi-width_False,InsectEPGRegularTrain,0.927710843373494
sfa_equi-width_False,InsectEPGSmallTrain,0.8955823293172691
sfa_equi-width_False,InsectWingbeatSound,0.9833333333333333
sfa_equi-width_False,ItalyPowerDemand,0.9533527696793003
sfa_equi-width_False,LargeKitchenAppliances,0.38666666666666666
sfa_equi-width_False,Lightning2,0.5573770491803278
sfa_equi-width_False,Lightning7,0.5342465753424658
sfa_equi-width_False,Mallat,0.8724946695095949
sfa_equi-width_False,Meat,0.9666666666666667
sfa_equi-width_False,MedicalImages,0.993421052631579
sfa_equi-width_False,MiddlePhalanxOutlineAgeGroup,0.9285714285714286
sfa_equi-width_False,MiddlePhalanxOutlineCorrect,0.9175257731958762
sfa_equi-width_False,MiddlePhalanxTW,0.9805194805194806
sfa_equi-width_False,MixedShapesRegularTrain,0.9942268041237113
sfa_equi-width_False,MixedShapesSmallTrain,0.9888659793814433
sfa_equi-width_False,MoteStrain,0.6821086261980831
sfa_equi-width_False,NonInvasiveFetalECGThorax1,0.9511450381679389
sfa_equi-width_False,NonInvasiveFetalECGThorax2,0.9893129770992366
sfa_equi-width_False,OliveOil,0.7333333333333333
sfa_equi-width_False,OSULeaf,0.9793388429752066
sfa_equi-width_False,PhalangesOutlinesCorrect,0.993006993006993
sfa_equi-width_False,Phoneme,0.007383966244725738
sfa_equi-width_False,PickupGestureWiimoteZ,1.0
sfa_equi-width_False,PigAirwayPressure,0.9375
sfa_equi-width_False,PigArtPressure,0.0
sfa_equi-width_False,PigCVP,0.32211538461538464
sfa_equi-width_False,PLAID,0.8063314711359404
sfa_equi-width_False,Plane,1.0
sfa_equi-width_False,PowerCons,0.95
sfa_equi-width_False,ProximalPhalanxOutlineAgeGroup,0.9804878048780488
sfa_equi-width_False,ProximalPhalanxOutlineCorrect,0.9759450171821306
sfa_equi-width_False,ProximalPhalanxTW,0.975609756097561
sfa_equi-width_False,RefrigerationDevices,0.010666666666666666
sfa_equi-width_False,Rock,0.94
sfa_equi-width_False,ScreenType,0.7786666666666666
sfa_equi-width_False,SemgHandGenderCh2,0.006666666666666667
sfa_equi-width_False,SemgHandMovementCh2,0.015555555555555555
sfa_equi-width_False,SemgHandSubjectCh2,0.006666666666666667
sfa_equi-width_False,ShakeGestureWiimoteZ,0.7
sfa_equi-width_False,ShapeletSim,0.0
sfa_equi-width_False,ShapesAll,0.9966666666666667
sfa_equi-width_False,SmallKitchenAppliances,0.008
sfa_equi-width_False,SonyAIBORobotSurface1,0.6805324459234608
sfa_equi-width_False,SonyAIBORobotSurface2,0.7964323189926548
sfa_equi-width_False,StarLightCurves,0.9893152015541525
sfa_equi-width_False,Strawberry,0.9945945945945946
sfa_equi-width_False,SwedishLeaf,0.896
sfa_equi-width_False,Symbols,0.9467336683417086
sfa_equi-width_False,SyntheticControl,0.82
sfa_equi-width_False,ToeSegmentation1,0.8947368421052632
sfa_equi-width_False,ToeSegmentation2,0.8769230769230769
sfa_equi-width_False,Trace,0.94
sfa_equi-width_False,TwoLeadECG,0.8446005267778753
sfa_equi-width_False,TwoPatterns,0.9725
sfa_equi-width_False,UMD,0.9652777777777778
sfa_equi-width_False,UWaveGestureLibraryAll,0.974036850921273
sfa_equi-width_False,UWaveGestureLibraryX,0.9865996649916248
sfa_equi-width_False,UWaveGestureLibraryY,0.9955332216638749
sfa_equi-width_False,Wafer,0.9628487994808566
sfa_equi-width_False,Wine,1.0
sfa_equi-width_False,WordSynonyms,0.9858934169278997
sfa_equi-width_False,Worms,0.8441558441558441
sfa_equi-width_False,WormsTwoClass,0.8441558441558441
sfa_equi-width_False,Yoga,0.9836666666666667
sfa_equi-depth_True,ArrowHead,0.8971428571428571
sfa_equi-depth_True,Beef,0.9666666666666667
sfa_equi-depth_True,BeetleFly,0.7
sfa_equi-depth_True,BirdChicken,1.0
sfa_equi-depth_True,BME,0.9733333333333334
sfa_equi-depth_True,Car,0.9666666666666667
sfa_equi-depth_True,CBF,0.5855555555555556
sfa_equi-depth_True,Chinatown,0.9387755102040817
sfa_equi-depth_True,ChlorineConcentration,0.96328125
sfa_equi-depth_True,CinCECGTorso,0.8021739130434783
sfa_equi-depth_True,Coffee,0.8571428571428571
sfa_equi-depth_True,Computers,0.832
sfa_equi-depth_True,CricketX,0.8974358974358975
sfa_equi-depth_True,CricketY,0.8717948717948718
sfa_equi-depth_True,CricketZ,0.9538461538461539
sfa_equi-depth_True,Crop,0.9990476190476191
sfa_equi-depth_True,DiatomSizeReduction,0.9215686274509803
sfa_equi-depth_True,DistalPhalanxOutlineAgeGroup,0.9928057553956835
sfa_equi-depth_True,DistalPhalanxOutlineCorrect,0.9927536231884058
sfa_equi-depth_True,DistalPhalanxTW,0.9928057553956835
sfa_equi-depth_True,DodgerLoopDay,0.725
sfa_equi-depth_True,DodgerLoopGame,0.47101449275362317
sfa_equi-depth_True,DodgerLoopWeekend,0.2536231884057971
sfa_equi-depth_True,Earthquakes,0.0
sfa_equi-depth_True,ECG200,0.99
sfa_equi-depth_True,ECG5000,0.9271111111111111
sfa_equi-depth_True,ECGFiveDays,0.7456445993031359
sfa_equi-depth_True,EOGHorizontalSignal,0.9917127071823204
sfa_equi-depth_True,EOGVerticalSignal,0.994475138121547
sfa_equi-depth_True,EthanolLevel,0.986
sfa_equi-depth_True,FaceAll,0.7958579881656804
sfa_equi-depth_True,FaceFour,0.6477272727272727
sfa_equi-depth_True,FacesUCR,0.8209756097560975
sfa_equi-depth_True,FiftyWords,0.9912087912087912
sfa_equi-depth_True,Fish,0.9542857142857143
sfa_equi-depth_True,FordA,0.5659090909090909
sfa_equi-depth_True,FordB,0.774074074074074
sfa_equi-depth_True,FreezerRegularTrain,0.9284210526315789
sfa_equi-depth_True,FreezerSmallTrain,0.8968421052631579
sfa_equi-depth_True,Fungi,0.9623655913978495
sfa_equi-depth_True,GestureMidAirD1,0.9846153846153847
sfa_equi-depth_True,GestureMidAirD2,1.0
sfa_equi-depth_True,GestureMidAirD3,1.0
sfa_equi-depth_True,GesturePebbleZ1,0.6162790697674418
sfa_equi-depth_True,GesturePebbleZ2,0.6835443037974683
sfa_equi-depth_True,GunPoint,0.9666666666666667
sfa_equi-depth_True,GunPointAgeSpan,0.9968354430379747
sfa_equi-depth_True,GunPointMaleVersusFemale,0.9968354430379747
sfa_equi-depth_True,GunPointOldVersusYoung,1.0
sfa_equi-depth_True,Ham,0.638095238095238
sfa_equi-depth_True,HandOutlines,0.9972972972972973
sfa_equi-depth_True,Haptics,0.9123376623376623
sfa_equi-depth_True,Herring,0.9375
sfa_equi-depth_True,HouseTwenty,0.3025210084033613
sfa_equi-depth_True,InlineSkate,0.9945454545454545
sfa_equi-depth_True,InsectEPGRegularTrain,0.9558232931726908
sfa_equi-depth_True,InsectEPGSmallTrain,0.8032128514056225
sfa_equi-depth_True,InsectWingbeatSound,0.9611111111111111
sfa_equi-depth_True,ItalyPowerDemand,0.9815354713313897
sfa_equi-depth_True,LargeKitchenAppliances,0.26666666666666666
sfa_equi-depth_True,Lightning2,0.5573770491803278
sfa_equi-depth_True,Lightning7,0.8082191780821918
sfa_equi-depth_True,Mallat,0.8759061833688699
sfa_equi-depth_True,Meat,0.9333333333333333
sfa_equi-depth_True,MedicalImages,0.9881578947368421
sfa_equi-depth_True,MiddlePhalanxOutlineAgeGroup,0.9675324675324676
sfa_equi-depth_True,MiddlePhalanxOutlineCorrect,0.979381443298969
sfa_equi-depth_True,MiddlePhalanxTW,0.9935064935064936
sfa_equi-depth_True,MixedShapesRegularTrain,0.9921649484536083
sfa_equi-depth_True,MixedShapesSmallTrain,0.9806185567010309
sfa_equi-depth_True,MoteStrain,0.6685303514376997
sfa_equi-depth_True,NonInvasiveFetalECGThorax1,0.9933842239185751
sfa_equi-depth_True,NonInvasiveFetalECGThorax2,0.9903307888040712
sfa_equi-depth_True,OliveOil,0.7333333333333333
sfa_equi-depth_True,OSULeaf,0.9917355371900827
sfa_equi-depth_True,PhalangesOutlinesCorrect,0.9953379953379954
sfa_equi-depth_True,Phoneme,0.03217299578059072
sfa_equi-depth_True,PickupGestureWiimoteZ,0.96
sfa_equi-depth_True,PigAirwayPressure,0.9615384615384616
sfa_equi-depth_True,PigArtPressure,0.9278846153846154
sfa_equi-depth_True,PigCVP,0.6442307692307693
sfa_equi-depth_True,PLAID,0.7914338919925512
sfa_equi-depth_True,Plane,0.9904761904761905
sfa_equi-depth_True,PowerCons,0.8722222222222222
sfa_equi-depth_True,ProximalPhalanxOutlineAgeGroup,0.9707317073170731
sfa_equi-depth_True,ProximalPhalanxOutlineCorrect,0.979381443298969
sfa_equi-depth_True,ProximalPhalanxTW,0.9560975609756097
sfa_equi-depth_True,RefrigerationDevices,0.058666666666666666
sfa_equi-depth_True,Rock,0.8
sfa_equi-depth_True,ScreenType,0.84
sfa_equi-depth_True,SemgHandGenderCh2,0.005
sfa_equi-depth_True,SemgHandMovementCh2,0.017777777777777778
sfa_equi-depth_True,SemgHandSubjectCh2,0.011111111111111112
sfa_equi-depth_True,ShakeGestureWiimoteZ,0.86
sfa_equi-depth_True,ShapeletSim,0.0
sfa_equi-depth_True,ShapesAll,0.9866666666666667
sfa_equi-depth_True,SmallKitchenAppliances,0.008
sfa_equi-depth_True,SonyAIBORobotSurface1,0.64891846921797
sfa_equi-depth_True,SonyAIBORobotSurface2,0.8614900314795383
sfa_equi-depth_True,StarLightCurves,0.977294803302574
sfa_equi-depth_True,Strawberry,1.0
sfa_equi-depth_True,SwedishLeaf,0.9728
sfa_equi-depth_True,Symbols,0.9125628140703518
sfa_equi-depth_True,SyntheticControl,0.8
sfa_equi-depth_True,ToeSegmentation1,0.9122807017543859
sfa_equi-depth_True,ToeSegmentation2,0.9384615384615385
sfa_equi-depth_True,Trace,0.95
sfa_equi-depth_True,TwoLeadECG,0.9578577699736611
sfa_equi-depth_True,TwoPatterns,0.976
sfa_equi-depth_True,UMD,0.9305555555555556
sfa_equi-depth_True,UWaveGestureLibraryAll,0.9829704075935232
sfa_equi-depth_True,UWaveGestureLibraryX,0.9905080960357342
sfa_equi-depth_True,UWaveGestureLibraryY,0.9910664433277498
sfa_equi-depth_True,Wafer,0.9746917585983128
sfa_equi-depth_True,Wine,0.9444444444444444
sfa_equi-depth_True,WordSynonyms,0.9905956112852664
sfa_equi-depth_True,Worms,0.8311688311688312
sfa_equi-depth_True,WormsTwoClass,0.8311688311688312
sfa_equi-depth_True,Yoga,0.9943333333333333
sfa_equi-depth_False,ArrowHead,0.9314285714285714
sfa_equi-depth_False,Beef,0.9666666666666667
sfa_equi-depth_False,BeetleFly,0.8
sfa_equi-depth_False,BirdChicken,0.9
sfa_equi-depth_False,BME,0.9066666666666666
sfa_equi-depth_False,Car,0.9833333333333333
sfa_equi-depth_False,CBF,0.6477777777777778
sfa_equi-depth_False,Chinatown,0.8892128279883382
sfa_equi-depth_False,ChlorineConcentration,0.9640625
sfa_equi-depth_False,CinCECGTorso,0.6978260869565217
sfa_equi-depth_False,Coffee,0.8571428571428571
sfa_equi-depth_False,Computers,0.796
sfa_equi-depth_False,CricketX,0.8512820512820513
sfa_equi-depth_False,CricketY,0.9384615384615385
sfa_equi-depth_False,CricketZ,0.9128205128205128
sfa_equi-depth_False,Crop,0.9986904761904762
sfa_equi-depth_False,DiatomSizeReduction,0.9477124183006536
sfa_equi-depth_False,DistalPhalanxOutlineAgeGroup,0.9280575539568345
sfa_equi-depth_False,DistalPhalanxOutlineCorrect,0.9855072463768116
sfa_equi-depth_False,DistalPhalanxTW,0.9856115107913669
sfa_equi-depth_False,DodgerLoopDay,0.7625
sfa_equi-depth_False,DodgerLoopGame,0.1956521739130435
sfa_equi-depth_False,DodgerLoopWeekend,0.13043478260869565
sfa_equi-depth_False,Earthquakes,0.0
sfa_equi-depth_False,ECG200,0.98
sfa_equi-depth_False,ECG5000,0.9555555555555556
sfa_equi-depth_False,ECGFiveDays,0.7804878048780488
sfa_equi-depth_False,EOGHorizontalSignal,0.9696132596685083
sfa_equi-depth_False,EOGVerticalSignal,0.9751381215469613
sfa_equi-depth_False,EthanolLevel,0.998
sfa_equi-depth_False,FaceAll,0.5106508875739645
sfa_equi-depth_False,FaceFour,0.29545454545454547
sfa_equi-depth_False,FacesUCR,0.651219512195122
sfa_equi-depth_False,FiftyWords,0.989010989010989
sfa_equi-depth_False,Fish,0.9714285714285714
sfa_equi-depth_False,FordA,0.0
sfa_equi-depth_False,FordB,0.0
sfa_equi-depth_False,FreezerRegularTrain,0.9287719298245614
sfa_equi-depth_False,FreezerSmallTrain,0.871578947368421
sfa_equi-depth_False,Fungi,0.8978494623655914
sfa_equi-depth_False,GestureMidAirD1,0.9846153846153847
sfa_equi-depth_False,GestureMidAirD2,0.9769230769230769
sfa_equi-depth_False,GestureMidAirD3,0.9846153846153847
sfa_equi-depth_False,GesturePebbleZ1,0.6046511627906976
sfa_equi-depth_False,GesturePebbleZ2,0.5949367088607594
sfa_equi-depth_False,GunPoint,0.88
sfa_equi-depth_False,GunPointAgeSpan,0.9936708860759493
sfa_equi-depth_False,GunPointMaleVersusFemale,0.9936708860759493
sfa_equi-depth_False,GunPointOldVersusYoung,0.9873015873015873
sfa_equi-depth_False,Ham,0.3238095238095238
sfa_equi-depth_False,HandOutlines,1.0
sfa_equi-depth_False,Haptics,0.9805194805194806
sfa_equi-depth_False,Herring,0.953125
sfa_equi-depth_False,HouseTwenty,0.3865546218487395
sfa_equi-depth_False,InlineSkate,0.9890909090909091
