Method,Dataset,Pruning_Power
isax,ASTRO,0.7319164
sfa_equi-width_True,ASTRO,0.76409214
sfa_equi-width_False,ASTRO,0.76409214
sfa_equi-depth_True,ASTRO,0.830440116
sfa_equi-depth_False,ASTRO,0.830440116
isax,BIGANN,0.22091458800000002
sfa_equi-width_True,BIGANN,0.47448260400000003
sfa_equi-width_False,BIGANN,0.16719195
sfa_equi-depth_True,BIGANN,0.5489784090000001
sfa_equi-depth_False,BIGANN,0.21507082800000002
isax,SALD,0.48755127800000003
sfa_equi-width_True,SALD,0.489423802
sfa_equi-width_False,SALD,0.48980167300000005
sfa_equi-depth_True,SALD,0.49464557600000003
sfa_equi-depth_False,SALD,0.495006445
isax,SIFT1B,0.078809656
sfa_equi-width_True,SIFT1B,0.8724598090000001
sfa_equi-width_False,SIFT1B,0.122247979
sfa_equi-depth_True,SIFT1B,0.9115083490000001
sfa_equi-depth_False,SIFT1B,0.154768011
isax,DEEP1B,0.710571603
sfa_equi-width_True,DEEP1B,0.7973029880000001
sfa_equi-width_False,DEEP1B,0.707359497
sfa_equi-depth_True,DEEP1B,0.8476835060000001
sfa_equi-depth_False,DEEP1B,0.756033245
isax,SCEDC,0.9091420330000001
sfa_equi-width_True,SCEDC,0.9992274050000001
sfa_equi-width_False,SCEDC,0.804603701
sfa_equi-depth_True,SCEDC,0.999473661
sfa_equi-depth_False,SCEDC,0.8540634250000001
isax,ETHZ,0.6743904945888253
sfa_equi-width_True,ETHZ,0.666371499926699
sfa_equi-width_False,ETHZ,0.6670473932540268
sfa_equi-depth_True,ETHZ,0.6732265545264524
sfa_equi-depth_False,ETHZ,0.6725879417135956
isax,ISC_EHB_DepthPhases,0.9896060141334969
sfa_equi-width_True,ISC_EHB_DepthPhases,0.9863888813839051
sfa_equi-width_False,ISC_EHB_DepthPhases,0.9853019917847379
sfa_equi-depth_True,ISC_EHB_DepthPhases,0.9942395810431275
sfa_equi-depth_False,ISC_EHB_DepthPhases,0.9922187906869858
isax,LenDB,0.9648605732853079
sfa_equi-width_True,LenDB,0.9674266389860405
sfa_equi-width_False,LenDB,0.9552745398021683
sfa_equi-depth_True,LenDB,0.9814139902003135
sfa_equi-depth_False,LenDB,0.967812906996092
isax,Iquique,0.36866675995459985
sfa_equi-width_True,Iquique,0.3597839693324557
sfa_equi-width_False,Iquique,0.360968553328738
sfa_equi-depth_True,Iquique,0.3696002957572993
sfa_equi-depth_False,Iquique,0.3701319160477703
isax,NEIC,0.8137716381471448
sfa_equi-width_True,NEIC,0.7990843965693888
sfa_equi-width_False,NEIC,0.7991242115509494
sfa_equi-depth_True,NEIC,0.800216522866987
sfa_equi-depth_False,NEIC,0.8016435737304407
isax,OBS,0.8936639459344611
sfa_equi-width_True,OBS,0.8909581779487656
sfa_equi-width_False,OBS,0.8890153962311298
sfa_equi-depth_True,OBS,0.8796746921004421
sfa_equi-depth_False,OBS,0.8794318429397019
isax,OBST2024,0.0230768886848374
sfa_equi-width_True,OBST2024,0.08421102983772298
sfa_equi-width_False,OBST2024,0.03240628868531815
sfa_equi-depth_True,OBST2024,0.044080499114218887
sfa_equi-depth_False,OBST2024,0.0007382799260607139
isax,PNW,0.3398422431855439
sfa_equi-width_True,PNW,0.3397124629001972
sfa_equi-width_False,PNW,0.33214299589987184
sfa_equi-depth_True,PNW,0.3418338424394276
sfa_equi-depth_False,PNW,0.3303125728297341
isax,Meier2019JGR,0.8929259258850132
sfa_equi-width_True,Meier2019JGR,0.8805747715398881
sfa_equi-width_False,Meier2019JGR,0.8805747715398881
sfa_equi-depth_True,Meier2019JGR,0.9321191901444291
sfa_equi-depth_False,Meier2019JGR,0.9321191901444291
isax,STEAD,0.1598000795043046
sfa_equi-width_True,STEAD,0.15551095034070878
sfa_equi-width_False,STEAD,0.15551095034070878
sfa_equi-depth_True,STEAD,0.0787534910185648
sfa_equi-depth_False,STEAD,0.0787534910185648
isax,TXED,0.06484047366544715
sfa_equi-width_True,TXED,0.10263169626450704
sfa_equi-width_False,TXED,0.07042509088854522
sfa_equi-depth_True,TXED,0.09949549919824077
sfa_equi-depth_False,TXED,0.07803239337252378
