Method,Dataset,TLB
SAX-TD,ArrowHead,0.1319726633800305
SAX-TD,Beef,0.18096483034712244
SAX-TD,BeetleFly,0.2762221949094092
SAX-TD,BirdChicken,0.36886091649644986
SAX-TD,BME,0.39810335051933826
SAX-TD,Car,0.1337592866429705
SAX-TD,CBF,0.34946426199499114
SAX-TD,Chinatown,0.09179258815240876
SAX-TD,ChlorineConcentration,0.04859002898077424
SAX-TD,CinCECGTorso,0.19916307028192784
SAX-TD,Coffee,0.0
SAX-TD,Computers,0.27056826166268755
SAX-TD,CricketX,0.33050552663676724
SAX-TD,CricketY,0.33884985350105856
SAX-TD,CricketZ,0.3308738407239945
SAX-TD,Crop,0.40446158475234295
SAX-TD,DiatomSizeReduction,0.011127270772834909
SAX-TD,DistalPhalanxOutlineAgeGroup,0.05739664356566443
SAX-TD,DistalPhalanxOutlineCorrect,0.07786692017931657
SAX-TD,DistalPhalanxTW,0.054268719584301094
SAX-TD,DodgerLoopDay,0.184186215202869
SAX-TD,DodgerLoopGame,0.17849525992198007
SAX-TD,DodgerLoopWeekend,0.19267884866916535
SAX-TD,Earthquakes,0.020034618725924946
SAX-TD,ECG200,0.29246312003999503
SAX-TD,ECG5000,0.2262310282799961
SAX-TD,ECGFiveDays,0.09569497158398749
SAX-TD,EOGHorizontalSignal,0.34248824205868356
SAX-TD,EOGVerticalSignal,0.3198483756661062
SAX-TD,EthanolLevel,5.503030466840643e-05
SAX-TD,FaceAll,0.14037145838017198
SAX-TD,FaceFour,0.06117707594837044
SAX-TD,FacesUCR,0.08526469673153539
SAX-TD,FiftyWords,0.3651431900611631
SAX-TD,Fish,0.05463848263687602
SAX-TD,FordA,0.0004972996293717689
SAX-TD,FordB,8.010865901386355e-05
SAX-TD,FreezerRegularTrain,0.2855311266774217
SAX-TD,FreezerSmallTrain,0.28055400256857344
SAX-TD,Fungi,0.2882252624170169
SAX-TD,GestureMidAirD1,0.3725836196320776
SAX-TD,GestureMidAirD2,0.3097500556943781
SAX-TD,GestureMidAirD3,0.4134120860700916
SAX-TD,GesturePebbleZ1,0.2618954207534051
SAX-TD,GesturePebbleZ2,0.26039508843559445
SAX-TD,GunPoint,0.3148016297419449
SAX-TD,GunPointAgeSpan,0.35232512193864435
SAX-TD,GunPointMaleVersusFemale,0.35307151456079416
SAX-TD,GunPointOldVersusYoung,0.3523784890024637
SAX-TD,Ham,0.09923369749722906
SAX-TD,HandOutlines,0.012546000148522017
SAX-TD,Haptics,0.1670778911347703
SAX-TD,Herring,0.03822494487359936
SAX-TD,HouseTwenty,0.2598262266844665
SAX-TD,InlineSkate,0.3073484391202082
SAX-TD,InsectEPGRegularTrain,0.35691408947586695
SAX-TD,InsectEPGSmallTrain,0.354818841440772
SAX-TD,InsectWingbeatSound,0.27989770183204943
SAX-TD,ItalyPowerDemand,0.27628331880033313
SAX-TD,LargeKitchenAppliances,0.1933961424971064
SAX-TD,Lightning2,0.21481706218207272
SAX-TD,Lightning7,0.2475737356075695
SAX-TD,Mallat,0.004495705482096215
SAX-TD,Meat,0.0
SAX-TD,MedicalImages,0.25245378594510576
SAX-TD,MiddlePhalanxOutlineAgeGroup,0.010677106877273766
SAX-TD,MiddlePhalanxOutlineCorrect,0.016441608902368527
SAX-TD,MiddlePhalanxTW,0.009898490252386849
SAX-TD,MixedShapesRegularTrain,0.34392929990042037
SAX-TD,MixedShapesSmallTrain,0.34186164196761587
SAX-TD,MoteStrain,0.2926911714622515
SAX-TD,NonInvasiveFetalECGThorax1,0.061209404993653696
SAX-TD,NonInvasiveFetalECGThorax2,0.07832472914440737
SAX-TD,OliveOil,0.0
SAX-TD,OSULeaf,0.33804394413200484
SAX-TD,PhalangesOutlinesCorrect,0.03091951199271156
SAX-TD,Phoneme,0.026213745325498222
SAX-TD,PickupGestureWiimoteZ,0.276386468671498
SAX-TD,PigAirwayPressure,0.3675323106916507
SAX-TD,PigArtPressure,0.08090847133800894
SAX-TD,PigCVP,0.25290007725497043
SAX-TD,PLAID,0.219860294855587
SAX-TD,Plane,0.21939251943292795
SAX-TD,PowerCons,0.35186800728971485
SAX-TD,ProximalPhalanxOutlineAgeGroup,0.00036458861076388093
SAX-TD,ProximalPhalanxOutlineCorrect,0.00455178656491867
SAX-TD,ProximalPhalanxTW,0.0003940225923933806
SAX-TD,RefrigerationDevices,0.0504108735006499
SAX-TD,Rock,0.28607833279542144
SAX-TD,ScreenType,0.28373881943929424
SAX-TD,SemgHandGenderCh2,0.058957899989670444
SAX-TD,SemgHandMovementCh2,0.05831590471802763
SAX-TD,SemgHandSubjectCh2,0.05820735634154711
SAX-TD,ShakeGestureWiimoteZ,0.2320828767526238
SAX-TD,ShapeletSim,0.008855031708934116
SAX-TD,ShapesAll,0.38918132499170877
SAX-TD,SmallKitchenAppliances,0.048275018185108695
SAX-TD,SonyAIBORobotSurface1,0.21262929297207786
