Method,Dataset,TLB
isax,ArrowHead,0.7429974284573947
sfa_equi-width_True_True_0.3,ArrowHead,0.9328731390571173
sfa_equi-width_True_True_0.4,ArrowHead,0.9258889926563201
sfa_equi-width_True_True_0.5,ArrowHead,0.9258889926563201
sfa_equi-width_True_True_0.6,ArrowHead,0.9270904414901467
isax,Beef,0.7179948548002989
sfa_equi-width_True_True_0.3,Beef,0.8651432321486139
sfa_equi-width_True_True_0.4,Beef,0.8658424725660228
sfa_equi-width_True_True_0.5,Beef,0.8658424725660228
sfa_equi-width_True_True_0.6,Beef,0.866258760070206
isax,BeetleFly,0.7486909398907654
sfa_equi-width_True_True_0.3,BeetleFly,0.839857982108949
sfa_equi-width_True_True_0.4,BeetleFly,0.839857982108949
sfa_equi-width_True_True_0.5,BeetleFly,0.8393444087252988
sfa_equi-width_True_True_0.6,BeetleFly,0.8393444087252988
isax,BirdChicken,0.8704882637073894
sfa_equi-width_True_True_0.3,BirdChicken,0.9658274680294334
sfa_equi-width_True_True_0.4,BirdChicken,0.9603301305765299
sfa_equi-width_True_True_0.5,BirdChicken,0.9605775082250784
sfa_equi-width_True_True_0.6,BirdChicken,0.9600156104141219
isax,BME,0.8539148185958564
sfa_equi-width_True_True_0.3,BME,0.9160508670564496
sfa_equi-width_True_True_0.4,BME,0.9146897491688206
sfa_equi-width_True_True_0.5,BME,0.9146897491688206
sfa_equi-width_True_True_0.6,BME,0.9137407120489173
isax,Car,0.7831382483044516
sfa_equi-width_True_True_0.3,Car,0.9296087881842392
sfa_equi-width_True_True_0.4,Car,0.923176999767666
sfa_equi-width_True_True_0.5,Car,0.9230558120167869
sfa_equi-width_True_True_0.6,Car,0.9230300767996522
isax,CBF,0.7104309574970138
sfa_equi-width_True_True_0.3,CBF,0.7733665266185841
sfa_equi-width_True_True_0.4,CBF,0.7717374788952238
sfa_equi-width_True_True_0.5,CBF,0.7716060285470582
sfa_equi-width_True_True_0.6,CBF,0.7715589384399257
isax,Chinatown,0.7951454780185198
sfa_equi-width_True_True_0.3,Chinatown,0.9281072705451952
sfa_equi-width_True_True_0.4,Chinatown,0.9230764232356763
sfa_equi-width_True_True_0.5,Chinatown,0.9231169949956353
sfa_equi-width_True_True_0.6,Chinatown,0.9231169949956353
isax,ChlorineConcentration,0.36852732559255225
sfa_equi-width_True_True_0.3,ChlorineConcentration,0.6067066943542454
sfa_equi-width_True_True_0.4,ChlorineConcentration,0.6077262740593302
sfa_equi-width_True_True_0.5,ChlorineConcentration,0.6086560888301918
sfa_equi-width_True_True_0.6,ChlorineConcentration,0.6086762321270278
isax,CinCECGTorso,0.5699951921679803
sfa_equi-width_True_True_0.3,CinCECGTorso,0.6312562085482804
sfa_equi-width_True_True_0.4,CinCECGTorso,0.6301850716064775
sfa_equi-width_True_True_0.5,CinCECGTorso,0.6303826958989894
sfa_equi-width_True_True_0.6,CinCECGTorso,0.6303826958989894
isax,Coffee,0.47671234044524424
sfa_equi-width_True_True_0.3,Coffee,0.7796666335619902
sfa_equi-width_True_True_0.4,Coffee,0.7793243799907822
sfa_equi-width_True_True_0.5,Coffee,0.7789839660164399
sfa_equi-width_True_True_0.6,Coffee,0.7776903930450302
isax,Computers,0.6427961080878317
sfa_equi-width_True_True_0.3,Computers,0.7168348612594484
sfa_equi-width_True_True_0.4,Computers,0.7172799160761191
sfa_equi-width_True_True_0.5,Computers,0.7166037107510251
sfa_equi-width_True_True_0.6,Computers,0.7160242936585133
isax,CricketX,0.7278729514384021
sfa_equi-width_True_True_0.3,CricketX,0.7905387928516432
sfa_equi-width_True_True_0.4,CricketX,0.7903310684600257
sfa_equi-width_True_True_0.5,CricketX,0.7903310684600257
sfa_equi-width_True_True_0.6,CricketX,0.7903310684600257
isax,CricketY,0.7454580622100008
sfa_equi-width_True_True_0.3,CricketY,0.8183691289287669
sfa_equi-width_True_True_0.4,CricketY,0.8180642764389103
sfa_equi-width_True_True_0.5,CricketY,0.8180642764389103
sfa_equi-width_True_True_0.6,CricketY,0.8172057357902196
isax,CricketZ,0.7260497564641167
sfa_equi-width_True_True_0.3,CricketZ,0.7897889997927827
sfa_equi-width_True_True_0.4,CricketZ,0.7898546477138296
sfa_equi-width_True_True_0.5,CricketZ,0.7898546477138296
sfa_equi-width_True_True_0.6,CricketZ,0.7898546477138296
isax,Crop,0.8543705209310762
sfa_equi-width_True_True_0.3,Crop,0.8915370156961641
sfa_equi-width_True_True_0.4,Crop,0.8898316033814104
sfa_equi-width_True_True_0.5,Crop,0.8896570360271793
sfa_equi-width_True_True_0.6,Crop,0.8886615696240672
isax,DiatomSizeReduction,0.6206080963203924
sfa_equi-width_True_True_0.3,DiatomSizeReduction,0.9552847767003844
sfa_equi-width_True_True_0.4,DiatomSizeReduction,0.9482109485772928
sfa_equi-width_True_True_0.5,DiatomSizeReduction,0.9480910376269399
sfa_equi-width_True_True_0.6,DiatomSizeReduction,0.9481095499331781
isax,DistalPhalanxOutlineAgeGroup,0.6897720233279206
sfa_equi-width_True_True_0.3,DistalPhalanxOutlineAgeGroup,0.8524541460587396
sfa_equi-width_True_True_0.4,DistalPhalanxOutlineAgeGroup,0.8524541460587396
sfa_equi-width_True_True_0.5,DistalPhalanxOutlineAgeGroup,0.8526907150762152
sfa_equi-width_True_True_0.6,DistalPhalanxOutlineAgeGroup,0.8509828073791735
isax,DistalPhalanxOutlineCorrect,0.7143611083743191
sfa_equi-width_True_True_0.3,DistalPhalanxOutlineCorrect,0.843943184598066
sfa_equi-width_True_True_0.4,DistalPhalanxOutlineCorrect,0.8397586814557507
sfa_equi-width_True_True_0.5,DistalPhalanxOutlineCorrect,0.8391732651189839
