Method,Dataset,Pruning_Power
isax,ASTRO,0.42907033600000005
sfa_equi-width_True,ASTRO,0.508475914
sfa_equi-width_False,ASTRO,0.508475914
sfa_equi-depth_True,ASTRO,0.499227083
sfa_equi-depth_False,ASTRO,0.499227083
isax,BIGANN,0.01491272
sfa_equi-width_True,BIGANN,0.071895556
sfa_equi-width_False,BIGANN,0.016379995
sfa_equi-depth_True,BIGANN,0.070628537
sfa_equi-depth_False,BIGANN,0.015539644000000002
isax,SALD,0.19049721800000002
sfa_equi-width_True,SALD,0.204840659
sfa_equi-width_False,SALD,0.207686386
sfa_equi-depth_True,SALD,0.20408663600000002
sfa_equi-depth_False,SALD,0.20637992300000002
isax,SIFT1B,0.013771693000000002
sfa_equi-width_True,SIFT1B,0.33693079200000003
sfa_equi-width_False,SIFT1B,0.019211005
sfa_equi-depth_True,SIFT1B,0.35864717100000004
sfa_equi-depth_False,SIFT1B,0.022451682
isax,DEEP1B,0.339505957
sfa_equi-width_True,DEEP1B,0.36563986600000004
sfa_equi-width_False,DEEP1B,0.361716764
sfa_equi-depth_True,DEEP1B,0.36468773400000004
sfa_equi-depth_False,DEEP1B,0.359749348
isax,SCEDC,0.260207921
sfa_equi-width_True,SCEDC,0.924390986
sfa_equi-width_False,SCEDC,0.175752667
sfa_equi-depth_True,SCEDC,0.9253664800000001
sfa_equi-depth_False,SCEDC,0.176094742
isax,ETHZ,0.5451827975226058
sfa_equi-width_True,ETHZ,0.5296280308668259
sfa_equi-width_False,ETHZ,0.5287373225750515
sfa_equi-depth_True,ETHZ,0.5303705371134121
sfa_equi-depth_False,ETHZ,0.5294433603183724
isax,ISC_EHB_DepthPhases,0.8884245064982166
sfa_equi-width_True,ISC_EHB_DepthPhases,0.8613706211726047
sfa_equi-width_False,ISC_EHB_DepthPhases,0.8571909777752824
sfa_equi-depth_True,ISC_EHB_DepthPhases,0.8613195291405572
sfa_equi-depth_False,ISC_EHB_DepthPhases,0.8574915659327662
isax,LenDB,0.6412888261873406
sfa_equi-width_True,LenDB,0.6308872074536888
sfa_equi-width_False,LenDB,0.6463314837298726
sfa_equi-depth_True,LenDB,0.6333208421673963
sfa_equi-depth_False,LenDB,0.6458671817783966
isax,Iquique,0.12347596021787914
sfa_equi-width_True,Iquique,0.13438729694758428
sfa_equi-width_False,Iquique,0.13653746287917656
sfa_equi-depth_True,Iquique,0.13536802953426863
sfa_equi-depth_False,Iquique,0.1366165503158833
isax,NEIC,0.5724182991553205
sfa_equi-width_True,NEIC,0.5337816954991773
sfa_equi-width_False,NEIC,0.5305432561735794
sfa_equi-depth_True,NEIC,0.5322844463806595
sfa_equi-depth_False,NEIC,0.5289832935040036
isax,OBS,0.7693274777243023
sfa_equi-width_True,OBS,0.7295318044944332
sfa_equi-width_False,OBS,0.7292020505171602
sfa_equi-depth_True,OBS,0.7285548319378768
sfa_equi-depth_False,OBS,0.728701702890182
isax,OBST2024,0.0
sfa_equi-width_True,OBST2024,0.0030063434907708097
sfa_equi-width_False,OBST2024,0.0
sfa_equi-depth_True,OBST2024,0.0030437698459437955
sfa_equi-depth_False,OBST2024,0.0
isax,PNW,0.09953445039337613
sfa_equi-width_True,PNW,0.0919958837306834
sfa_equi-width_False,PNW,0.09188350187590989
sfa_equi-depth_True,PNW,0.09238778875971901
sfa_equi-depth_False,PNW,0.09221380728576271
isax,Meier2019JGR,0.48547882610425347
sfa_equi-width_True,Meier2019JGR,0.5548710888302656
sfa_equi-width_False,Meier2019JGR,0.5548710888302656
sfa_equi-depth_True,Meier2019JGR,0.5698100264751614
sfa_equi-depth_False,Meier2019JGR,0.5698100264751614
isax,STEAD,0.017958128817098528
sfa_equi-width_True,STEAD,0.01721093065267017
sfa_equi-width_False,STEAD,0.01721093065267017
sfa_equi-depth_True,STEAD,0.017177253637535386
sfa_equi-depth_False,STEAD,0.017177253637535386
isax,TXED,0.002935789761582258
sfa_equi-width_True,TXED,0.028332146819688427
sfa_equi-width_False,TXED,0.014281680239322752
sfa_equi-depth_True,TXED,0.028344949966924618
sfa_equi-depth_False,TXED,0.01613745758076218
