Method,Dataset,Pruning Power
isax,ArrowHead,0.7293650793650793
isax,Beef,0.8188888888888889
isax,BeetleFly,0.5775
isax,BirdChicken,0.83
isax,BME,0.8668888888888889
isax,Car,0.8272222222222222
isax,CBF,0.6006296296296296
isax,Chinatown,0.7479591836734694
isax,ChlorineConcentration,0.8358661224125624
isax,CinCECGTorso,0.6235507246376811
isax,Coffee,0.17857142857142858
isax,Computers,0.625408
isax,CricketX,0.7893951347797502
isax,CricketY,0.8507363576594346
isax,CricketZ,0.7841091387245234
isax,Crop,0.9826646246693121
isax,DiatomSizeReduction,0.678921568627451
isax,DistalPhalanxOutlineAgeGroup,0.767248201438849
isax,DistalPhalanxOutlineCorrect,0.820012077294686
isax,DistalPhalanxTW,0.7579136690647482
isax,DodgerLoopDay,0.2403846153846154
isax,DodgerLoopGame,0.16268115942028985
isax,DodgerLoopWeekend,0.2398550724637681
isax,Earthquakes,0.0
isax,ECG200,0.8187
isax,ECG5000,0.8746924444444445
isax,ECGFiveDays,0.49093571681058423
isax,EOGHorizontalSignal,0.9392341503617105
isax,EOGVerticalSignal,0.9042993193125973
isax,EthanolLevel,0.5872619047619048
isax,FaceAll,0.4301912510566357
isax,FaceFour,0.14962121212121213
isax,FacesUCR,0.41860975609756096
isax,FiftyWords,0.9593894993894994
isax,Fish,0.793338775510204
isax,FordA,0.0
isax,FordB,0.0
isax,FreezerRegularTrain,0.9225730994152047
isax,FreezerSmallTrain,0.8583834586466166
isax,Fungi,0.8906810035842294
isax,GestureMidAirD1,0.9634245562130177
isax,GestureMidAirD2,0.9325813609467456
isax,GestureMidAirD3,0.9706730769230769
isax,GesturePebbleZ1,0.4434901338971106
isax,GesturePebbleZ2,0.4252210854863881
isax,GunPoint,0.9149333333333334
isax,GunPointAgeSpan,0.9655649320206282
isax,GunPointMaleVersusFemale,0.9653774027191748
isax,GunPointOldVersusYoung,0.9640522875816994
isax,Ham,0.18392311052861512
isax,HandOutlines,0.8541972972972973
isax,Haptics,0.8173648931713448
isax,Herring,0.588623046875
isax,HouseTwenty,0.22373949579831934
isax,InlineSkate,0.9454181818181818
isax,InsectEPGRegularTrain,0.8756315584920327
isax,InsectEPGSmallTrain,0.7854949208599102
