Method,Dataset,TLB
SAX-TD,ASTRO,0.2889976163770345
SAX-TD,BIGANN,0.1914675525850657
SAX-TD,SALD,0.5391623905028419
SAX-TD,SIFT1B,0.40423329389566015
SAX-TD,DEPP1B,0.38315519798872366
SAX-TD,SCEDC,0.2619911969199031
SAX-TD,ETHZ,0.5179210585798165
SAX-TD,ISC_EHB_DepthPhases,0.6380299197734011
SAX-TD,LenDB,0.5512954413641391
SAX-TD,Iquique,0.4349567726371264
SAX-TD,NEIC,0.5195752987362559
SAX-TD,OBS,0.5923956401185312
SAX-TD,OBST2024,0.2677667117481224
SAX-TD,PNW,0.4094739971824444
SAX-TD,Meier2019JGR,0.5288010915633882
SAX-TD,STEAD,0.3299209097158681
SAX-TD,TXED,0.2841138219928751
