Method,Dataset,TLB
iSAX,ArrowHead,0.009773238405208558
iSAX,ArrowHead,0.028557934149525625
iSAX,ArrowHead,0.046220098757358774
iSAX,ArrowHead,0.0603998316630462
iSAX,ArrowHead,0.0778637075454476
iSAX,ArrowHead,0.08397931770960468
iSAX,ArrowHead,0.10029250065361388
iSAX,ArrowHead,0.11546883919085563
iSAX,ArrowHead,0.1378571959070457
iSAX,ArrowHead,0.15948271153197618
iSAX,ArrowHead,0.17788659432677803
iSAX,ArrowHead,0.18990355594097758
iSAX,ArrowHead,0.20091978440708988
iSAX,ArrowHead,0.22002128291951528
iSAX,ArrowHead,0.23827120806800683
iSAX,ArrowHead,0.2579962644724743
iSAX,ArrowHead,0.28077951390820083
iSAX,ArrowHead,0.3011911811228196
iSAX,ArrowHead,0.3098340224318573
iSAX,ArrowHead,0.3329773602959248
iSAX,ArrowHead,0.34860915080108956
iSAX,ArrowHead,0.3696850041411845
iSAX,ArrowHead,0.3879569919326723
iSAX,ArrowHead,0.4097764585835133
iSAX,ArrowHead,0.4285593678939181
iSAX,ArrowHead,0.438930855440035
iSAX,ArrowHead,0.4505474075109008
iSAX,ArrowHead,0.46925824758214985
iSAX,ArrowHead,0.47594733273610434
iSAX,ArrowHead,0.490133633632605
iSAX,ArrowHead,0.5004111302477643
iSAX,ArrowHead,0.5223316953625623
iSAX,ArrowHead,0.5361394042619451
iSAX,ArrowHead,0.5539926330481748
iSAX,ArrowHead,0.5756394522880122
iSAX,ArrowHead,0.5953971027601581
iSAX,Beef,0.02094712703399196
iSAX,Beef,0.03472598272587067
iSAX,Beef,0.05418872143882513
iSAX,Beef,0.07909206496362205
iSAX,Beef,0.10195667501581959
iSAX,Beef,0.10388346883606185
iSAX,Beef,0.11140122864999057
iSAX,Beef,0.11177002050855636
iSAX,Beef,0.11569335872213048
iSAX,Beef,0.13928345601288875
iSAX,Beef,0.1410459726721957
iSAX,Beef,0.15549960299464827
iSAX,Beef,0.159028302854765
iSAX,Beef,0.15995133981833745
iSAX,Beef,0.1648043582939345
iSAX,Beef,0.1708155714076879
iSAX,Beef,0.1708155714076879
iSAX,Beef,0.17591628944461482
iSAX,Beef,0.17989098398074174
iSAX,Beef,0.1819922492590467
iSAX,Beef,0.18941692213781944
iSAX,Beef,0.19064654210103038
iSAX,Beef,0.20224002039625774
iSAX,Beef,0.20321826102491058
iSAX,Beef,0.21704543805211626
iSAX,Beef,0.21704543805211626
iSAX,Beef,0.22642191413373083
iSAX,Beef,0.23603224689341248
iSAX,Beef,0.23603224689341248
iSAX,Beef,0.24581129072657357
iSAX,BeetleFly,0.037797742120720124
iSAX,BeetleFly,0.07197771541079459
iSAX,BeetleFly,0.11216779930150932
iSAX,BeetleFly,0.14580510090298576
iSAX,BeetleFly,0.18126867661588167
iSAX,BeetleFly,0.2131626148386116
iSAX,BeetleFly,0.241877920442068
iSAX,BeetleFly,0.2748984050747322
iSAX,BeetleFly,0.3072965723934837
iSAX,BeetleFly,0.3438839407559441
iSAX,BeetleFly,0.36480693782411383
iSAX,BeetleFly,0.40290559784692154
iSAX,BeetleFly,0.4338050111495981
iSAX,BeetleFly,0.46621967327124275
iSAX,BeetleFly,0.4955244081664747
iSAX,BeetleFly,0.5279509216230227
iSAX,BeetleFly,0.5591329370673672
iSAX,BeetleFly,0.5870324237394602
iSAX,BeetleFly,0.6168080473260442
iSAX,BeetleFly,0.6492826252591203
iSAX,BirdChicken,0.034044186652252936
iSAX,BirdChicken,0.07455667393691001
iSAX,BirdChicken,0.11421578651286782
iSAX,BirdChicken,0.15381781237907313
iSAX,BirdChicken,0.19199508097262824
iSAX,BirdChicken,0.228630961174766
iSAX,BirdChicken,0.2665131205297403
iSAX,BirdChicken,0.2959353273350237
iSAX,BirdChicken,0.337270622477727
iSAX,BirdChicken,0.3649487125983835
