Method,Dataset,TLB
isax,ArrowHead,0.4004761904761905
sfa_equi-width_True,ArrowHead,0.67
sfa_equi-width_False,ArrowHead,0.6631746031746032
sfa_equi-depth_True,ArrowHead,0.7561904761904762
sfa_equi-depth_False,ArrowHead,0.7406349206349206
isax,Beef,0.6422222222222222
sfa_equi-width_True,Beef,0.6633333333333333
sfa_equi-width_False,Beef,0.6488888888888888
sfa_equi-depth_True,Beef,0.8411111111111111
sfa_equi-depth_False,Beef,0.8311111111111111
isax,BeetleFly,0.3375
sfa_equi-width_True,BeetleFly,0.4025
sfa_equi-width_False,BeetleFly,0.41000000000000003
sfa_equi-depth_True,BeetleFly,0.34500000000000003
sfa_equi-depth_False,BeetleFly,0.36
isax,BirdChicken,0.6525
sfa_equi-width_True,BirdChicken,0.735
sfa_equi-width_False,BirdChicken,0.7375
sfa_equi-depth_True,BirdChicken,0.76
sfa_equi-depth_False,BirdChicken,0.7625000000000001
isax,BME,0.7762222222222223
sfa_equi-width_True,BME,0.786888888888889
sfa_equi-width_False,BME,0.7875555555555556
sfa_equi-depth_True,BME,0.8084444444444445
sfa_equi-depth_False,BME,0.8108888888888889
isax,Car,0.5844444444444444
sfa_equi-width_True,Car,0.7422222222222222
sfa_equi-width_False,Car,0.7422222222222222
sfa_equi-depth_True,Car,0.8213888888888888
sfa_equi-depth_False,Car,0.8213888888888888
isax,CBF,0.35544444444444445
sfa_equi-width_True,CBF,0.43244444444444446
sfa_equi-width_False,CBF,0.43448148148148147
sfa_equi-depth_True,CBF,0.40959259259259256
sfa_equi-depth_False,CBF,0.4105185185185185
isax,Chinatown,0.3497084548104956
sfa_equi-width_True,Chinatown,0.6972303206997085
sfa_equi-width_False,Chinatown,0.7021865889212828
sfa_equi-depth_True,Chinatown,0.7137026239067056
sfa_equi-depth_False,Chinatown,0.7151603498542274
isax,ChlorineConcentration,0.6063152435760172
sfa_equi-width_True,ChlorineConcentration,0.8514682592790864
sfa_equi-width_False,ChlorineConcentration,0.8422326686295504
sfa_equi-depth_True,ChlorineConcentration,0.8729863713418987
sfa_equi-depth_False,ChlorineConcentration,0.8672800678087081
isax,CinCECGTorso,0.4026086956521739
sfa_equi-width_True,CinCECGTorso,0.5284963768115942
sfa_equi-width_False,CinCECGTorso,0.5156159420289855
sfa_equi-depth_True,CinCECGTorso,0.5317753623188406
sfa_equi-depth_False,CinCECGTorso,0.5130797101449275
isax,Coffee,0.047193877551020405
sfa_equi-width_True,Coffee,0.5561224489795918
sfa_equi-width_False,Coffee,0.5625
sfa_equi-depth_True,Coffee,0.6007653061224489
sfa_equi-depth_False,Coffee,0.6071428571428571
isax,Computers,0.412608
sfa_equi-width_True,Computers,0.47665599999999997
sfa_equi-width_False,Computers,0.47665599999999997
sfa_equi-depth_True,Computers,0.5065919999999999
sfa_equi-depth_False,Computers,0.5065919999999999
isax,CricketX,0.5896318211702827
sfa_equi-width_True,CricketX,0.6242011834319526
sfa_equi-width_False,CricketX,0.6242011834319526
sfa_equi-depth_True,CricketX,0.6556410256410257
sfa_equi-depth_False,CricketX,0.6556410256410257
isax,CricketY,0.6781262327416173
sfa_equi-width_True,CricketY,0.7296909927679158
sfa_equi-width_False,CricketY,0.7296909927679158
sfa_equi-depth_True,CricketY,0.7444707429322814
sfa_equi-depth_False,CricketY,0.7444707429322814
isax,CricketZ,0.5785667324128863
sfa_equi-width_True,CricketZ,0.6207363576594346
sfa_equi-width_False,CricketZ,0.6207363576594346
sfa_equi-depth_True,CricketZ,0.6486850756081526
sfa_equi-depth_False,CricketZ,0.6486850756081526
isax,Crop,0.9103683283730158
sfa_equi-width_True,Crop,0.8905716104497354
sfa_equi-width_False,Crop,0.888660193452381
sfa_equi-depth_True,Crop,0.9292493303571429
sfa_equi-depth_False,Crop,0.9276146246693122
isax,DiatomSizeReduction,0.3506944444444445
sfa_equi-width_True,DiatomSizeReduction,0.7802287581699346
sfa_equi-width_False,DiatomSizeReduction,0.7775735294117647
sfa_equi-depth_True,DiatomSizeReduction,0.7708333333333334
sfa_equi-depth_False,DiatomSizeReduction,0.7659313725490197
isax,DistalPhalanxOutlineAgeGroup,0.48365107913669064
sfa_equi-width_True,DistalPhalanxOutlineAgeGroup,0.7433453237410071
sfa_equi-width_False,DistalPhalanxOutlineAgeGroup,0.7456474820143885
sfa_equi-depth_True,DistalPhalanxOutlineAgeGroup,0.8096223021582734
sfa_equi-depth_False,DistalPhalanxOutlineAgeGroup,0.8144784172661871
isax,DistalPhalanxOutlineCorrect,0.5068357487922706
sfa_equi-width_True,DistalPhalanxOutlineCorrect,0.7061533816425121
sfa_equi-width_False,DistalPhalanxOutlineCorrect,0.7054045893719807
sfa_equi-depth_True,DistalPhalanxOutlineCorrect,0.8526751207729468
sfa_equi-depth_False,DistalPhalanxOutlineCorrect,0.8526871980676328
isax,DistalPhalanxTW,0.46699640287769784
sfa_equi-width_True,DistalPhalanxTW,0.7346402877697842
sfa_equi-width_False,DistalPhalanxTW,0.737410071942446
sfa_equi-depth_True,DistalPhalanxTW,0.8083453237410072
