Method,Dataset,TLB
SPARTAN_wo_DAA,ArrowHead,0.6720447423558278
SPARTAN_DAA,ArrowHead,0.6815280868574735
SPARTAN_wo_DAA,Beef,0.7303312602746941
SPARTAN_DAA,Beef,0.7318908801649818
SPARTAN_wo_DAA,BeetleFly,0.6629559987405591
SPARTAN_DAA,BeetleFly,0.6758673984223735
SPARTAN_wo_DAA,BirdChicken,0.7299972285603274
SPARTAN_DAA,BirdChicken,0.7345428424471774
SPARTAN_wo_DAA,BME,0.7848247066887204
SPARTAN_DAA,BME,0.7934929778544554
SPARTAN_wo_DAA,Car,0.6955058810389964
SPARTAN_DAA,Car,0.7011764385897428
SPARTAN_wo_DAA,CBF,0.6309234104153957
SPARTAN_DAA,CBF,0.64100942149828
SPARTAN_wo_DAA,Chinatown,0.742386589302901
SPARTAN_DAA,Chinatown,0.7488746311383446
SPARTAN_wo_DAA,ChlorineConcentration,0.7755690578207604
SPARTAN_DAA,ChlorineConcentration,0.7800250935789362
SPARTAN_wo_DAA,CinCECGTorso,0.6748347132742049
SPARTAN_DAA,CinCECGTorso,0.6873838207744826
SPARTAN_wo_DAA,Coffee,0.694774617622093
SPARTAN_DAA,Coffee,0.6971938303657184
SPARTAN_wo_DAA,Computers,0.5435299627435025
SPARTAN_DAA,Computers,0.5519311344456804
SPARTAN_wo_DAA,CricketX,0.6365985531966956
SPARTAN_DAA,CricketX,0.6478639557448825
SPARTAN_wo_DAA,CricketY,0.6702663258681795
SPARTAN_DAA,CricketY,0.6749970411071353
SPARTAN_wo_DAA,CricketZ,0.6350409598475284
SPARTAN_DAA,CricketZ,0.6474715058859962
SPARTAN_wo_DAA,Crop,0.7566842197044638
SPARTAN_DAA,Crop,0.7630702651044613
SPARTAN_wo_DAA,DiatomSizeReduction,0.6571827152973586
SPARTAN_DAA,DiatomSizeReduction,0.6616131343101382
SPARTAN_wo_DAA,DistalPhalanxOutlineAgeGroup,0.7226443513206587
SPARTAN_DAA,DistalPhalanxOutlineAgeGroup,0.729215019172206
SPARTAN_wo_DAA,DistalPhalanxOutlineCorrect,0.7061082811599797
SPARTAN_DAA,DistalPhalanxOutlineCorrect,0.7117741238786207
SPARTAN_wo_DAA,DistalPhalanxTW,0.7193530904590069
SPARTAN_DAA,DistalPhalanxTW,0.7238508699617558
SPARTAN_wo_DAA,DodgerLoopDay,0.4835053571131876
SPARTAN_DAA,DodgerLoopDay,0.4835053571131876
SPARTAN_wo_DAA,DodgerLoopGame,0.5131863807181981
SPARTAN_DAA,DodgerLoopGame,0.5131863807181981
SPARTAN_wo_DAA,DodgerLoopWeekend,0.5122393802734745
SPARTAN_DAA,DodgerLoopWeekend,0.5122393802734745
SPARTAN_wo_DAA,Earthquakes,0.18358928537493396
SPARTAN_DAA,Earthquakes,0.18248046907648355
SPARTAN_wo_DAA,ECG200,0.7073964013797451
SPARTAN_DAA,ECG200,0.7101192349380756
SPARTAN_wo_DAA,ECG5000,0.7534644681032976
SPARTAN_DAA,ECG5000,0.7626073018748338
SPARTAN_wo_DAA,ECGFiveDays,0.7594637006336337
SPARTAN_DAA,ECGFiveDays,0.7630100237405268
SPARTAN_wo_DAA,EOGHorizontalSignal,0.7843040544336636
SPARTAN_DAA,EOGHorizontalSignal,0.7891163282297983
SPARTAN_wo_DAA,EOGVerticalSignal,0.7527799952996808
SPARTAN_DAA,EOGVerticalSignal,0.7598053229572846
SPARTAN_wo_DAA,EthanolLevel,0.7859756809492316
SPARTAN_DAA,EthanolLevel,0.7902004820419353
SPARTAN_wo_DAA,FaceAll,0.60278042336358
SPARTAN_DAA,FaceAll,0.6026872168053335
SPARTAN_wo_DAA,FaceFour,0.6563853347979505
SPARTAN_DAA,FaceFour,0.6609002027198222
SPARTAN_wo_DAA,FacesUCR,0.6176828872111854
SPARTAN_DAA,FacesUCR,0.6176828872111854
SPARTAN_wo_DAA,FiftyWords,0.7113305907134463
SPARTAN_DAA,FiftyWords,0.7218314768138518
SPARTAN_wo_DAA,Fish,0.7042969341824147
SPARTAN_DAA,Fish,0.7117765162747441
SPARTAN_wo_DAA,FordA,0.5287700882111266
SPARTAN_DAA,FordA,0.5378621310836476
SPARTAN_wo_DAA,FordB,0.44947292157440166
SPARTAN_DAA,FordB,0.44944967491232424
SPARTAN_wo_DAA,FreezerRegularTrain,0.7395580044565516
SPARTAN_DAA,FreezerRegularTrain,0.7445662136373509
SPARTAN_wo_DAA,FreezerSmallTrain,0.7200529372544219
SPARTAN_DAA,FreezerSmallTrain,0.7231780424248239
SPARTAN_wo_DAA,Fungi,0.7623859910195381
SPARTAN_DAA,Fungi,0.7748186835524227
SPARTAN_wo_DAA,GestureMidAirD1,0.7628284038569766
SPARTAN_DAA,GestureMidAirD1,0.7672004867863944
SPARTAN_wo_DAA,GestureMidAirD2,0.7403627553372781
SPARTAN_DAA,GestureMidAirD2,0.750381889913745
SPARTAN_wo_DAA,GestureMidAirD3,0.76739087351792
SPARTAN_DAA,GestureMidAirD3,0.7713264351480261
SPARTAN_wo_DAA,GesturePebbleZ1,0.6234001089768839
SPARTAN_DAA,GesturePebbleZ1,0.6288411648101498
SPARTAN_wo_DAA,GesturePebbleZ2,0.619730674498747
SPARTAN_DAA,GesturePebbleZ2,0.6264548208840677
SPARTAN_wo_DAA,GunPoint,0.759487182149829
SPARTAN_DAA,GunPoint,0.7631540704919226
SPARTAN_wo_DAA,GunPointAgeSpan,0.7604715341714324
SPARTAN_DAA,GunPointAgeSpan,0.7652408312974496
SPARTAN_wo_DAA,GunPointMaleVersusFemale,0.7711832967642158
SPARTAN_DAA,GunPointMaleVersusFemale,0.777508760491602
SPARTAN_wo_DAA,GunPointOldVersusYoung,0.758561955508073
SPARTAN_DAA,GunPointOldVersusYoung,0.7624923725384661
SPARTAN_wo_DAA,Ham,0.6340843588522022
SPARTAN_DAA,Ham,0.6441383679384926
SPARTAN_wo_DAA,HandOutlines,0.7014040822887879
SPARTAN_DAA,HandOutlines,0.7032503323896006
SPARTAN_wo_DAA,Haptics,0.7067623631115746
SPARTAN_DAA,Haptics,0.7122323074916037
SPARTAN_wo_DAA,Herring,0.7041394504216265
SPARTAN_DAA,Herring,0.7083313826653493
SPARTAN_wo_DAA,HouseTwenty,0.5257205174080694
SPARTAN_DAA,HouseTwenty,0.5241453198083136
SPARTAN_wo_DAA,InlineSkate,0.7820561220240345
SPARTAN_DAA,InlineSkate,0.7887091544364881
SPARTAN_wo_DAA,InsectEPGRegularTrain,0.7157788449783855
SPARTAN_DAA,InsectEPGRegularTrain,0.7207247674791106
SPARTAN_wo_DAA,InsectEPGSmallTrain,0.7062320058198186
SPARTAN_DAA,InsectEPGSmallTrain,0.7124636159949806
SPARTAN_wo_DAA,InsectWingbeatSound,0.7171118004728629
SPARTAN_DAA,InsectWingbeatSound,0.7220031729661441
SPARTAN_wo_DAA,ItalyPowerDemand,0.7439308897175357
SPARTAN_DAA,ItalyPowerDemand,0.7528616198131564
SPARTAN_wo_DAA,LargeKitchenAppliances,0.36340128614163786
SPARTAN_DAA,LargeKitchenAppliances,0.3634547014817409
SPARTAN_wo_DAA,Lightning2,0.5436265361684843
SPARTAN_DAA,Lightning2,0.5423347117909628
SPARTAN_wo_DAA,Lightning7,0.581728362308146
SPARTAN_DAA,Lightning7,0.5874582215902303
SPARTAN_wo_DAA,Mallat,0.7141850671828868
SPARTAN_DAA,Mallat,0.7204414472051263
SPARTAN_wo_DAA,Meat,0.7267151992909772
SPARTAN_DAA,Meat,0.7293229240282767
SPARTAN_wo_DAA,MedicalImages,0.7434219359944316
SPARTAN_DAA,MedicalImages,0.751225289284677
SPARTAN_wo_DAA,MiddlePhalanxOutlineAgeGroup,0.7484079993769294
SPARTAN_DAA,MiddlePhalanxOutlineAgeGroup,0.7527857044318027
SPARTAN_wo_DAA,MiddlePhalanxOutlineCorrect,0.7387839447148784
SPARTAN_DAA,MiddlePhalanxOutlineCorrect,0.7432909446479745
SPARTAN_wo_DAA,MiddlePhalanxTW,0.737399172042515
SPARTAN_DAA,MiddlePhalanxTW,0.7424542518563609
SPARTAN_wo_DAA,MixedShapesRegularTrain,0.7504387318304698
SPARTAN_DAA,MixedShapesRegularTrain,0.7592563934932404
SPARTAN_wo_DAA,MixedShapesSmallTrain,0.7335154169703754
SPARTAN_DAA,MixedShapesSmallTrain,0.745081083819695
SPARTAN_wo_DAA,MoteStrain,0.5810510415600098
SPARTAN_DAA,MoteStrain,0.6004597467821973
SPARTAN_wo_DAA,NonInvasiveFetalECGThorax1,0.7311889926544356
SPARTAN_DAA,NonInvasiveFetalECGThorax1,0.7392158415374049
SPARTAN_wo_DAA,NonInvasiveFetalECGThorax2,0.7377715307507803
SPARTAN_DAA,NonInvasiveFetalECGThorax2,0.7451518849845981
SPARTAN_wo_DAA,OliveOil,0.7512699061855784
SPARTAN_DAA,OliveOil,0.7581812950814257
SPARTAN_wo_DAA,OSULeaf,0.662867698926863
SPARTAN_DAA,OSULeaf,0.6782851369051024
SPARTAN_wo_DAA,PhalangesOutlinesCorrect,0.7188807611768957
SPARTAN_DAA,PhalangesOutlinesCorrect,0.7225817803863193
SPARTAN_wo_DAA,Phoneme,0.28797923284683463
SPARTAN_DAA,Phoneme,0.2882036779966431
SPARTAN_wo_DAA,PickupGestureWiimoteZ,0.6676354584439569
SPARTAN_DAA,PickupGestureWiimoteZ,0.6775244444120022
SPARTAN_wo_DAA,PigAirwayPressure,0.7536397595466251
SPARTAN_DAA,PigAirwayPressure,0.7552419120009506
SPARTAN_wo_DAA,PigArtPressure,0.586061058661025
SPARTAN_DAA,PigArtPressure,0.5982617308704943
SPARTAN_wo_DAA,PigCVP,0.5583889166252405
SPARTAN_DAA,PigCVP,0.5580005099846936
SPARTAN_wo_DAA,PLAID,0.626846529646412
SPARTAN_DAA,PLAID,0.6305767548243895
SPARTAN_wo_DAA,Plane,0.7757524980653604
SPARTAN_DAA,Plane,0.7818907222122976
SPARTAN_wo_DAA,PowerCons,0.6415240975634477
SPARTAN_DAA,PowerCons,0.6486860356826392
SPARTAN_wo_DAA,ProximalPhalanxOutlineAgeGroup,0.7732758355466332
SPARTAN_DAA,ProximalPhalanxOutlineAgeGroup,0.778282555604574
SPARTAN_wo_DAA,ProximalPhalanxOutlineCorrect,0.7602494053143471
SPARTAN_DAA,ProximalPhalanxOutlineCorrect,0.7648453595959406
