Method,Dataset,TLB
isax,ArrowHead,0.801521213340891
sfa_equi-width_True_True_0.3,ArrowHead,0.9498053310817604
sfa_equi-width_True_True_0.4,ArrowHead,0.9477142111961028
sfa_equi-width_True_True_0.5,ArrowHead,0.9477142111961028
sfa_equi-width_True_True_0.6,ArrowHead,0.9482435373114012
isax,Beef,0.7820356216038162
sfa_equi-width_True_True_0.3,Beef,0.8987147512212471
sfa_equi-width_True_True_0.4,Beef,0.8990321730252423
sfa_equi-width_True_True_0.5,Beef,0.8990321730252423
sfa_equi-width_True_True_0.6,Beef,0.8993305753472823
isax,BeetleFly,0.7644067298219117
sfa_equi-width_True_True_0.3,BeetleFly,0.8573143492630287
sfa_equi-width_True_True_0.4,BeetleFly,0.8573143492630287
sfa_equi-width_True_True_0.5,BeetleFly,0.8568619923838237
sfa_equi-width_True_True_0.6,BeetleFly,0.8568619923838237
isax,BirdChicken,0.8986709481456686
sfa_equi-width_True_True_0.3,BirdChicken,0.9754952527398277
sfa_equi-width_True_True_0.4,BirdChicken,0.9730386450792893
sfa_equi-width_True_True_0.5,BirdChicken,0.9730960068306184
sfa_equi-width_True_True_0.6,BirdChicken,0.9725255924514393
isax,BME,0.8744028605117202
sfa_equi-width_True_True_0.3,BME,0.9294273811628798
sfa_equi-width_True_True_0.4,BME,0.9296388391465705
sfa_equi-width_True_True_0.5,BME,0.9296388391465705
sfa_equi-width_True_True_0.6,BME,0.9293812984474489
isax,Car,0.8399076640655214
sfa_equi-width_True_True_0.3,Car,0.9443205939667991
sfa_equi-width_True_True_0.4,Car,0.9407973173868149
sfa_equi-width_True_True_0.5,Car,0.9406934951225157
sfa_equi-width_True_True_0.6,Car,0.9406254959266381
isax,CBF,0.7319866265368055
sfa_equi-width_True_True_0.3,CBF,0.7831356823096316
sfa_equi-width_True_True_0.4,CBF,0.7825040045984457
sfa_equi-width_True_True_0.5,CBF,0.7825096255357149
sfa_equi-width_True_True_0.6,CBF,0.7824042552605533
isax,Chinatown,0.8686773992498156
sfa_equi-width_True_True_0.3,Chinatown,0.9420402243084228
sfa_equi-width_True_True_0.4,Chinatown,0.9400135861128103
sfa_equi-width_True_True_0.5,Chinatown,0.9398721429447157
sfa_equi-width_True_True_0.6,Chinatown,0.9398721429447157
isax,ChlorineConcentration,0.4134179816935871
sfa_equi-width_True_True_0.3,ChlorineConcentration,0.625280847847414
sfa_equi-width_True_True_0.4,ChlorineConcentration,0.6258763894492049
sfa_equi-width_True_True_0.5,ChlorineConcentration,0.6265250782137706
sfa_equi-width_True_True_0.6,ChlorineConcentration,0.6265743691368805
isax,CinCECGTorso,0.5865441428629898
sfa_equi-width_True_True_0.3,CinCECGTorso,0.643484939710693
sfa_equi-width_True_True_0.4,CinCECGTorso,0.6430709499958576
