Method,Dataset,TLB
SAX-TD,ASTRO,0.021011877405346522
SAX-TD,BIGANN,0.14985777489198787
SAX-TD,SALD,0.17473455557978224
SAX-TD,SIFT1B,0.0033057070099968455
SAX-TD,DEPP1B,0.006447442009443952
SAX-TD,SCEDC,0.011622883551402341
SAX-TD,ETHZ,0.19809830147943333
SAX-TD,ISC_EHB_DepthPhases,0.263002091741746
SAX-TD,LenDB,0.17514939675594174
SAX-TD,Iquique,0.148424093862189
SAX-TD,NEIC,0.20480097704003022
SAX-TD,OBS,0.21980289434093944
SAX-TD,OBST2024,0.0086453317130459
SAX-TD,PNW,0.11899134682404534
SAX-TD,Meier2019JGR,0.17931028232856724
SAX-TD,STEAD,0.057193775233925014
SAX-TD,TXED,0.02313604347358912
