Method,Dataset,TLB
ASAX,ASTRO,0.3152528104545598
ASAX,BIGANN,0.034041803244692484
ASAX,SALD,0.680413988794829
ASAX,SIFT1B,0.34897772936043536
ASAX,DEPP1B,0.38171148770932134
ASAX,SCEDC,0.3619690553108601
ASAX,ETHZ,0.6783695676197058
ASAX,ISC_EHB_DepthPhases,0.8915464583869697
ASAX,LenDB,0.5820616625687854
ASAX,Iquique,0.5038565921393822
ASAX,NEIC,0.6947428272925638
ASAX,OBS,0.8185961346522699
ASAX,OBST2024,0.27872831791980535
ASAX,PNW,0.48016899353973247
ASAX,Meier2019JGR,0.777094181525295
ASAX,STEAD,0.4355795034493958
ASAX,TXED,0.3341307026559463
