Method,Dataset,Pruning_Power
sfa_equi-depth_False,CricketY,0.46011176857330705
isax,CricketZ,0.3395726495726496
sfa_equi-width_True,CricketZ,0.3568310322156476
sfa_equi-width_False,CricketZ,0.3568310322156476
sfa_equi-depth_True,CricketZ,0.3631097961867193
sfa_equi-depth_False,CricketZ,0.3631097961867193
isax,Crop,0.7598628802910053
sfa_equi-width_True,Crop,0.7489182043650794
sfa_equi-width_False,Crop,0.7455334408068783
sfa_equi-depth_True,Crop,0.7636277943121693
sfa_equi-depth_False,Crop,0.7598084738756614
isax,DiatomSizeReduction,0.08047385620915033
sfa_equi-width_True,DiatomSizeReduction,0.6472630718954249
sfa_equi-width_False,DiatomSizeReduction,0.6450163398692811
sfa_equi-depth_True,DiatomSizeReduction,0.5810866013071896
sfa_equi-depth_False,DiatomSizeReduction,0.5684232026143791
isax,DistalPhalanxOutlineAgeGroup,0.2770143884892086
sfa_equi-width_True,DistalPhalanxOutlineAgeGroup,0.5621942446043166
sfa_equi-width_False,DistalPhalanxOutlineAgeGroup,0.5622841726618705
sfa_equi-depth_True,DistalPhalanxOutlineAgeGroup,0.6424460431654676
sfa_equi-depth_False,DistalPhalanxOutlineAgeGroup,0.6414028776978418
isax,DistalPhalanxOutlineCorrect,0.2639070048309179
sfa_equi-width_True,DistalPhalanxOutlineCorrect,0.4979227053140097
sfa_equi-width_False,DistalPhalanxOutlineCorrect,0.4898611111111111
sfa_equi-depth_True,DistalPhalanxOutlineCorrect,0.6758393719806763
sfa_equi-depth_False,DistalPhalanxOutlineCorrect,0.6734359903381643
isax,DistalPhalanxTW,0.26732014388489206
sfa_equi-width_True,DistalPhalanxTW,0.5317086330935251
sfa_equi-width_False,DistalPhalanxTW,0.5277877697841726
sfa_equi-depth_True,DistalPhalanxTW,0.6366187050359712
sfa_equi-depth_False,DistalPhalanxTW,0.6380215827338129
isax,DodgerLoopDay,0.004807692307692308
sfa_equi-width_True,DodgerLoopDay,0.0054487179487179484
sfa_equi-width_False,DodgerLoopDay,0.0054487179487179484
sfa_equi-depth_True,DodgerLoopDay,0.03173076923076923
sfa_equi-depth_False,DodgerLoopDay,0.032692307692307694
isax,DodgerLoopGame,0.0
sfa_equi-width_True,DodgerLoopGame,0.00036231884057971015
sfa_equi-width_False,DodgerLoopGame,0.00036231884057971015
sfa_equi-depth_True,DodgerLoopGame,0.014855072463768116
sfa_equi-depth_False,DodgerLoopGame,0.015217391304347827
isax,DodgerLoopWeekend,0.0
sfa_equi-width_True,DodgerLoopWeekend,0.00036231884057971015
sfa_equi-width_False,DodgerLoopWeekend,0.00036231884057971015
sfa_equi-depth_True,DodgerLoopWeekend,0.0010869565217391304
sfa_equi-depth_False,DodgerLoopWeekend,0.0010869565217391304
isax,Earthquakes,0.0
sfa_equi-width_True,Earthquakes,0.0
sfa_equi-width_False,Earthquakes,0.0
sfa_equi-depth_True,Earthquakes,0.0
sfa_equi-depth_False,Earthquakes,0.0
isax,ECG200,0.43460000000000004
sfa_equi-width_True,ECG200,0.5431
sfa_equi-width_False,ECG200,0.5446
sfa_equi-depth_True,ECG200,0.46530000000000005
sfa_equi-depth_False,ECG200,0.46290000000000003
isax,ECG5000,0.5502373333333334
sfa_equi-width_True,ECG5000,0.6102715555555556
sfa_equi-width_False,ECG5000,0.6155964444444444
sfa_equi-depth_True,ECG5000,0.63336
sfa_equi-depth_False,ECG5000,0.6448746666666667
isax,ECGFiveDays,0.07140332272887946
sfa_equi-width_True,ECGFiveDays,0.4209463212644549
sfa_equi-width_False,ECGFiveDays,0.294399838408322
sfa_equi-depth_True,ECGFiveDays,0.42326920163611575
sfa_equi-depth_False,ECGFiveDays,0.31121547240317127
isax,EOGHorizontalSignal,0.6451420896798021
sfa_equi-width_True,EOGHorizontalSignal,0.6797945728152376
sfa_equi-width_False,EOGHorizontalSignal,0.6797030005189096
sfa_equi-depth_True,EOGHorizontalSignal,0.6932404383260584
sfa_equi-depth_False,EOGHorizontalSignal,0.6948582155611855
isax,EOGVerticalSignal,0.5225420469460639
sfa_equi-width_True,EOGVerticalSignal,0.5580186807484508
sfa_equi-width_False,EOGVerticalSignal,0.5586902109215225
sfa_equi-depth_True,EOGVerticalSignal,0.6128170690760355
sfa_equi-depth_False,EOGVerticalSignal,0.6131604651872653
isax,EthanolLevel,0.03803968253968254
sfa_equi-width_True,EthanolLevel,0.7734801587301587
sfa_equi-width_False,EthanolLevel,0.5950992063492063
sfa_equi-depth_True,EthanolLevel,0.7676071428571428
sfa_equi-depth_False,EthanolLevel,0.5570436507936508
isax,FaceAll,0.12130388841927305
sfa_equi-width_True,FaceAll,0.3302768385460693
sfa_equi-width_False,FaceAll,0.18860946745562132
sfa_equi-depth_True,FaceAll,0.32661453930684703
sfa_equi-depth_False,FaceAll,0.18857142857142858
isax,FaceFour,0.038825757575757576
sfa_equi-width_True,FaceFour,0.09990530303030304
sfa_equi-width_False,FaceFour,0.04166666666666667
sfa_equi-depth_True,FaceFour,0.0928030303030303
sfa_equi-depth_False,FaceFour,0.04498106060606061
isax,FacesUCR,0.09578048780487805
sfa_equi-width_True,FacesUCR,0.30169999999999997
sfa_equi-width_False,FacesUCR,0.15999756097560974
sfa_equi-depth_True,FacesUCR,0.3005121951219512
sfa_equi-depth_False,FacesUCR,0.16213170731707316
isax,FiftyWords,0.6512576312576313
sfa_equi-width_True,FiftyWords,0.7091428571428571
sfa_equi-width_False,FiftyWords,0.7091428571428571
sfa_equi-depth_True,FiftyWords,0.722105006105006
sfa_equi-depth_False,FiftyWords,0.722105006105006
isax,Fish,0.20084897959183673
sfa_equi-width_True,Fish,0.5441306122448979
sfa_equi-width_False,Fish,0.5359999999999999
sfa_equi-depth_True,Fish,0.572604081632653
sfa_equi-depth_False,Fish,0.5649632653061224
isax,FordA,0.0
sfa_equi-width_True,FordA,0.13271481827438505
sfa_equi-width_False,FordA,0.0
sfa_equi-depth_True,FordA,0.13483817626416905
sfa_equi-depth_False,FordA,0.0
isax,FordB,0.0
sfa_equi-width_True,FordB,0.057467506009860246
sfa_equi-width_False,FordB,0.0
sfa_equi-depth_True,FordB,0.06072573306713387
sfa_equi-depth_False,FordB,0.0
isax,FreezerRegularTrain,0.8100046783625731
sfa_equi-width_True,FreezerRegularTrain,0.8535368421052631
sfa_equi-width_False,FreezerRegularTrain,0.8550830409356724
sfa_equi-depth_True,FreezerRegularTrain,0.8683976608187134
sfa_equi-depth_False,FreezerRegularTrain,0.8680842105263158
isax,FreezerSmallTrain,0.6722305764411027
sfa_equi-width_True,FreezerSmallTrain,0.7527694235588973
sfa_equi-width_False,FreezerSmallTrain,0.7530075187969925
sfa_equi-depth_True,FreezerSmallTrain,0.7416416040100251
sfa_equi-depth_False,FreezerSmallTrain,0.7407518796992482
isax,Fungi,0.6532258064516129
sfa_equi-width_True,Fungi,0.8157108721624851
sfa_equi-width_False,Fungi,0.8157108721624851
sfa_equi-depth_True,Fungi,0.8240740740740741
sfa_equi-depth_False,Fungi,0.8240740740740741
isax,GestureMidAirD1,0.7107988165680473
sfa_equi-width_True,GestureMidAirD1,0.7609837278106509
sfa_equi-width_False,GestureMidAirD1,0.7607988165680474
sfa_equi-depth_True,GestureMidAirD1,0.7828402366863906
sfa_equi-depth_False,GestureMidAirD1,0.7825813609467456
isax,GestureMidAirD2,0.6462278106508876
sfa_equi-width_True,GestureMidAirD2,0.6883505917159763
sfa_equi-width_False,GestureMidAirD2,0.6892381656804734
sfa_equi-depth_True,GestureMidAirD2,0.7788091715976332
sfa_equi-depth_False,GestureMidAirD2,0.7791420118343195
isax,GestureMidAirD3,0.7622411242603551
sfa_equi-width_True,GestureMidAirD3,0.7548076923076923
sfa_equi-width_False,GestureMidAirD3,0.7549926035502958
sfa_equi-depth_True,GestureMidAirD3,0.7454511834319527
sfa_equi-depth_False,GestureMidAirD3,0.7450443786982248
isax,GesturePebbleZ1,0.03334214235377026
sfa_equi-width_True,GesturePebbleZ1,0.0553646934460888
sfa_equi-width_False,GesturePebbleZ1,0.0553646934460888
sfa_equi-depth_True,GesturePebbleZ1,0.055849189570119806
sfa_equi-depth_False,GesturePebbleZ1,0.055849189570119806
isax,GesturePebbleZ2,0.029608115137853303
sfa_equi-width_True,GesturePebbleZ2,0.03654413039708687
sfa_equi-width_False,GesturePebbleZ2,0.03689093116004855
sfa_equi-depth_True,GesturePebbleZ2,0.04213629269984394
sfa_equi-depth_False,GesturePebbleZ2,0.042699843939656666
isax,GunPoint,0.7236
sfa_equi-width_True,GunPoint,0.8010666666666667
sfa_equi-width_False,GunPoint,0.8010666666666667
sfa_equi-depth_True,GunPoint,0.8185333333333333
sfa_equi-depth_False,GunPoint,0.8185333333333333
isax,GunPointAgeSpan,0.8020628223159868
sfa_equi-width_True,GunPointAgeSpan,0.8427566807313642
sfa_equi-width_False,GunPointAgeSpan,0.8427566807313642
sfa_equi-depth_True,GunPointAgeSpan,0.8565400843881856
sfa_equi-depth_False,GunPointAgeSpan,0.8565400843881856
isax,GunPointMaleVersusFemale,0.8017346460384435
sfa_equi-width_True,GunPointMaleVersusFemale,0.8280825128926395
sfa_equi-width_False,GunPointMaleVersusFemale,0.8280825128926395
sfa_equi-depth_True,GunPointMaleVersusFemale,0.8440928270042194
sfa_equi-depth_False,GunPointMaleVersusFemale,0.8440928270042194
isax,GunPointOldVersusYoung,0.7664332399626517
sfa_equi-width_True,GunPointOldVersusYoung,0.8385854341736694
sfa_equi-width_False,GunPointOldVersusYoung,0.8385854341736694
sfa_equi-depth_True,GunPointOldVersusYoung,0.8527777777777777
sfa_equi-depth_False,GunPointOldVersusYoung,0.8527777777777777
isax,Ham,0.006028833551769332
sfa_equi-width_True,Ham,0.0200087374399301
sfa_equi-width_False,Ham,0.023328964613368284
sfa_equi-depth_True,Ham,0.020096111839231108
sfa_equi-depth_False,Ham,0.024464831804281346
isax,HandOutlines,0.22076216216216216
sfa_equi-width_True,HandOutlines,0.4948054054054054
sfa_equi-width_False,HandOutlines,0.49820540540540537
sfa_equi-depth_True,HandOutlines,0.7196756756756757
sfa_equi-depth_False,HandOutlines,0.7258675675675675
isax,Haptics,0.28271889400921657
sfa_equi-width_True,Haptics,0.47343946376204443
sfa_equi-width_False,Haptics,0.47343946376204443
sfa_equi-depth_True,Haptics,0.5358190196899875
sfa_equi-depth_False,Haptics,0.5358190196899875
isax,Herring,0.042724609375
sfa_equi-width_True,Herring,0.3505859375
sfa_equi-width_False,Herring,0.341796875
sfa_equi-depth_True,Herring,0.34521484375
sfa_equi-depth_False,Herring,0.33984375
isax,HouseTwenty,0.0
sfa_equi-width_True,HouseTwenty,0.00273109243697479
sfa_equi-width_False,HouseTwenty,0.00273109243697479
sfa_equi-depth_True,HouseTwenty,0.011764705882352941
sfa_equi-depth_False,HouseTwenty,0.011764705882352941
isax,InlineSkate,0.600709090909091
sfa_equi-width_True,InlineSkate,0.6654181818181818
sfa_equi-width_False,InlineSkate,0.6654181818181818
sfa_equi-depth_True,InlineSkate,0.7564545454545455
sfa_equi-depth_False,InlineSkate,0.7564545454545455
isax,InsectEPGRegularTrain,0.49857494494105453
sfa_equi-width_True,InsectEPGRegularTrain,0.5825236429589326
sfa_equi-width_False,InsectEPGRegularTrain,0.5836895970980697
sfa_equi-depth_True,InsectEPGRegularTrain,0.5511724316621324
sfa_equi-depth_False,InsectEPGRegularTrain,0.5513019821220365
isax,InsectEPGSmallTrain,0.3746751712733286
sfa_equi-width_True,InsectEPGSmallTrain,0.39853531774155443
sfa_equi-width_False,InsectEPGSmallTrain,0.3980628395936688
sfa_equi-depth_True,InsectEPGSmallTrain,0.381053626269785
sfa_equi-depth_False,InsectEPGSmallTrain,0.381053626269785
isax,InsectWingbeatSound,0.6049471992653811
sfa_equi-width_True,InsectWingbeatSound,0.7212281910009183
sfa_equi-width_False,InsectWingbeatSound,0.7130509641873278
sfa_equi-depth_True,InsectWingbeatSound,0.6988797061524334
sfa_equi-depth_False,InsectWingbeatSound,0.6881955922865014
isax,ItalyPowerDemand,0.4305150631681244
sfa_equi-width_True,ItalyPowerDemand,0.552833500137795
sfa_equi-width_False,ItalyPowerDemand,0.5518181686320583
sfa_equi-depth_True,ItalyPowerDemand,0.6428788999608372
sfa_equi-depth_False,ItalyPowerDemand,0.6415299595317872
isax,LargeKitchenAppliances,0.08699022222222222
sfa_equi-width_True,LargeKitchenAppliances,0.03872711111111111
sfa_equi-width_False,LargeKitchenAppliances,0.03891911111111111
sfa_equi-depth_True,LargeKitchenAppliances,0.039850666666666666
sfa_equi-depth_False,LargeKitchenAppliances,0.04076088888888889
isax,Lightning2,0.12868852459016394
sfa_equi-width_True,Lightning2,0.12595628415300547
sfa_equi-width_False,Lightning2,0.13060109289617486
sfa_equi-depth_True,Lightning2,0.13797814207650272
sfa_equi-depth_False,Lightning2,0.14672131147540984
isax,Lightning7,0.16731898238747556
sfa_equi-width_True,Lightning7,0.17906066536203524
sfa_equi-width_False,Lightning7,0.17945205479452056
sfa_equi-depth_True,Lightning7,0.13639921722113504
sfa_equi-depth_False,Lightning7,0.13718199608610568
isax,Mallat,0.05622019771273502
sfa_equi-width_True,Mallat,0.48251986819150994
sfa_equi-width_False,Mallat,0.4739678232215545
sfa_equi-depth_True,Mallat,0.4860321767784454
sfa_equi-depth_False,Mallat,0.48006202752471405
isax,Meat,0.0
sfa_equi-width_True,Meat,0.4786111111111111
sfa_equi-width_False,Meat,0.4533333333333333
sfa_equi-depth_True,Meat,0.5541666666666667
sfa_equi-depth_False,Meat,0.5316666666666666
isax,MedicalImages,0.4709179444674679
sfa_equi-width_True,MedicalImages,0.7146152783533637
sfa_equi-width_False,MedicalImages,0.714767233043238
sfa_equi-depth_True,MedicalImages,0.7317654372150849
sfa_equi-depth_False,MedicalImages,0.7301042961735046
isax,MiddlePhalanxOutlineAgeGroup,0.22241883116883115
sfa_equi-width_True,MiddlePhalanxOutlineAgeGroup,0.6278571428571429
sfa_equi-width_False,MiddlePhalanxOutlineAgeGroup,0.6224512987012987
sfa_equi-depth_True,MiddlePhalanxOutlineAgeGroup,0.699301948051948
sfa_equi-depth_False,MiddlePhalanxOutlineAgeGroup,0.7004220779220779
isax,MiddlePhalanxOutlineCorrect,0.17190721649484536
sfa_equi-width_True,MiddlePhalanxOutlineCorrect,0.6317124856815578
sfa_equi-width_False,MiddlePhalanxOutlineCorrect,0.627680412371134
sfa_equi-depth_True,MiddlePhalanxOutlineCorrect,0.6819243986254295
sfa_equi-depth_False,MiddlePhalanxOutlineCorrect,0.6815979381443299
isax,MiddlePhalanxTW,0.2041141815577906
sfa_equi-width_True,MiddlePhalanxTW,0.6215538847117795
sfa_equi-width_False,MiddlePhalanxTW,0.6205448686651694
sfa_equi-depth_True,MiddlePhalanxTW,0.6715490023760701
sfa_equi-depth_False,MiddlePhalanxTW,0.6705237118770954
isax,MixedShapesRegularTrain,0.7186136082474227
sfa_equi-width_True,MixedShapesRegularTrain,0.7326672164948453
sfa_equi-width_False,MixedShapesRegularTrain,0.7326672164948453
sfa_equi-depth_True,MixedShapesRegularTrain,0.7652305154639175
sfa_equi-depth_False,MixedShapesRegularTrain,0.7652305154639175
isax,MixedShapesSmallTrain,0.5712494845360825
sfa_equi-width_True,MixedShapesSmallTrain,0.6133072164948454
sfa_equi-width_False,MixedShapesSmallTrain,0.6133072164948454
sfa_equi-depth_True,MixedShapesSmallTrain,0.6432123711340206
sfa_equi-depth_False,MixedShapesSmallTrain,0.6432123711340206
isax,MoteStrain,0.15966453674121406
sfa_equi-width_True,MoteStrain,0.22775559105431312
sfa_equi-width_False,MoteStrain,0.2343849840255591
sfa_equi-depth_True,MoteStrain,0.23083067092651757
sfa_equi-depth_False,MoteStrain,0.2380191693290735
isax,NonInvasiveFetalECGThorax1,0.264778908679672
sfa_equi-width_True,NonInvasiveFetalECGThorax1,0.6719095278484591
sfa_equi-width_False,NonInvasiveFetalECGThorax1,0.6694693242861182
sfa_equi-depth_True,NonInvasiveFetalECGThorax1,0.7119864291772688
sfa_equi-depth_False,NonInvasiveFetalECGThorax1,0.7086677975685609
isax,NonInvasiveFetalECGThorax2,0.36983545377438504
sfa_equi-width_True,NonInvasiveFetalECGThorax2,0.7206635566864574
sfa_equi-width_False,NonInvasiveFetalECGThorax2,0.6653649985863727
sfa_equi-depth_True,NonInvasiveFetalECGThorax2,0.7630090472151541
sfa_equi-depth_False,NonInvasiveFetalECGThorax2,0.7486019225332202
isax,OliveOil,0.0
sfa_equi-width_True,OliveOil,0.23222222222222222
sfa_equi-width_False,OliveOil,0.22666666666666666
sfa_equi-depth_True,OliveOil,0.37555555555555553
sfa_equi-depth_False,OliveOil,0.3655555555555556
isax,OSULeaf,0.3938636363636364
sfa_equi-width_True,OSULeaf,0.4060330578512397
sfa_equi-width_False,OSULeaf,0.4060330578512397
sfa_equi-depth_True,OSULeaf,0.42869834710743804
sfa_equi-depth_False,OSULeaf,0.42869834710743804
isax,PhalangesOutlinesCorrect,0.2533113183113183
sfa_equi-width_True,PhalangesOutlinesCorrect,0.47709660709660706
sfa_equi-width_False,PhalangesOutlinesCorrect,0.4431695156695156
sfa_equi-depth_True,PhalangesOutlinesCorrect,0.7503548303548303
sfa_equi-depth_False,PhalangesOutlinesCorrect,0.7526735301735301
isax,Phoneme,0.0008231791474427225
sfa_equi-width_True,Phoneme,0.0013653929571355336
sfa_equi-width_False,Phoneme,0.001461512677944714
sfa_equi-depth_True,Phoneme,0.0018804960763437043
sfa_equi-depth_False,Phoneme,0.0027603612129815844
isax,PickupGestureWiimoteZ,0.22440000000000002
sfa_equi-width_True,PickupGestureWiimoteZ,0.38880000000000003
sfa_equi-width_False,PickupGestureWiimoteZ,0.38880000000000003
sfa_equi-depth_True,PickupGestureWiimoteZ,0.4096
sfa_equi-depth_False,PickupGestureWiimoteZ,0.4096
isax,PigAirwayPressure,0.8333487426035503
sfa_equi-width_True,PigAirwayPressure,0.8283561390532544
sfa_equi-width_False,PigAirwayPressure,0.8290957840236686
sfa_equi-depth_True,PigAirwayPressure,0.8300665680473372
sfa_equi-depth_False,PigAirwayPressure,0.8308524408284024
isax,PigArtPressure,0.00799741124260355
sfa_equi-width_True,PigArtPressure,0.41544933431952663
sfa_equi-width_False,PigArtPressure,0.0
sfa_equi-depth_True,PigArtPressure,0.41087278106508873
sfa_equi-depth_False,PigArtPressure,0.0
isax,PigCVP,0.05912536982248521
sfa_equi-width_True,PigCVP,0.05769230769230769
sfa_equi-width_False,PigCVP,0.05695266272189349
sfa_equi-depth_True,PigCVP,0.06568971893491124
sfa_equi-depth_False,PigCVP,0.06111316568047337
isax,PLAID,0.40363215186098367
sfa_equi-width_True,PLAID,0.4254860959395774
sfa_equi-width_False,PLAID,0.42436253550138886
sfa_equi-depth_True,PLAID,0.45043676678145017
sfa_equi-depth_False,PLAID,0.44983684099192356
isax,Plane,0.7726077097505669
sfa_equi-width_True,Plane,0.8256689342403628
sfa_equi-width_False,Plane,0.8280272108843537
sfa_equi-depth_True,Plane,0.8444444444444444
sfa_equi-depth_False,Plane,0.8440816326530612
isax,PowerCons,0.12895061728395063
sfa_equi-width_True,PowerCons,0.13694444444444445
sfa_equi-width_False,PowerCons,0.13694444444444445
sfa_equi-depth_True,PowerCons,0.10015432098765432
sfa_equi-depth_False,PowerCons,0.10015432098765432
isax,ProximalPhalanxOutlineAgeGroup,0.1568048780487805
sfa_equi-width_True,ProximalPhalanxOutlineAgeGroup,0.6672439024390244
sfa_equi-width_False,ProximalPhalanxOutlineAgeGroup,0.6643658536585366
sfa_equi-depth_True,ProximalPhalanxOutlineAgeGroup,0.6732317073170732
sfa_equi-depth_False,ProximalPhalanxOutlineAgeGroup,0.6732073170731707
isax,ProximalPhalanxOutlineCorrect,0.18184994272623137
sfa_equi-width_True,ProximalPhalanxOutlineCorrect,0.6647880870561282
sfa_equi-width_False,ProximalPhalanxOutlineCorrect,0.6625257731958762
sfa_equi-depth_True,ProximalPhalanxOutlineCorrect,0.6934822451317296
sfa_equi-depth_False,ProximalPhalanxOutlineCorrect,0.6951603665521191
isax,ProximalPhalanxTW,0.14202439024390245
sfa_equi-width_True,ProximalPhalanxTW,0.6492439024390244
sfa_equi-width_False,ProximalPhalanxTW,0.6500365853658537
sfa_equi-depth_True,ProximalPhalanxTW,0.660829268292683
sfa_equi-depth_False,ProximalPhalanxTW,0.6608170731707318
isax,RefrigerationDevices,4.266666666666667e-05
sfa_equi-width_True,RefrigerationDevices,0.0007751111111111111
sfa_equi-width_False,RefrigerationDevices,0.0016
sfa_equi-depth_True,RefrigerationDevices,0.0012444444444444445
sfa_equi-depth_False,RefrigerationDevices,0.002894222222222222
isax,Rock,0.321
sfa_equi-width_True,Rock,0.441
sfa_equi-width_False,Rock,0.438
sfa_equi-depth_True,Rock,0.51
sfa_equi-depth_False,Rock,0.515
isax,ScreenType,0.25956266666666666
sfa_equi-width_True,ScreenType,0.24802133333333332
sfa_equi-width_False,ScreenType,0.24802133333333332
sfa_equi-depth_True,ScreenType,0.251456
sfa_equi-depth_False,ScreenType,0.251456
isax,SemgHandGenderCh2,0.0
sfa_equi-width_True,SemgHandGenderCh2,0.0005222222222222222
sfa_equi-width_False,SemgHandGenderCh2,0.0
sfa_equi-depth_True,SemgHandGenderCh2,0.0011666666666666668
sfa_equi-depth_False,SemgHandGenderCh2,2.777777777777778e-05
isax,SemgHandMovementCh2,0.0
sfa_equi-width_True,SemgHandMovementCh2,0.0006666666666666666
sfa_equi-width_False,SemgHandMovementCh2,0.0
sfa_equi-depth_True,SemgHandMovementCh2,0.0021037037037037036
sfa_equi-depth_False,SemgHandMovementCh2,0.00019753086419753088
isax,SemgHandSubjectCh2,0.0
sfa_equi-width_True,SemgHandSubjectCh2,0.0007061728395061728
sfa_equi-width_False,SemgHandSubjectCh2,0.0
sfa_equi-depth_True,SemgHandSubjectCh2,0.0022074074074074075
sfa_equi-depth_False,SemgHandSubjectCh2,0.00023703703703703704
isax,ShakeGestureWiimoteZ,0.10880000000000001
sfa_equi-width_True,ShakeGestureWiimoteZ,0.13
sfa_equi-width_False,ShakeGestureWiimoteZ,0.1228
sfa_equi-depth_True,ShakeGestureWiimoteZ,0.12440000000000001
sfa_equi-depth_False,ShakeGestureWiimoteZ,0.10840000000000001
isax,ShapeletSim,0.0
sfa_equi-width_True,ShapeletSim,0.0
sfa_equi-width_False,ShapeletSim,0.0
sfa_equi-depth_True,ShapeletSim,0.0
sfa_equi-depth_False,ShapeletSim,0.0
isax,ShapesAll,0.7674055555555556
sfa_equi-width_True,ShapesAll,0.7778416666666667
sfa_equi-width_False,ShapesAll,0.7778416666666667
sfa_equi-depth_True,ShapesAll,0.8045111111111112
sfa_equi-depth_False,ShapesAll,0.8045111111111112
isax,SmallKitchenAppliances,0.00416
sfa_equi-width_True,SmallKitchenAppliances,0.004188444444444444
sfa_equi-width_False,SmallKitchenAppliances,0.0035626666666666667
sfa_equi-depth_True,SmallKitchenAppliances,0.004359111111111111
sfa_equi-depth_False,SmallKitchenAppliances,0.0032497777777777776
isax,SonyAIBORobotSurface1,0.035357737104825294
sfa_equi-width_True,SonyAIBORobotSurface1,0.11672212978369384
sfa_equi-width_False,SonyAIBORobotSurface1,0.10707154742096506
sfa_equi-depth_True,SonyAIBORobotSurface1,0.10016638935108153
sfa_equi-depth_False,SonyAIBORobotSurface1,0.09184692179700499
isax,SonyAIBORobotSurface2,0.15149042011581362
sfa_equi-width_True,SonyAIBORobotSurface2,0.2441413081497027
sfa_equi-width_False,SonyAIBORobotSurface2,0.16664723485290117
sfa_equi-depth_True,SonyAIBORobotSurface2,0.23081108390657185
sfa_equi-depth_False,SonyAIBORobotSurface2,0.11942792740274379
