Method,Dataset,TLB
SAX-TD,ArrowHead,0.23532262452029054
SAX-TD,Beef,0.2913417368866257
SAX-TD,BeetleFly,0.348083087440561
SAX-TD,BirdChicken,0.45969087134208575
SAX-TD,BME,0.4884200693918423
SAX-TD,Car,0.27653498540628163
SAX-TD,CBF,0.44277421024401525
SAX-TD,Chinatown,0.26374408273085814
SAX-TD,ChlorineConcentration,0.16106133320835267
SAX-TD,CinCECGTorso,0.25477794221226036
SAX-TD,Coffee,0.0
SAX-TD,Computers,0.34488011228302484
SAX-TD,CricketX,0.402830318497044
SAX-TD,CricketY,0.4141823054945104
SAX-TD,CricketZ,0.4026381859419452
SAX-TD,Crop,0.4898195663802483
SAX-TD,DiatomSizeReduction,0.06794365459612949
SAX-TD,DistalPhalanxOutlineAgeGroup,0.18784367495883858
SAX-TD,DistalPhalanxOutlineCorrect,0.21816767343316676
SAX-TD,DistalPhalanxTW,0.1864246721339905
SAX-TD,DodgerLoopDay,0.269780052565746
SAX-TD,DodgerLoopGame,0.26420331302696304
SAX-TD,DodgerLoopWeekend,0.2786078222347363
SAX-TD,Earthquakes,0.09142094918612644
SAX-TD,ECG200,0.4166247012240089
SAX-TD,ECG5000,0.32909505435690034
SAX-TD,ECGFiveDays,0.2050919089766898
SAX-TD,EOGHorizontalSignal,0.43115641419064443
SAX-TD,EOGVerticalSignal,0.40712799262548577
SAX-TD,EthanolLevel,0.007335969237294549
SAX-TD,FaceAll,0.27464017041162586
SAX-TD,FaceFour,0.14109031196362096
SAX-TD,FacesUCR,0.20259145182370153
SAX-TD,FiftyWords,0.4513752251154593
SAX-TD,Fish,0.18349808010705804
SAX-TD,FordA,0.04264434684255197
SAX-TD,FordB,0.03395419700919029
SAX-TD,FreezerRegularTrain,0.3702384697921143
SAX-TD,FreezerSmallTrain,0.3584945920750577
SAX-TD,Fungi,0.37272864039703935
SAX-TD,GestureMidAirD1,0.4715839999532753
SAX-TD,GestureMidAirD2,0.4341791936266478
SAX-TD,GestureMidAirD3,0.5097846943130728
SAX-TD,GesturePebbleZ1,0.33488907601439527
SAX-TD,GesturePebbleZ2,0.33298509993445574
SAX-TD,GunPoint,0.4304013089646382
SAX-TD,GunPointAgeSpan,0.47789616406242397
SAX-TD,GunPointMaleVersusFemale,0.4777529556662285
SAX-TD,GunPointOldVersusYoung,0.4776101657499735
SAX-TD,Ham,0.2378485242149209
SAX-TD,HandOutlines,0.06039718610882668
SAX-TD,Haptics,0.29042086607707773
SAX-TD,Herring,0.1640460738991106
SAX-TD,HouseTwenty,0.32137435799782643
SAX-TD,InlineSkate,0.41775719048606835
SAX-TD,InsectEPGRegularTrain,0.4526745229380446
SAX-TD,InsectEPGSmallTrain,0.4492233342692672
SAX-TD,InsectWingbeatSound,0.357997260541253
SAX-TD,ItalyPowerDemand,0.44002024110873655
SAX-TD,LargeKitchenAppliances,0.24553322553228046
SAX-TD,Lightning2,0.2931943226846805
SAX-TD,Lightning7,0.3407079870985288
SAX-TD,Mallat,0.11610579600211264
SAX-TD,Meat,0.0
SAX-TD,MedicalImages,0.3488078719985629
SAX-TD,MiddlePhalanxOutlineAgeGroup,0.10290372858246845
SAX-TD,MiddlePhalanxOutlineCorrect,0.10204113788010502
SAX-TD,MiddlePhalanxTW,0.089890831402863
SAX-TD,MixedShapesRegularTrain,0.4330893939016364
SAX-TD,MixedShapesSmallTrain,0.43205777767244946
SAX-TD,MoteStrain,0.4203334761393615
SAX-TD,NonInvasiveFetalECGThorax1,0.1768206738317283
SAX-TD,NonInvasiveFetalECGThorax2,0.19249905603609171
SAX-TD,OliveOil,0.0
SAX-TD,OSULeaf,0.4113342639740281
SAX-TD,PhalangesOutlinesCorrect,0.1424627926687914
SAX-TD,Phoneme,0.06237498542142398
SAX-TD,PickupGestureWiimoteZ,0.36768785078274113
SAX-TD,PigAirwayPressure,0.4483403443313444
SAX-TD,PigArtPressure,0.1312575530653144
SAX-TD,PigCVP,0.31594935764688364
SAX-TD,PLAID,0.28994054672943526
SAX-TD,Plane,0.3544891171817966
SAX-TD,PowerCons,0.4433509409092973
SAX-TD,ProximalPhalanxOutlineAgeGroup,0.05039138313510377
SAX-TD,ProximalPhalanxOutlineCorrect,0.05966852043909467
