Method,Dataset,TLB
isax,ArrowHead,0.6599571596014188
sfa_equi-width_True,ArrowHead,0.8543503344632568
sfa_equi-width_False,ArrowHead,0.839247106633476
sfa_equi-depth_True,ArrowHead,0.8496835265032067
sfa_equi-depth_False,ArrowHead,0.8358372662101083
isax,Beef,0.6190783957456855
sfa_equi-width_True,Beef,0.7621069209482427
sfa_equi-width_False,Beef,0.7481221616048647
sfa_equi-depth_True,Beef,0.8259479025482759
sfa_equi-depth_False,Beef,0.8139935003933894
isax,BeetleFly,0.7131503231417069
sfa_equi-width_True,BeetleFly,0.8018147007263785
sfa_equi-width_False,BeetleFly,0.7915862953021796
sfa_equi-depth_True,BeetleFly,0.7942555304693328
sfa_equi-depth_False,BeetleFly,0.7869896948450886
isax,BirdChicken,0.8214744833037892
sfa_equi-width_True,BirdChicken,0.9002058158793814
sfa_equi-width_False,BirdChicken,0.9003373677829245
sfa_equi-depth_True,BirdChicken,0.9014225119025652
sfa_equi-depth_False,BirdChicken,0.9015958821138481
isax,BME,0.8156494565748148
sfa_equi-width_True,BME,0.868661539942443
sfa_equi-width_False,BME,0.8697993595702094
sfa_equi-depth_True,BME,0.8726942493038204
sfa_equi-depth_False,BME,0.874152924154115
isax,Car,0.6934726988923983
sfa_equi-width_True,Car,0.8493624462877069
sfa_equi-width_False,Car,0.8493624462877069
sfa_equi-depth_True,Car,0.8574158252868882
sfa_equi-depth_False,Car,0.8574158252868882
isax,CBF,0.6723324651089168
sfa_equi-width_True,CBF,0.7330792959962021
sfa_equi-width_False,CBF,0.7333519779906899
sfa_equi-depth_True,CBF,0.736349244495865
sfa_equi-depth_False,CBF,0.7365018174751681
isax,Chinatown,0.675375484550439
sfa_equi-width_True,Chinatown,0.8641251439625209
sfa_equi-width_False,Chinatown,0.8657534065877533
sfa_equi-depth_True,Chinatown,0.8554655987756651
sfa_equi-depth_False,Chinatown,0.8567751744204519
isax,ChlorineConcentration,0.3195997490498907
sfa_equi-width_True,ChlorineConcentration,0.5722251982429579
sfa_equi-width_False,ChlorineConcentration,0.49243083632034945
sfa_equi-depth_True,ChlorineConcentration,0.5830951273355769
sfa_equi-depth_False,ChlorineConcentration,0.5059430161204433
isax,CinCECGTorso,0.5367134741692969
sfa_equi-width_True,CinCECGTorso,0.6063345368263948
sfa_equi-width_False,CinCECGTorso,0.6015521842733598
sfa_equi-depth_True,CinCECGTorso,0.6038826335599834
sfa_equi-depth_False,CinCECGTorso,0.5980127844490499
isax,Coffee,0.30677842391774696
sfa_equi-width_True,Coffee,0.7384267861798962
sfa_equi-width_False,Coffee,0.7370448066731189
sfa_equi-depth_True,Coffee,0.7362937674505076
sfa_equi-depth_False,Coffee,0.7352279467023753
isax,Computers,0.6062832299020756
sfa_equi-width_True,Computers,0.675846710168401
sfa_equi-width_False,Computers,0.675846710168401
sfa_equi-depth_True,Computers,0.6754034234292149
sfa_equi-depth_False,Computers,0.6754034234292149
isax,CricketX,0.6932801149588775
sfa_equi-width_True,CricketX,0.7480902184676176
sfa_equi-width_False,CricketX,0.7480902184676176
sfa_equi-depth_True,CricketX,0.7458337676279269
sfa_equi-depth_False,CricketX,0.7458337676279269
isax,CricketY,0.7090932675366888
sfa_equi-width_True,CricketY,0.7772664387532633
sfa_equi-width_False,CricketY,0.7772664387532633
sfa_equi-depth_True,CricketY,0.7731798327697826
sfa_equi-depth_False,CricketY,0.7731798327697826
isax,CricketZ,0.690732569244926
sfa_equi-width_True,CricketZ,0.7475462203812022
sfa_equi-width_False,CricketZ,0.7475462203812022
sfa_equi-depth_True,CricketZ,0.7461625817322814
sfa_equi-depth_False,CricketZ,0.7461625817322814
isax,Crop,0.8121213298044163
sfa_equi-width_True,Crop,0.8292510071334072
