Method,Dataset,Pruning_Power
isax,ASTRO,0.7301105707000001
sfa_equi-width_True,ASTRO,0.7488937839
sfa_equi-width_False,ASTRO,0.7520946568
sfa_equi-depth_True,ASTRO,0.8269296156
sfa_equi-depth_False,ASTRO,0.8292767501
isax,BIGANN,0.0844635974
sfa_equi-width_True,BIGANN,0.5730083956
sfa_equi-width_False,BIGANN,0.2492588147
sfa_equi-depth_True,BIGANN,0.6657170876
sfa_equi-depth_False,BIGANN,0.3248750305
isax,SALD,0.4988672691
sfa_equi-width_True,SALD,0.501643309
sfa_equi-width_False,SALD,0.5018560798
sfa_equi-depth_True,SALD,0.5039126038
sfa_equi-depth_False,SALD,0.5040313049
isax,SIFT1B,0.1113949862
sfa_equi-width_True,SIFT1B,0.9150549738
sfa_equi-width_False,SIFT1B,0.1786885162
sfa_equi-depth_True,SIFT1B,0.9451066453
sfa_equi-depth_False,SIFT1B,0.2297908049
isax,DEEP1B,0.7105692044
sfa_equi-width_True,DEEP1B,0.7966248657
sfa_equi-width_False,DEEP1B,0.7077021636
sfa_equi-depth_True,DEEP1B,0.8476205907000001
sfa_equi-depth_False,DEEP1B,0.7560362694
isax,SCEDC,0.9196975353
sfa_equi-width_True,SCEDC,0.9935551811000001
sfa_equi-width_False,SCEDC,0.7773185424
sfa_equi-depth_True,SCEDC,0.9988813203
sfa_equi-depth_False,SCEDC,0.9123310911
isax,ETHZ,0.6743905397113401
sfa_equi-width_True,ETHZ,0.6666437883555217
sfa_equi-width_False,ETHZ,0.6665620152434074
sfa_equi-depth_True,ETHZ,0.6731839153012481
sfa_equi-depth_False,ETHZ,0.6726164435836328
isax,ISC_EHB_DepthPhases,0.9883919480000001
sfa_equi-width_True,ISC_EHB_DepthPhases,0.9848378481000001
sfa_equi-width_False,ISC_EHB_DepthPhases,0.9835775126
sfa_equi-depth_True,ISC_EHB_DepthPhases,0.9941500479000001
sfa_equi-depth_False,ISC_EHB_DepthPhases,0.9916715857
isax,LenDB,0.7158090019991828
sfa_equi-width_True,LenDB,0.7103129593956503
sfa_equi-width_False,LenDB,0.6803616662462654
sfa_equi-depth_True,LenDB,0.5302868058757658
sfa_equi-depth_False,LenDB,0.5272862290957407
isax,Iquique,0.3686668117812294
sfa_equi-width_True,Iquique,0.3636795352187861
sfa_equi-width_False,Iquique,0.364748614933325
sfa_equi-depth_True,Iquique,0.36982465323665936
sfa_equi-depth_False,Iquique,0.37011450230023857
isax,NEIC,0.8630490652964564
sfa_equi-width_True,NEIC,0.8536765518490415
sfa_equi-width_False,NEIC,0.8533852624669477
sfa_equi-depth_True,NEIC,0.8585739887611619
sfa_equi-depth_False,NEIC,0.8586741016904452
isax,OBS,0.8419320960740081
sfa_equi-width_True,OBS,0.8565795722091608
sfa_equi-width_False,OBS,0.840767837267037
sfa_equi-depth_True,OBS,0.8340592208523757
sfa_equi-depth_False,OBS,0.8231819972591035
isax,OBST2024,0.0230766803051521
sfa_equi-width_True,OBST2024,0.0861668380491149
sfa_equi-width_False,OBST2024,0.03313254665664813
sfa_equi-depth_True,OBST2024,0.043956139073131034
sfa_equi-depth_False,OBST2024,0.000733742824411591
isax,PNW,0.3565086928378865
sfa_equi-width_True,PNW,0.3552539967931479
sfa_equi-width_False,PNW,0.34679732328342083
sfa_equi-depth_True,PNW,0.33645740646697037
sfa_equi-depth_False,PNW,0.32619326546052957
isax,Meier2019JGR,0.7062638168072357
sfa_equi-width_True,Meier2019JGR,0.6932715602865641
sfa_equi-width_False,Meier2019JGR,0.6932841569582386
sfa_equi-depth_True,Meier2019JGR,0.41675621715064987
sfa_equi-depth_False,Meier2019JGR,0.4243334279576951
isax,STEAD,0.1932204391231389
sfa_equi-width_True,STEAD,0.18573590321397465
sfa_equi-width_False,STEAD,0.18527159118904543
sfa_equi-depth_True,STEAD,0.10889252945426459
sfa_equi-depth_False,STEAD,0.10893814584683129
isax,TXED,0.07816712880729784
sfa_equi-width_True,TXED,0.12382253325586967
sfa_equi-width_False,TXED,0.08546148780191122
sfa_equi-depth_True,TXED,0.142417747349417
sfa_equi-depth_False,TXED,0.10064808916278059
