Method,Dataset,TLB
SPARTAN_wo_DAA,ArrowHead,0.7561582778324183
SPARTAN_DAA,ArrowHead,0.7598634512829658
SPARTAN_wo_DAA,Beef,0.8358862693158128
SPARTAN_DAA,Beef,0.8366729115936593
SPARTAN_wo_DAA,BeetleFly,0.732921887430669
SPARTAN_DAA,BeetleFly,0.7394845703544998
SPARTAN_wo_DAA,BirdChicken,0.7893070098357039
SPARTAN_DAA,BirdChicken,0.7929497195191678
SPARTAN_wo_DAA,BME,0.8743046055647252
SPARTAN_DAA,BME,0.8806534572209327
SPARTAN_wo_DAA,Car,0.8100015602692041
SPARTAN_DAA,Car,0.8144084137571371
SPARTAN_wo_DAA,CBF,0.7119478396928373
SPARTAN_DAA,CBF,0.716767986212087
SPARTAN_wo_DAA,Chinatown,0.7927055493815285
SPARTAN_DAA,Chinatown,0.796044348348667
SPARTAN_wo_DAA,ChlorineConcentration,0.8585145048535434
SPARTAN_DAA,ChlorineConcentration,0.8621468828776292
SPARTAN_wo_DAA,CinCECGTorso,0.7907004240810386
SPARTAN_DAA,CinCECGTorso,0.8021415355437193
SPARTAN_wo_DAA,Coffee,0.7737748994420642
SPARTAN_DAA,Coffee,0.7767331290055245
SPARTAN_wo_DAA,Computers,0.6412409670709718
SPARTAN_DAA,Computers,0.6476760177679437
SPARTAN_wo_DAA,CricketX,0.7311218139869154
SPARTAN_DAA,CricketX,0.7400761449436509
SPARTAN_wo_DAA,CricketY,0.7659433671694585
SPARTAN_DAA,CricketY,0.7702390440105104
SPARTAN_wo_DAA,CricketZ,0.7316769231254785
SPARTAN_DAA,CricketZ,0.7395573656993976
SPARTAN_wo_DAA,Crop,0.8427564418372263
SPARTAN_DAA,Crop,0.8482351466916564
SPARTAN_wo_DAA,DiatomSizeReduction,0.7009687089411828
SPARTAN_DAA,DiatomSizeReduction,0.7019554683438363
SPARTAN_wo_DAA,DistalPhalanxOutlineAgeGroup,0.8190557834964969
SPARTAN_DAA,DistalPhalanxOutlineAgeGroup,0.8246816326107577
SPARTAN_wo_DAA,DistalPhalanxOutlineCorrect,0.8075829570431707
SPARTAN_DAA,DistalPhalanxOutlineCorrect,0.8129603888091734
SPARTAN_wo_DAA,DistalPhalanxTW,0.8115368414152615
SPARTAN_DAA,DistalPhalanxTW,0.8174325561265705
SPARTAN_wo_DAA,DodgerLoopDay,0.5543177472185536
SPARTAN_DAA,DodgerLoopDay,0.5561703215634511
SPARTAN_wo_DAA,DodgerLoopGame,0.5826458740162064
SPARTAN_DAA,DodgerLoopGame,0.5846105507917528
SPARTAN_wo_DAA,DodgerLoopWeekend,0.593385757913853
SPARTAN_DAA,DodgerLoopWeekend,0.5971036603711305
SPARTAN_wo_DAA,Earthquakes,0.22892995659281518
SPARTAN_DAA,Earthquakes,0.22808459524983712
SPARTAN_wo_DAA,ECG200,0.8054714568773658
SPARTAN_DAA,ECG200,0.8103536490493308
SPARTAN_wo_DAA,ECG5000,0.8436447113345863
SPARTAN_DAA,ECG5000,0.8501652283836812
SPARTAN_wo_DAA,ECGFiveDays,0.8361076038540999
SPARTAN_DAA,ECGFiveDays,0.8389437284305616
SPARTAN_wo_DAA,EOGHorizontalSignal,0.8712270834533395
SPARTAN_DAA,EOGHorizontalSignal,0.8749289022465819
SPARTAN_wo_DAA,EOGVerticalSignal,0.8425759557905087
SPARTAN_DAA,EOGVerticalSignal,0.8489977818226588
SPARTAN_wo_DAA,EthanolLevel,0.8739199023405961
SPARTAN_DAA,EthanolLevel,0.8769415035010236
SPARTAN_wo_DAA,FaceAll,0.6976352312164168
SPARTAN_DAA,FaceAll,0.7041086871238526
SPARTAN_wo_DAA,FaceFour,0.724969739732046
SPARTAN_DAA,FaceFour,0.731407021314167
SPARTAN_wo_DAA,FacesUCR,0.7181590967802421
SPARTAN_DAA,FacesUCR,0.7232934825471322
SPARTAN_wo_DAA,FiftyWords,0.8127460259554738
SPARTAN_DAA,FiftyWords,0.8209252934329776
SPARTAN_wo_DAA,Fish,0.8014239171133302
SPARTAN_DAA,Fish,0.8061249825126662
SPARTAN_wo_DAA,FordA,0.6299676980943223
SPARTAN_DAA,FordA,0.6371418850329439
SPARTAN_wo_DAA,FordB,0.5667431622392163
SPARTAN_DAA,FordB,0.5666248736021694
SPARTAN_wo_DAA,FreezerRegularTrain,0.8138362406617698
SPARTAN_DAA,FreezerRegularTrain,0.8194418280674307
SPARTAN_wo_DAA,FreezerSmallTrain,0.7833812006786949
SPARTAN_DAA,FreezerSmallTrain,0.7861140539972108
SPARTAN_wo_DAA,Fungi,0.8152359770058644
SPARTAN_DAA,Fungi,0.824428844790387
SPARTAN_wo_DAA,GestureMidAirD1,0.85361920889789
SPARTAN_DAA,GestureMidAirD1,0.85745149244465
SPARTAN_wo_DAA,GestureMidAirD2,0.8332464093731821
SPARTAN_DAA,GestureMidAirD2,0.8385588481961526
SPARTAN_wo_DAA,GestureMidAirD3,0.8592441137941079
SPARTAN_DAA,GestureMidAirD3,0.863094848835115
SPARTAN_wo_DAA,GesturePebbleZ1,0.7159015738274574
SPARTAN_DAA,GesturePebbleZ1,0.720783703825627
SPARTAN_wo_DAA,GesturePebbleZ2,0.7128961804977957
