Method,Dataset,TLB
SAX-TD,ArrowHead,0.04907230601078189
SAX-TD,Beef,0.07902786672284544
SAX-TD,BeetleFly,0.179344813506563
SAX-TD,BirdChicken,0.21613647905952652
SAX-TD,BME,0.2583273648359082
SAX-TD,Car,0.027995965712577807
SAX-TD,CBF,0.20095304593187027
SAX-TD,Chinatown,0.0123943743125496
SAX-TD,ChlorineConcentration,0.016053835449256062
SAX-TD,CinCECGTorso,0.10848061282109595
SAX-TD,Coffee,0.0
SAX-TD,Computers,0.15720616804947146
SAX-TD,CricketX,0.20798196338827804
SAX-TD,CricketY,0.2151097891558989
SAX-TD,CricketZ,0.2081321740463397
SAX-TD,Crop,0.25729860084819683
SAX-TD,DiatomSizeReduction,0.004660941999855345
SAX-TD,DistalPhalanxOutlineAgeGroup,0.0
SAX-TD,DistalPhalanxOutlineCorrect,0.004340712803928544
SAX-TD,DistalPhalanxTW,0.0
SAX-TD,DodgerLoopDay,0.09054788882672182
SAX-TD,DodgerLoopGame,0.08932052436028792
SAX-TD,DodgerLoopWeekend,0.10522826363305594
SAX-TD,Earthquakes,0.0019288539685274196
SAX-TD,ECG200,0.1369789841580156
SAX-TD,ECG5000,0.09433529880733688
SAX-TD,ECGFiveDays,0.012315728960689554
SAX-TD,EOGHorizontalSignal,0.21952994411716384
SAX-TD,EOGVerticalSignal,0.19311870400545172
SAX-TD,EthanolLevel,0.0
SAX-TD,FaceAll,0.03173881760196813
SAX-TD,FaceFour,0.017926982585933803
SAX-TD,FacesUCR,0.014875444600273964
SAX-TD,FiftyWords,0.22657856462387677
SAX-TD,Fish,0.0015015463698942809
SAX-TD,FordA,0.0
SAX-TD,FordB,0.0
SAX-TD,FreezerRegularTrain,0.15153267890772637
SAX-TD,FreezerSmallTrain,0.14901501245851828
SAX-TD,Fungi,0.16905564731962716
SAX-TD,GestureMidAirD1,0.21245554318633597
SAX-TD,GestureMidAirD2,0.1579814538647368
SAX-TD,GestureMidAirD3,0.24931108797475732
SAX-TD,GesturePebbleZ1,0.14225600755771686
SAX-TD,GesturePebbleZ2,0.14240848066645023
SAX-TD,GunPoint,0.17779535890010384
SAX-TD,GunPointAgeSpan,0.19145337366909837
SAX-TD,GunPointMaleVersusFemale,0.19164565283055301
SAX-TD,GunPointOldVersusYoung,0.19274057941856115
SAX-TD,Ham,0.01020456290035255
SAX-TD,HandOutlines,0.0031733064968616272
SAX-TD,Haptics,0.04831541491809148
SAX-TD,Herring,0.0027202627671428117
SAX-TD,HouseTwenty,0.144325493107898
SAX-TD,InlineSkate,0.15218018643805709
SAX-TD,InsectEPGRegularTrain,0.22357779082033025
SAX-TD,InsectEPGSmallTrain,0.22088987935053275
SAX-TD,InsectWingbeatSound,0.1344269542341229
SAX-TD,ItalyPowerDemand,0.09107875721510415
SAX-TD,LargeKitchenAppliances,0.12892538112449664
SAX-TD,Lightning2,0.09129633366510619
SAX-TD,Lightning7,0.1093914263307997
SAX-TD,Mallat,0.0
SAX-TD,Meat,0.0
SAX-TD,MedicalImages,0.11088373421871248
SAX-TD,MiddlePhalanxOutlineAgeGroup,0.0
SAX-TD,MiddlePhalanxOutlineCorrect,0.0
SAX-TD,MiddlePhalanxTW,0.0
SAX-TD,MixedShapesRegularTrain,0.21624326979676756
SAX-TD,MixedShapesSmallTrain,0.21257969837726592
SAX-TD,MoteStrain,0.11947033316562346
SAX-TD,NonInvasiveFetalECGThorax1,0.008965898764743184
SAX-TD,NonInvasiveFetalECGThorax2,0.011075186509623202
SAX-TD,OliveOil,0.0
SAX-TD,OSULeaf,0.220220779518591
SAX-TD,PhalangesOutlinesCorrect,0.0015874741826084906
SAX-TD,Phoneme,0.0060646225519483815
SAX-TD,PickupGestureWiimoteZ,0.12690235361876967
SAX-TD,PigAirwayPressure,0.22526693424842373
SAX-TD,PigArtPressure,0.003228470282390986
SAX-TD,PigCVP,0.14185143743554973
SAX-TD,PLAID,0.09246114657315377
SAX-TD,Plane,0.05126620406946322
SAX-TD,PowerCons,0.19287691444674454
SAX-TD,ProximalPhalanxOutlineAgeGroup,0.0
SAX-TD,ProximalPhalanxOutlineCorrect,0.0
SAX-TD,ProximalPhalanxTW,0.0
SAX-TD,RefrigerationDevices,0.016936914526962416
SAX-TD,Rock,0.13709220047776946
SAX-TD,ScreenType,0.16269123625997167
SAX-TD,SemgHandGenderCh2,0.0067371943386660285
SAX-TD,SemgHandMovementCh2,0.006901437506025435
SAX-TD,SemgHandSubjectCh2,0.006891125966551428
SAX-TD,ShakeGestureWiimoteZ,0.09378604820541274
SAX-TD,ShapeletSim,0.0
SAX-TD,ShapesAll,0.250258303667403
SAX-TD,SmallKitchenAppliances,0.004923246165015912
SAX-TD,SonyAIBORobotSurface1,0.038078516016722616
SAX-TD,SonyAIBORobotSurface2,0.07689067075124947
SAX-TD,StarLightCurves,0.15481388694825296
SAX-TD,Strawberry,0.0028843639019448092
SAX-TD,SwedishLeaf,0.10975210648690352
SAX-TD,Symbols,0.19226142461168222
SAX-TD,SyntheticControl,0.24928098391317635
SAX-TD,ToeSegmentation1,0.22990706890468054
SAX-TD,ToeSegmentation2,0.23950961565766313
SAX-TD,Trace,0.21294229367056466
SAX-TD,TwoLeadECG,0.027475727115391244
SAX-TD,TwoPatterns,0.2569373179760536
SAX-TD,UMD,0.23833028674286133
SAX-TD,UWaveGestureLibraryAll,0.1933455010856472
SAX-TD,UWaveGestureLibraryX,0.2796006455591099
SAX-TD,UWaveGestureLibraryY,0.27396957575945136
SAX-TD,Wafer,0.23190073462896296
SAX-TD,Wine,0.0
SAX-TD,WordSynonyms,0.22198868603644098
SAX-TD,Worms,0.20573251263417985
SAX-TD,WormsTwoClass,0.20573251263417985
SAX-TD,Yoga,0.20070333013034658
