Method,Dataset,Pruning_Power
isax,ASTRO,0.4288628848
sfa_equi-width_True,ASTRO,0.49262721730000003
sfa_equi-width_False,ASTRO,0.5017207372
sfa_equi-depth_True,ASTRO,0.49561980390000004
sfa_equi-depth_False,ASTRO,0.4992615341
isax,BIGANN,0.0555190755
sfa_equi-width_True,BIGANN,0.1110918087
sfa_equi-width_False,BIGANN,0.044536368900000005
sfa_equi-depth_True,BIGANN,0.1128295243
sfa_equi-depth_False,BIGANN,0.0454413596
isax,SALD,0.2056193556
sfa_equi-width_True,SALD,0.3213440094
sfa_equi-width_False,SALD,0.3202422723
sfa_equi-depth_True,SALD,0.310445146
sfa_equi-depth_False,SALD,0.3132779908
isax,SIFT1B,0.0196520222
sfa_equi-width_True,SIFT1B,0.4309270603
sfa_equi-width_False,SIFT1B,0.0283877709
sfa_equi-depth_True,SIFT1B,0.45610053640000003
sfa_equi-depth_False,SIFT1B,0.033636236
isax,DEEP1B,0.3394983865
sfa_equi-width_True,DEEP1B,0.3688168805
sfa_equi-width_False,DEEP1B,0.3535565948
sfa_equi-depth_True,DEEP1B,0.3643465193
sfa_equi-depth_False,DEEP1B,0.3597502387
isax,SCEDC,0.2651343845
sfa_equi-width_True,SCEDC,0.704865618
sfa_equi-width_False,SCEDC,0.1804724422
sfa_equi-depth_True,SCEDC,0.7068270084
sfa_equi-depth_False,SCEDC,0.1780151448
isax,ETHZ,0.5451829304878547
sfa_equi-width_True,ETHZ,0.5314902682676484
sfa_equi-width_False,ETHZ,0.5281464187912956
sfa_equi-depth_True,ETHZ,0.5303705270391678
sfa_equi-depth_False,ETHZ,0.5294433404294299
isax,ISC_EHB_DepthPhases,0.8860064831000001
sfa_equi-width_True,ISC_EHB_DepthPhases,0.8623415245
sfa_equi-width_False,ISC_EHB_DepthPhases,0.8584240456000001
sfa_equi-depth_True,ISC_EHB_DepthPhases,0.8563896704
sfa_equi-depth_False,ISC_EHB_DepthPhases,0.8539889039
isax,LenDB,0.53891726071796
sfa_equi-width_True,LenDB,0.515071200468279
sfa_equi-width_False,LenDB,0.5500253718945859
sfa_equi-depth_True,LenDB,0.5272862290957407
sfa_equi-depth_False,LenDB,0.5272862290957407
isax,Iquique,0.12347632300428606
sfa_equi-width_True,Iquique,0.13521519280369973
sfa_equi-width_False,Iquique,0.13616714433543575
sfa_equi-depth_True,Iquique,0.13517979521571105
sfa_equi-depth_False,Iquique,0.13637662757211244
isax,NEIC,0.5698687094779046
sfa_equi-width_True,NEIC,0.5400711095346222
sfa_equi-width_False,NEIC,0.5391607556623965
sfa_equi-depth_True,NEIC,0.5418329783826206
sfa_equi-depth_False,NEIC,0.5371526072816691
isax,OBS,0.7888930067676442
sfa_equi-width_True,OBS,0.7660582976342325
sfa_equi-width_False,OBS,0.7433925752060412
sfa_equi-depth_True,OBS,0.7093337599300112
sfa_equi-depth_False,OBS,0.7073536659265705
isax,OBST2024,0.0
sfa_equi-width_True,OBST2024,0.0033669632328162057
sfa_equi-width_False,OBST2024,0.0
sfa_equi-depth_True,OBST2024,0.003043795546748469
sfa_equi-depth_False,OBST2024,0.0
isax,PNW,0.10056895235390209
sfa_equi-width_True,PNW,0.09543519281603098
sfa_equi-width_False,PNW,0.09091978723791432
sfa_equi-depth_True,PNW,0.0948073603139891
sfa_equi-depth_False,PNW,0.0946223566154347
isax,Meier2019JGR,0.36665137430096645
sfa_equi-width_True,Meier2019JGR,0.19253735225946314
sfa_equi-width_False,Meier2019JGR,0.2912416806795601
sfa_equi-depth_True,Meier2019JGR,0.41675621715064987
sfa_equi-depth_False,Meier2019JGR,0.4243334279576951
isax,STEAD,0.01974492299220531
sfa_equi-width_True,STEAD,0.02059650964478229
sfa_equi-width_False,STEAD,0.020257186292710228
sfa_equi-depth_True,STEAD,0.020545370221530343
sfa_equi-depth_False,STEAD,0.020545370221530343
isax,TXED,0.004110865385492397
sfa_equi-width_True,TXED,0.02246716377640845
sfa_equi-width_False,TXED,0.016612188267756
sfa_equi-depth_True,TXED,0.024422923904654743
sfa_equi-depth_False,TXED,0.017553587574973207
