Method,Dataset,TLB
isax,ASTRO,0.3772537526715267
sfa_equi-width_True,ASTRO,0.4189992162148915
sfa_equi-width_False,ASTRO,0.4189992162148915
sfa_equi-depth_True,ASTRO,0.41882492389260423
sfa_equi-depth_False,ASTRO,0.41882492389260423
isax,BIGANN,0.18414175415691245
sfa_equi-width_True,BIGANN,0.49326618314045895
sfa_equi-width_False,BIGANN,0.37501543306491447
sfa_equi-depth_True,BIGANN,0.4931630688494225
sfa_equi-depth_False,BIGANN,0.3757283593308954
isax,SALD,0.6996735910523216
sfa_equi-width_True,SALD,0.7194389585392696
sfa_equi-width_False,SALD,0.720380497403289
sfa_equi-depth_True,SALD,0.7183083858248549
sfa_equi-depth_False,SALD,0.7192748356811977
isax,SIFT1B,0.2423628113760309
sfa_equi-width_True,SIFT1B,0.638330242825463
sfa_equi-width_False,SIFT1B,0.29383222415992294
sfa_equi-depth_True,SIFT1B,0.6383065972256089
sfa_equi-depth_False,SIFT1B,0.29413583908540036
isax,DEPP1B,0.3591322235691341
sfa_equi-width_True,DEPP1B,0.41052851955277386
sfa_equi-width_False,DEPP1B,0.37342797986573334
sfa_equi-depth_True,DEPP1B,0.41016141351191027
sfa_equi-depth_False,DEPP1B,0.3731499740423467
isax,SCEDC,0.30656024144126465
sfa_equi-width_True,SCEDC,0.574461184129922
sfa_equi-width_False,SCEDC,0.27708681616929853
sfa_equi-depth_True,SCEDC,0.5732729985940608
sfa_equi-depth_False,SCEDC,0.2750680842379269
isax,ETHZ,0.7193795572788478
sfa_equi-width_True,ETHZ,0.717116315642796
sfa_equi-width_False,ETHZ,0.7161975458674588
sfa_equi-depth_True,ETHZ,0.7153919084401903
sfa_equi-depth_False,ETHZ,0.7143509253429535
isax,ISC_EHB_DepthPhases,0.9305600468218139
sfa_equi-width_True,ISC_EHB_DepthPhases,0.9334440157089974
sfa_equi-width_False,ISC_EHB_DepthPhases,0.9301553624830047
sfa_equi-depth_True,ISC_EHB_DepthPhases,0.9321022707777742
sfa_equi-depth_False,ISC_EHB_DepthPhases,0.9287513709641438
isax,LenDB,0.829278143437432
sfa_equi-width_True,LenDB,0.8473053571614249
sfa_equi-width_False,LenDB,0.8473053571614249
sfa_equi-depth_True,LenDB,0.551740133787458
sfa_equi-depth_False,LenDB,0.551740133787458
isax,Iquique,0.6178988339414571
sfa_equi-width_True,Iquique,0.6355546512164925
sfa_equi-width_False,Iquique,0.6354420045212519
sfa_equi-depth_True,Iquique,0.6319500473224552
sfa_equi-depth_False,Iquique,0.6317960312987065
isax,NEIC,0.7419870303354814
sfa_equi-width_True,NEIC,0.7517217444694422
sfa_equi-width_False,NEIC,0.7508089919161204
sfa_equi-depth_True,NEIC,0.748694555884299
sfa_equi-depth_False,NEIC,0.7477673257501714
isax,OBS,0.8405516753783028
sfa_equi-width_True,OBS,0.8397869871287152
sfa_equi-width_False,OBS,0.8351779704762434
sfa_equi-depth_True,OBS,0.837418555277855
sfa_equi-depth_False,OBS,0.8337869191241885
isax,OBST2024,0.3042440636814451
sfa_equi-width_True,OBST2024,0.4521707766707628
sfa_equi-width_False,OBST2024,0.2983498417673493
sfa_equi-depth_True,OBST2024,0.4463943587932807
sfa_equi-depth_False,OBST2024,0.29394397854720106
isax,PNW,0.5593326183768478
sfa_equi-width_True,PNW,0.5777739543184572
sfa_equi-width_False,PNW,0.569336210642662
sfa_equi-depth_True,PNW,0.5754753541176034
sfa_equi-depth_False,PNW,0.566926339346781
isax,Meier2019JGR,0.8205034204283187
sfa_equi-width_True,Meier2019JGR,0.8747447554872255
sfa_equi-width_False,Meier2019JGR,0.8775365079402372
sfa_equi-depth_True,Meier2019JGR,0.7857952882716379
sfa_equi-depth_False,Meier2019JGR,0.790270704281994
isax,STEAD,0.45688569295687687
sfa_equi-width_True,STEAD,0.4779914893027444
sfa_equi-width_False,STEAD,0.4779914893027444
sfa_equi-depth_True,STEAD,0.4737744407431598
sfa_equi-depth_False,STEAD,0.4737744407431598
isax,TXED,0.35696715188660477
sfa_equi-width_True,TXED,0.43528238535319774
sfa_equi-width_False,TXED,0.38220067395889423
sfa_equi-depth_True,TXED,0.4318049674742904
sfa_equi-depth_False,TXED,0.38091164366075025
