Method,Dataset,TLB
SAX-TD,ArrowHead,0.4725495814552322
SAX-TD,Beef,0.5055966803515551
SAX-TD,BeetleFly,0.42050630844161196
SAX-TD,BirdChicken,0.5709344375094503
SAX-TD,BME,0.5940225660190641
SAX-TD,Car,0.5183710634731822
SAX-TD,CBF,0.5441626723361302
SAX-TD,Chinatown,0.6204590814963535
SAX-TD,ChlorineConcentration,0.4122259473456124
SAX-TD,CinCECGTorso,0.31782762721871993
SAX-TD,Coffee,0.28923552499382393
SAX-TD,Computers,0.4196320608388598
SAX-TD,CricketX,0.47912602179381697
SAX-TD,CricketY,0.49121519748700215
SAX-TD,CricketZ,0.4793464199589075
SAX-TD,Crop,0.5829852523369133
SAX-TD,DiatomSizeReduction,0.45283708638765985
SAX-TD,DistalPhalanxOutlineAgeGroup,0.537777218538361
SAX-TD,DistalPhalanxOutlineCorrect,0.554351961420725
SAX-TD,DistalPhalanxTW,0.536286014480481
SAX-TD,DodgerLoopDay,0.388377599211867
SAX-TD,DodgerLoopGame,0.386098194846216
SAX-TD,DodgerLoopWeekend,0.3991334261477557
SAX-TD,Earthquakes,0.18639665770877362
SAX-TD,ECG200,0.5651610575442008
SAX-TD,ECG5000,0.4612384867533575
SAX-TD,ECGFiveDays,0.3675611438062533
SAX-TD,EOGHorizontalSignal,0.5310241011963949
SAX-TD,EOGVerticalSignal,0.5073018200275752
SAX-TD,EthanolLevel,0.22553739091348535
SAX-TD,FaceAll,0.40329775876062207
SAX-TD,FaceFour,0.251231886753976
SAX-TD,FacesUCR,0.33215384628835826
SAX-TD,FiftyWords,0.5422435384613004
SAX-TD,Fish,0.4558123800326559
SAX-TD,FordA,0.1697318939229929
SAX-TD,FordB,0.1665486471759595
SAX-TD,FreezerRegularTrain,0.5040514525964045
SAX-TD,FreezerSmallTrain,0.4956199738266871
SAX-TD,Fungi,0.46887587653571455
SAX-TD,GestureMidAirD1,0.5856866907602225
SAX-TD,GestureMidAirD2,0.5735496304206761
SAX-TD,GestureMidAirD3,0.6150257883311157
SAX-TD,GesturePebbleZ1,0.41337339285396485
SAX-TD,GesturePebbleZ2,0.4105995226656765
SAX-TD,GunPoint,0.6010538694100365
SAX-TD,GunPointAgeSpan,0.6224989095797062
SAX-TD,GunPointMaleVersusFemale,0.6234844512027529
SAX-TD,GunPointOldVersusYoung,0.6233645166090813
SAX-TD,Ham,0.4077086428574053
SAX-TD,HandOutlines,0.28639746006406686
SAX-TD,Haptics,0.44601022052881184
SAX-TD,Herring,0.4242112837030188
SAX-TD,HouseTwenty,0.38616501167717765
SAX-TD,InlineSkate,0.5488511337803661
SAX-TD,InsectEPGRegularTrain,0.5615133977014123
SAX-TD,InsectEPGSmallTrain,0.5643543929041852
SAX-TD,InsectWingbeatSound,0.43795062575307125
SAX-TD,ItalyPowerDemand,0.653759448977826
SAX-TD,LargeKitchenAppliances,0.29417150359575733
SAX-TD,Lightning2,0.3917773150103008
SAX-TD,Lightning7,0.4376868022903106
SAX-TD,Mallat,0.32422953643019825
SAX-TD,Meat,0.1676777225796053
SAX-TD,MedicalImages,0.5086726194562766
SAX-TD,MiddlePhalanxOutlineAgeGroup,0.5268618487343528
SAX-TD,MiddlePhalanxOutlineCorrect,0.5287791773997086
SAX-TD,MiddlePhalanxTW,0.5105513498472737
SAX-TD,MixedShapesRegularTrain,0.532912881347808
SAX-TD,MixedShapesSmallTrain,0.5330872836782132
SAX-TD,MoteStrain,0.5424282623314256
SAX-TD,NonInvasiveFetalECGThorax1,0.37859864962572815
SAX-TD,NonInvasiveFetalECGThorax2,0.3740203823249868
SAX-TD,OliveOil,0.012202057992759745
SAX-TD,OSULeaf,0.4897540699564795
SAX-TD,PhalangesOutlinesCorrect,0.5381004976885602
SAX-TD,Phoneme,0.14212096503560376
SAX-TD,PickupGestureWiimoteZ,0.48550901683257625
SAX-TD,PigAirwayPressure,0.5441684780281851
SAX-TD,PigArtPressure,0.18863189921571977
SAX-TD,PigCVP,0.3822070613272982
SAX-TD,PLAID,0.38662369164579746
SAX-TD,Plane,0.5033274599427213
SAX-TD,PowerCons,0.5347076382435322
SAX-TD,ProximalPhalanxOutlineAgeGroup,0.4749989049173139
SAX-TD,ProximalPhalanxOutlineCorrect,0.4802050657967494
SAX-TD,ProximalPhalanxTW,0.4748530827480138
SAX-TD,RefrigerationDevices,0.18242830321152703
SAX-TD,Rock,0.5237764545423311
SAX-TD,ScreenType,0.4390955673816592
SAX-TD,SemgHandGenderCh2,0.1932412991662107
SAX-TD,SemgHandMovementCh2,0.19220585591936043
SAX-TD,SemgHandSubjectCh2,0.19214707840716988
SAX-TD,ShakeGestureWiimoteZ,0.4006154519183355
SAX-TD,ShapeletSim,0.18007689733246998
SAX-TD,ShapesAll,0.5734255552140497
SAX-TD,SmallKitchenAppliances,0.1484848808774531
SAX-TD,SonyAIBORobotSurface1,0.5421916879926796
SAX-TD,SonyAIBORobotSurface2,0.512001601139229
SAX-TD,StarLightCurves,0.550075617235321
SAX-TD,Strawberry,0.41016608134094046
SAX-TD,SwedishLeaf,0.5746374385487395
SAX-TD,Symbols,0.5631983915302484
SAX-TD,SyntheticControl,0.5728570683788727
SAX-TD,ToeSegmentation1,0.5001258515080964
SAX-TD,ToeSegmentation2,0.5213152107538797
SAX-TD,Trace,0.5652963512707887
SAX-TD,TwoLeadECG,0.5424973651256637
SAX-TD,TwoPatterns,0.5334573445168037
SAX-TD,UMD,0.5829004606227575
SAX-TD,UWaveGestureLibraryAll,0.42416448905114723
SAX-TD,UWaveGestureLibraryX,0.6103698336137219
SAX-TD,UWaveGestureLibraryY,0.6240281232308934
SAX-TD,Wafer,0.5264744642713444
SAX-TD,Wine,0.17027236643889368
SAX-TD,WordSynonyms,0.5387134755744697
SAX-TD,Worms,0.49394156646719206
SAX-TD,WormsTwoClass,0.49394156646719206
SAX-TD,Yoga,0.5773426412015272
