Method,Dataset,TLB
isax,ArrowHead,0.7429974284573947
sfa_equi-width_True,ArrowHead,0.9076308492513346
sfa_equi-width_False,ArrowHead,0.891343373211201
sfa_equi-depth_True,ArrowHead,0.9028418440257767
sfa_equi-depth_False,ArrowHead,0.888427390264577
isax,Beef,0.7179948548002989
sfa_equi-width_True,Beef,0.8378717336708699
sfa_equi-width_False,Beef,0.8243800919519841
sfa_equi-depth_True,Beef,0.8747759052843469
sfa_equi-depth_False,Beef,0.8615467625886267
isax,BeetleFly,0.7486909398907654
sfa_equi-width_True,BeetleFly,0.838491550248059
sfa_equi-width_False,BeetleFly,0.8266012508259322
sfa_equi-depth_True,BeetleFly,0.8209406864749952
sfa_equi-depth_False,BeetleFly,0.8105550981590819
isax,BirdChicken,0.8704882637073894
sfa_equi-width_True,BirdChicken,0.942745299689081
sfa_equi-width_False,BirdChicken,0.942851334801938
sfa_equi-depth_True,BirdChicken,0.9244141553924149
sfa_equi-depth_False,BirdChicken,0.9245840444999962
isax,BME,0.8539148185958564
sfa_equi-width_True,BME,0.9070678063597837
sfa_equi-width_False,BME,0.9081357699985457
sfa_equi-depth_True,BME,0.9016828411209203
sfa_equi-depth_False,BME,0.9031309301255412
isax,Car,0.7831382483044516
sfa_equi-width_True,Car,0.9037996491963254
sfa_equi-width_False,Car,0.9037996491963254
sfa_equi-depth_True,Car,0.9035766665477997
sfa_equi-depth_False,Car,0.9035766665477997
isax,CBF,0.7104309574970138
sfa_equi-width_True,CBF,0.7632286051721395
sfa_equi-width_False,CBF,0.7634154387436151
sfa_equi-depth_True,CBF,0.7600454494252474
sfa_equi-depth_False,CBF,0.7602973230670547
isax,Chinatown,0.7951454780185198
sfa_equi-width_True,Chinatown,0.9113969100861988
sfa_equi-width_False,Chinatown,0.9125815349009158
sfa_equi-depth_True,Chinatown,0.8822945392031416
sfa_equi-depth_False,Chinatown,0.8849068812893537
isax,ChlorineConcentration,0.36852732559255225
sfa_equi-width_True,ChlorineConcentration,0.607129300305198
sfa_equi-width_False,ChlorineConcentration,0.5243092715512014
sfa_equi-depth_True,ChlorineConcentration,0.6120677742279683
sfa_equi-depth_False,ChlorineConcentration,0.5307885257187579
isax,CinCECGTorso,0.5699951921679803
