Method,Dataset,TLB
isax,ArrowHead,0.8343561662975629
sfa_equi-width_True,ArrowHead,0.9540291780295995
sfa_equi-width_False,ArrowHead,0.9368484047170292
sfa_equi-depth_True,ArrowHead,0.9167114627257843
sfa_equi-depth_False,ArrowHead,0.9020804481505243
isax,Beef,0.8272402885185955
sfa_equi-width_True,Beef,0.9081778840666105
sfa_equi-width_False,Beef,0.894524219112814
sfa_equi-depth_True,Beef,0.8747759052843469
sfa_equi-depth_False,Beef,0.8615467625886267
isax,BeetleFly,0.7739743219531038
sfa_equi-width_True,BeetleFly,0.8657839030375071
sfa_equi-width_False,BeetleFly,0.8519761444119243
sfa_equi-depth_True,BeetleFly,0.8209406864749952
sfa_equi-depth_False,BeetleFly,0.8105550981590819
isax,BirdChicken,0.913046424477559
sfa_equi-width_True,BirdChicken,0.9754190765901353
sfa_equi-width_False,BirdChicken,0.9755046679106769
sfa_equi-depth_True,BirdChicken,0.9244141553924149
sfa_equi-depth_False,BirdChicken,0.9245840444999962
isax,BME,0.8868925252889602
sfa_equi-width_True,BME,0.935403663079491
sfa_equi-width_False,BME,0.9363730032842432
sfa_equi-depth_True,BME,0.9016828411209203
sfa_equi-depth_False,BME,0.9031309301255412
isax,Car,0.8719010301906671
sfa_equi-width_True,Car,0.9450998459880345
sfa_equi-width_False,Car,0.9450998459880345
sfa_equi-depth_True,Car,0.9276465251179455
sfa_equi-depth_False,Car,0.9276465251179455
isax,CBF,0.7430197652604235
sfa_equi-width_True,CBF,0.7856692939187638
sfa_equi-width_False,CBF,0.7857918092076798
sfa_equi-depth_True,CBF,0.7600454494252474
sfa_equi-depth_False,CBF,0.7602973230670547
isax,Chinatown,0.9107338709804603
sfa_equi-width_True,Chinatown,0.9447465964090631
sfa_equi-width_False,Chinatown,0.9451998159254409
sfa_equi-depth_True,Chinatown,0.8822945392031416
sfa_equi-depth_False,Chinatown,0.8849068812893537
isax,ChlorineConcentration,0.4444016804022074
sfa_equi-width_True,ChlorineConcentration,0.635588733487896
sfa_equi-width_False,ChlorineConcentration,0.5505146751475783
sfa_equi-depth_True,ChlorineConcentration,0.6351082077629528
sfa_equi-depth_False,ChlorineConcentration,0.5501776841281817
isax,CinCECGTorso,0.5967081444375966
sfa_equi-width_True,CinCECGTorso,0.6496452052149079
sfa_equi-width_False,CinCECGTorso,0.6453981274049203
sfa_equi-depth_True,CinCECGTorso,0.6366468792273696
sfa_equi-depth_False,CinCECGTorso,0.6321787133106868
isax,Coffee,0.6673369826085847
sfa_equi-width_True,Coffee,0.8035861760247143
sfa_equi-width_False,Coffee,0.801909879944828
sfa_equi-depth_True,Coffee,0.7653810630845317
sfa_equi-depth_False,Coffee,0.7642679055314481
isax,Computers,0.6802352960056763
sfa_equi-width_True,Computers,0.7399265885684392
sfa_equi-width_False,Computers,0.7399265885684392
sfa_equi-depth_True,Computers,0.7375237299482237
sfa_equi-depth_False,Computers,0.7375237299482237
isax,CricketX,0.7578488408805548
sfa_equi-width_True,CricketX,0.8164343208711499
sfa_equi-width_False,CricketX,0.8164343208711499
sfa_equi-depth_True,CricketX,0.8127713660369787
sfa_equi-depth_False,CricketX,0.8127713660369787
isax,CricketY,0.7765518039191578
sfa_equi-width_True,CricketY,0.8446034004023623
sfa_equi-width_False,CricketY,0.8446034004023623
sfa_equi-depth_True,CricketY,0.8419510138874106
sfa_equi-depth_False,CricketY,0.8419510138874106
isax,CricketZ,0.7568160039326512
sfa_equi-width_True,CricketZ,0.8162660189367822
sfa_equi-width_False,CricketZ,0.8162660189367822
sfa_equi-depth_True,CricketZ,0.8128120753968873
sfa_equi-depth_False,CricketZ,0.8128120753968873
isax,Crop,0.8923994492632292
sfa_equi-width_True,Crop,0.9141133067106268
sfa_equi-width_False,Crop,0.9106531834782863
sfa_equi-depth_True,Crop,0.9132281516673885
sfa_equi-depth_False,Crop,0.9097463829522534
isax,DiatomSizeReduction,0.8120973511218951
sfa_equi-width_True,DiatomSizeReduction,0.9642629886271588
sfa_equi-width_False,DiatomSizeReduction,0.9572749546524261
sfa_equi-depth_True,DiatomSizeReduction,0.8778359903465938
sfa_equi-depth_False,DiatomSizeReduction,0.8714387029805103
isax,DistalPhalanxOutlineAgeGroup,0.803735511792354
sfa_equi-width_True,DistalPhalanxOutlineAgeGroup,0.900336885592705
sfa_equi-width_False,DistalPhalanxOutlineAgeGroup,0.88968124965796
sfa_equi-depth_True,DistalPhalanxOutlineAgeGroup,0.8950259345660918
sfa_equi-depth_False,DistalPhalanxOutlineAgeGroup,0.8843455113867511
isax,DistalPhalanxOutlineCorrect,0.818773559192605
