Method,Dataset,TLB
isax,ArrowHead,0.801521213340891
sfa_equi-width_True,ArrowHead,0.9382213723722905
sfa_equi-width_False,ArrowHead,0.9213166776245726
sfa_equi-depth_True,ArrowHead,0.9167114627257843
sfa_equi-depth_False,ArrowHead,0.9020804481505243
isax,Beef,0.7820356216038162
sfa_equi-width_True,Beef,0.8818921685232843
sfa_equi-width_False,Beef,0.8684027226036695
sfa_equi-depth_True,Beef,0.8747759052843469
sfa_equi-depth_False,Beef,0.8615467625886267
isax,BeetleFly,0.7644067298219117
sfa_equi-width_True,BeetleFly,0.8564756884755351
sfa_equi-width_False,BeetleFly,0.8434600582780297
sfa_equi-depth_True,BeetleFly,0.8209406864749952
sfa_equi-depth_False,BeetleFly,0.8105550981590819
isax,BirdChicken,0.8986709481456686
sfa_equi-width_True,BirdChicken,0.9643954225513772
sfa_equi-width_False,BirdChicken,0.964488871704904
sfa_equi-depth_True,BirdChicken,0.9244141553924149
sfa_equi-depth_False,BirdChicken,0.9245840444999962
isax,BME,0.8744028605117202
sfa_equi-width_True,BME,0.9256804352029311
sfa_equi-width_False,BME,0.9266736999177183
sfa_equi-depth_True,BME,0.9016828411209203
sfa_equi-depth_False,BME,0.9031309301255412
isax,Car,0.8399076640655214
sfa_equi-width_True,Car,0.9310936679242621
sfa_equi-width_False,Car,0.9310936679242621
sfa_equi-depth_True,Car,0.9276465251179455
sfa_equi-depth_False,Car,0.9276465251179455
isax,CBF,0.7319866265368055
sfa_equi-width_True,CBF,0.7784429224799705
sfa_equi-width_False,CBF,0.7786016822913326
sfa_equi-depth_True,CBF,0.7600454494252474
sfa_equi-depth_False,CBF,0.7602973230670547
isax,Chinatown,0.8686773992498156
sfa_equi-width_True,Chinatown,0.9325267643931254
sfa_equi-width_False,Chinatown,0.9331604899928392
sfa_equi-depth_True,Chinatown,0.8822945392031416
sfa_equi-depth_False,Chinatown,0.8849068812893537
isax,ChlorineConcentration,0.4134179816935871
sfa_equi-width_True,ChlorineConcentration,0.6258369254660668
sfa_equi-width_False,ChlorineConcentration,0.5415315818570345
sfa_equi-depth_True,ChlorineConcentration,0.6275433614085344
sfa_equi-depth_False,ChlorineConcentration,0.5439264891437944
isax,CinCECGTorso,0.5865441428629898
sfa_equi-width_True,CinCECGTorso,0.643209546477813
sfa_equi-width_False,CinCECGTorso,0.6388755467708894
sfa_equi-depth_True,CinCECGTorso,0.6366468792273696
sfa_equi-depth_False,CinCECGTorso,0.6321787133106868
isax,Coffee,0.5912667003851821
sfa_equi-width_True,Coffee,0.794036636199059
sfa_equi-width_False,Coffee,0.7924048828383623
sfa_equi-depth_True,Coffee,0.7653810630845317
sfa_equi-depth_False,Coffee,0.7642679055314481
isax,Computers,0.6657676357152318
sfa_equi-width_True,Computers,0.7308125682926435
sfa_equi-width_False,Computers,0.7308125682926435
sfa_equi-depth_True,Computers,0.7272522570919646
sfa_equi-depth_False,Computers,0.7272522570919646
isax,CricketX,0.7472017727545432
sfa_equi-width_True,CricketX,0.8061940673687563
sfa_equi-width_False,CricketX,0.8061940673687563
sfa_equi-depth_True,CricketX,0.8014464363021245
sfa_equi-depth_False,CricketX,0.8014464363021245
isax,CricketY,0.7652645970087999
sfa_equi-width_True,CricketY,0.8345052693813578
sfa_equi-width_False,CricketY,0.8345052693813578
sfa_equi-depth_True,CricketY,0.8308471655783466
sfa_equi-depth_False,CricketY,0.8308471655783466
isax,CricketZ,0.7456110636911959
sfa_equi-width_True,CricketZ,0.8058232613097789
sfa_equi-width_False,CricketZ,0.8058232613097789
sfa_equi-depth_True,CricketZ,0.8016630564699088
sfa_equi-depth_False,CricketZ,0.8016630564699088
isax,Crop,0.8787808037434226
sfa_equi-width_True,Crop,0.90124760061709
sfa_equi-width_False,Crop,0.8978244504185363
sfa_equi-depth_True,Crop,0.9013839714057142
sfa_equi-depth_False,Crop,0.8979731669821418
isax,DiatomSizeReduction,0.7374824996507703
sfa_equi-width_True,DiatomSizeReduction,0.9515414460110847
sfa_equi-width_False,DiatomSizeReduction,0.9446808532423149
sfa_equi-depth_True,DiatomSizeReduction,0.8778359903465938
sfa_equi-depth_False,DiatomSizeReduction,0.8714387029805103
isax,DistalPhalanxOutlineAgeGroup,0.7652061477628566
sfa_equi-width_True,DistalPhalanxOutlineAgeGroup,0.8826875393374565
sfa_equi-width_False,DistalPhalanxOutlineAgeGroup,0.8720067674257206
sfa_equi-depth_True,DistalPhalanxOutlineAgeGroup,0.8841345174124532
sfa_equi-depth_False,DistalPhalanxOutlineAgeGroup,0.8734462373864135
isax,DistalPhalanxOutlineCorrect,0.7831625484075663
sfa_equi-width_True,DistalPhalanxOutlineCorrect,0.8766479731827932
sfa_equi-width_False,DistalPhalanxOutlineCorrect,0.8674196697053912
sfa_equi-depth_True,DistalPhalanxOutlineCorrect,0.8882903367147745
sfa_equi-depth_False,DistalPhalanxOutlineCorrect,0.8786653674301899
isax,DistalPhalanxTW,0.7625696622617266
sfa_equi-width_True,DistalPhalanxTW,0.8811842687888255
sfa_equi-width_False,DistalPhalanxTW,0.8709302788938145
sfa_equi-depth_True,DistalPhalanxTW,0.8841756627012303
sfa_equi-depth_False,DistalPhalanxTW,0.8739813932346869
isax,DodgerLoopDay,0.5437132949521589
sfa_equi-width_True,DodgerLoopDay,0.590477368957665
sfa_equi-width_False,DodgerLoopDay,0.589848615129812
sfa_equi-depth_True,DodgerLoopDay,0.5843498535279164
sfa_equi-depth_False,DodgerLoopDay,0.5838013798467393
isax,DodgerLoopGame,0.5385248642972421
sfa_equi-width_True,DodgerLoopGame,0.591045932553897
sfa_equi-width_False,DodgerLoopGame,0.5904411359004071
sfa_equi-depth_True,DodgerLoopGame,0.5549269207295375
sfa_equi-depth_False,DodgerLoopGame,0.5552468946787158
isax,DodgerLoopWeekend,0.5563358171734352
sfa_equi-width_True,DodgerLoopWeekend,0.6088071231928207
sfa_equi-width_False,DodgerLoopWeekend,0.6083719921119324
sfa_equi-depth_True,DodgerLoopWeekend,0.5779443121375295
sfa_equi-depth_False,DodgerLoopWeekend,0.5782842160022068
isax,Earthquakes,0.19231028169609177
sfa_equi-width_True,Earthquakes,0.20553210143579986
sfa_equi-width_False,Earthquakes,0.20565612583687326
sfa_equi-depth_True,Earthquakes,0.2037950911084493
sfa_equi-depth_False,Earthquakes,0.20393157779753704
isax,ECG200,0.7849921188077419
sfa_equi-width_True,ECG200,0.8321092577743175
sfa_equi-width_False,ECG200,0.8302008105279357
sfa_equi-depth_True,ECG200,0.8294201747438831
sfa_equi-depth_False,ECG200,0.8276083653446662
isax,ECG5000,0.7328536474468034
sfa_equi-width_True,ECG5000,0.7994501591144481
sfa_equi-width_False,ECG5000,0.7998827170206311
sfa_equi-depth_True,ECG5000,0.8010670115471922
sfa_equi-depth_False,ECG5000,0.8013179578871185
isax,ECGFiveDays,0.4443178357192957
sfa_equi-width_True,ECGFiveDays,0.6137446122334913
sfa_equi-width_False,ECGFiveDays,0.5318771622720587
sfa_equi-depth_True,ECGFiveDays,0.5814775830241093
sfa_equi-depth_False,ECGFiveDays,0.506468478851014
isax,EOGHorizontalSignal,0.845018912896903
sfa_equi-width_True,EOGHorizontalSignal,0.8948329518151483
sfa_equi-width_False,EOGHorizontalSignal,0.8941246635078871
sfa_equi-depth_True,EOGHorizontalSignal,0.8933475528029128
sfa_equi-depth_False,EOGHorizontalSignal,0.892593808514854
isax,EOGVerticalSignal,0.8193935783409814
sfa_equi-width_True,EOGVerticalSignal,0.8758179028569207
sfa_equi-width_False,EOGVerticalSignal,0.8762683427308389
sfa_equi-depth_True,EOGVerticalSignal,0.8744934074602354
sfa_equi-depth_False,EOGVerticalSignal,0.8749638715821024
isax,EthanolLevel,0.4795013211577237
sfa_equi-width_True,EthanolLevel,0.7969769937658588
sfa_equi-width_False,EthanolLevel,0.587171344818287
sfa_equi-depth_True,EthanolLevel,0.7979383046215778
