Method,Dataset,TLB
isax,ArrowHead,0.18912423146410123
sfa_equi-width_True_True_0.3,ArrowHead,0.3928586035371844
sfa_equi-width_True_True_0.4,ArrowHead,0.3928586035371844
sfa_equi-width_True_True_0.5,ArrowHead,0.3928586035371844
sfa_equi-width_True_True_0.6,ArrowHead,0.3928586035371844
isax,Beef,0.2651696462444466
sfa_equi-width_True_True_0.3,Beef,0.21743336785973563
sfa_equi-width_True_True_0.4,Beef,0.21743336785973563
sfa_equi-width_True_True_0.5,Beef,0.21743336785973563
sfa_equi-width_True_True_0.6,Beef,0.21743336785973563
isax,BeetleFly,0.3877758711596044
sfa_equi-width_True_True_0.3,BeetleFly,0.4259294613348069
sfa_equi-width_True_True_0.4,BeetleFly,0.4259294613348069
sfa_equi-width_True_True_0.5,BeetleFly,0.4259294613348069
sfa_equi-width_True_True_0.6,BeetleFly,0.4259294613348069
isax,BirdChicken,0.38996236307560683
sfa_equi-width_True_True_0.3,BirdChicken,0.4638261879988038
sfa_equi-width_True_True_0.4,BirdChicken,0.4638261879988038
sfa_equi-width_True_True_0.5,BirdChicken,0.4638261879988038
sfa_equi-width_True_True_0.6,BirdChicken,0.4638261879988038
isax,BME,0.40743219709481754
sfa_equi-width_True_True_0.3,BME,0.4309951453322422
sfa_equi-width_True_True_0.4,BME,0.4309951453322422
sfa_equi-width_True_True_0.5,BME,0.4309951453322422
sfa_equi-width_True_True_0.6,BME,0.4309951453322422
isax,Car,0.2112428324618096
sfa_equi-width_True_True_0.3,Car,0.38404827801394187
sfa_equi-width_True_True_0.4,Car,0.38404827801394187
sfa_equi-width_True_True_0.5,Car,0.38404827801394187
sfa_equi-width_True_True_0.6,Car,0.38404827801394187
isax,CBF,0.33269370503014295
sfa_equi-width_True_True_0.3,CBF,0.37166807602711505
sfa_equi-width_True_True_0.4,CBF,0.37166807602711505
sfa_equi-width_True_True_0.5,CBF,0.37166807602711505
sfa_equi-width_True_True_0.6,CBF,0.37166807602711505
isax,Chinatown,0.15498103923771153
sfa_equi-width_True_True_0.3,Chinatown,0.40425689516453023
sfa_equi-width_True_True_0.4,Chinatown,0.40425689516453023
sfa_equi-width_True_True_0.5,Chinatown,0.40425689516453023
sfa_equi-width_True_True_0.6,Chinatown,0.40425689516453023
isax,ChlorineConcentration,0.11656923474554028
sfa_equi-width_True_True_0.3,ChlorineConcentration,0.2515212295153497
sfa_equi-width_True_True_0.4,ChlorineConcentration,0.2515212295153497
sfa_equi-width_True_True_0.5,ChlorineConcentration,0.2515212295153497
sfa_equi-width_True_True_0.6,ChlorineConcentration,0.2515212295153497
isax,CinCECGTorso,0.2802509949548109
sfa_equi-width_True_True_0.3,CinCECGTorso,0.31490189812979025
sfa_equi-width_True_True_0.4,CinCECGTorso,0.31490189812979025
sfa_equi-width_True_True_0.5,CinCECGTorso,0.31490189812979025
sfa_equi-width_True_True_0.6,CinCECGTorso,0.31490189812979025
isax,Coffee,0.05530323953797499
sfa_equi-width_True_True_0.3,Coffee,0.3560829534007964
sfa_equi-width_True_True_0.4,Coffee,0.3560829534007964
sfa_equi-width_True_True_0.5,Coffee,0.3560829534007964
sfa_equi-width_True_True_0.6,Coffee,0.3560829534007964
isax,Computers,0.35639092873608663
sfa_equi-width_True_True_0.3,Computers,0.3544030387987125
sfa_equi-width_True_True_0.4,Computers,0.3544030387987125
sfa_equi-width_True_True_0.5,Computers,0.3544030387987125
sfa_equi-width_True_True_0.6,Computers,0.3544030387987125
isax,CricketX,0.3640843954970951
sfa_equi-width_True_True_0.3,CricketX,0.3883431569858419
sfa_equi-width_True_True_0.4,CricketX,0.3883431569858419
sfa_equi-width_True_True_0.5,CricketX,0.3883431569858419
sfa_equi-width_True_True_0.6,CricketX,0.3883431569858419
isax,CricketY,0.373663115657219
sfa_equi-width_True_True_0.3,CricketY,0.40976697684591923
