Method,Dataset,Pruning_Power
isax,ASTRO,0.8105106110000001
sfa_equi-width_True,ASTRO,0.8737880610000001
sfa_equi-width_False,ASTRO,0.8737880610000001
sfa_equi-depth_True,ASTRO,0.8812923850000001
sfa_equi-depth_False,ASTRO,0.8812923850000001
isax,BIGANN,0.32095547
sfa_equi-width_True,BIGANN,0.6728447080000001
sfa_equi-width_False,BIGANN,0.29845541200000003
sfa_equi-depth_True,BIGANN,0.677672338
sfa_equi-depth_False,BIGANN,0.30054365
isax,SALD,0.515747933
sfa_equi-width_True,SALD,0.531537129
sfa_equi-width_False,SALD,0.531855881
sfa_equi-depth_True,SALD,0.527590172
sfa_equi-depth_False,SALD,0.5279049490000001
isax,SIFT1B,0.12672354600000002
sfa_equi-width_True,SIFT1B,0.9508715240000001
sfa_equi-width_False,SIFT1B,0.21953867600000002
sfa_equi-depth_True,SIFT1B,0.9528389370000001
sfa_equi-depth_False,SIFT1B,0.221274248
isax,DEEP1B,0.814304739
sfa_equi-width_True,DEEP1B,0.9088307940000001
sfa_equi-width_False,DEEP1B,0.8370702720000001
sfa_equi-depth_True,DEEP1B,0.9121414830000001
sfa_equi-depth_False,DEEP1B,0.8402685910000001
isax,SCEDC,0.978193406
sfa_equi-width_True,SCEDC,0.999533384
sfa_equi-width_False,SCEDC,0.921708713
sfa_equi-depth_True,SCEDC,0.9995368410000001
sfa_equi-depth_False,SCEDC,0.9261993350000001
isax,ETHZ,0.7087907933129477
sfa_equi-width_True,ETHZ,0.7057222129665389
sfa_equi-width_False,ETHZ,0.7032176324033271
sfa_equi-depth_True,ETHZ,0.7045545408526637
sfa_equi-depth_False,ETHZ,0.7017570262469621
isax,ISC_EHB_DepthPhases,0.9965927412935688
sfa_equi-width_True,ISC_EHB_DepthPhases,0.9972217541232743
sfa_equi-width_False,ISC_EHB_DepthPhases,0.9958177683039773
sfa_equi-depth_True,ISC_EHB_DepthPhases,0.9977570106787157
sfa_equi-depth_False,ISC_EHB_DepthPhases,0.9964520581695273
isax,LenDB,0.9814386847546172
sfa_equi-width_True,LenDB,0.994160502558825
sfa_equi-width_False,LenDB,0.9855426010666056
sfa_equi-depth_True,LenDB,0.994648636744007
sfa_equi-depth_False,LenDB,0.9862627834980177
isax,Iquique,0.4492475118898926
sfa_equi-width_True,Iquique,0.4718971828771726
sfa_equi-width_False,Iquique,0.4710443065856098
sfa_equi-depth_True,Iquique,0.4619169806496641
sfa_equi-depth_False,Iquique,0.4610271865223122
isax,NEIC,0.8533198100805158
sfa_equi-width_True,NEIC,0.8610094450217608
sfa_equi-width_False,NEIC,0.8620597571079912
sfa_equi-depth_True,NEIC,0.8581504973068779
sfa_equi-depth_False,NEIC,0.8593394380836193
isax,OBS,0.9109118932386071
sfa_equi-width_True,OBS,0.9165131490916776
sfa_equi-width_False,OBS,0.9126981406294767
sfa_equi-depth_True,OBS,0.9108865124202897
sfa_equi-depth_False,OBS,0.9092238258865067
isax,OBST2024,0.04411432465500208
sfa_equi-width_True,OBST2024,0.18907450416689703
sfa_equi-width_False,OBST2024,0.08192957018583374
sfa_equi-depth_True,OBST2024,0.15060189848011019
sfa_equi-depth_False,OBST2024,0.048664597840953616
isax,PNW,0.49511031749020845
sfa_equi-width_True,PNW,0.5288137804405281
sfa_equi-width_False,PNW,0.5183880215316906
sfa_equi-depth_True,PNW,0.5132271993199208
sfa_equi-depth_False,PNW,0.5014712363788044
isax,Meier2019JGR,0.9300560969801716
sfa_equi-width_True,Meier2019JGR,0.9521592019294028
sfa_equi-width_False,Meier2019JGR,0.9521592019294028
sfa_equi-depth_True,Meier2019JGR,0.9542143148295463
sfa_equi-depth_False,Meier2019JGR,0.9542143148295463
isax,STEAD,0.23551936120903463
sfa_equi-width_True,STEAD,0.2744045222113499
sfa_equi-width_False,STEAD,0.2744045222113499
sfa_equi-depth_True,STEAD,0.2435680123141211
sfa_equi-depth_False,STEAD,0.2435680123141211
isax,TXED,0.09833236382218395
sfa_equi-width_True,TXED,0.1742504038796446
sfa_equi-width_False,TXED,0.13488903322388207
sfa_equi-depth_True,TXED,0.15879128809981313
sfa_equi-depth_False,TXED,0.12482293946380384
