Method,Dataset,TLB
isax,ArrowHead,0.6599571596014188
sfa_equi-width_True_True_0.3,ArrowHead,0.8987743822653902
sfa_equi-width_True_True_0.4,ArrowHead,0.8870264498853919
sfa_equi-width_True_True_0.5,ArrowHead,0.8870264498853919
sfa_equi-width_True_True_0.6,ArrowHead,0.8879854970476694
isax,Beef,0.6190783957456855
sfa_equi-width_True_True_0.3,Beef,0.8109266419291035
sfa_equi-width_True_True_0.4,Beef,0.8119592762216324
sfa_equi-width_True_True_0.5,Beef,0.8119592762216324
sfa_equi-width_True_True_0.6,Beef,0.8124819568062134
isax,BeetleFly,0.7131503231417069
sfa_equi-width_True_True_0.3,BeetleFly,0.8060405820633876
sfa_equi-width_True_True_0.4,BeetleFly,0.8060405820633876
sfa_equi-width_True_True_0.5,BeetleFly,0.8047827324047401
sfa_equi-width_True_True_0.6,BeetleFly,0.8047827324047401
isax,BirdChicken,0.8214744833037892
sfa_equi-width_True_True_0.3,BirdChicken,0.948332234488415
sfa_equi-width_True_True_0.4,BirdChicken,0.9362523842650285
sfa_equi-width_True_True_0.5,BirdChicken,0.9365179290885367
sfa_equi-width_True_True_0.6,BirdChicken,0.9343291563243196
isax,BME,0.8156494565748148
sfa_equi-width_True_True_0.3,BME,0.889664569539721
sfa_equi-width_True_True_0.4,BME,0.8869838470594626
sfa_equi-width_True_True_0.5,BME,0.8869838470594626
sfa_equi-width_True_True_0.6,BME,0.8866167061858325
isax,Car,0.6934726988923983
sfa_equi-width_True_True_0.3,Car,0.9034620314521822
sfa_equi-width_True_True_0.4,Car,0.8901664813718478
sfa_equi-width_True_True_0.5,Car,0.8881311573512778
sfa_equi-width_True_True_0.6,Car,0.8874002262065431
isax,CBF,0.6723324651089168
sfa_equi-width_True_True_0.3,CBF,0.7547835813539658
sfa_equi-width_True_True_0.4,CBF,0.7504808754946878
sfa_equi-width_True_True_0.5,CBF,0.7502595019549859
sfa_equi-width_True_True_0.6,CBF,0.7495189984917576
isax,Chinatown,0.675375484550439
sfa_equi-width_True_True_0.3,Chinatown,0.9014673651104627
sfa_equi-width_True_True_0.4,Chinatown,0.894836719139468
sfa_equi-width_True_True_0.5,Chinatown,0.8940257082387475
sfa_equi-width_True_True_0.6,Chinatown,0.8940257082387475
isax,ChlorineConcentration,0.3195997490498907
sfa_equi-width_True_True_0.3,ChlorineConcentration,0.5733975723381598
sfa_equi-width_True_True_0.4,ChlorineConcentration,0.5745694807899485
sfa_equi-width_True_True_0.5,ChlorineConcentration,0.5758427803310427
