Method,Dataset,Pruning Power
isax,ArrowHead,0.807936507936508
isax,Beef,0.8777777777777778
isax,BeetleFly,0.6375
isax,BirdChicken,0.8725
isax,BME,0.8848888888888888
isax,Car,0.8869444444444444
isax,CBF,0.6580370370370371
isax,Chinatown,0.8309037900874635
isax,ChlorineConcentration,0.8847251962883654
isax,CinCECGTorso,0.6698913043478261
isax,Coffee,0.45535714285714285
isax,Computers,0.672112
isax,CricketX,0.8231623931623931
isax,CricketY,0.8790401051939514
isax,CricketZ,0.8209796186719264
isax,Crop,0.9891604662698412
isax,DiatomSizeReduction,0.7620506535947712
isax,DistalPhalanxOutlineAgeGroup,0.8629856115107913
isax,DistalPhalanxOutlineCorrect,0.9028985507246376
isax,DistalPhalanxTW,0.8585431654676259
isax,DodgerLoopDay,0.2903846153846154
isax,DodgerLoopGame,0.20615942028985507
isax,DodgerLoopWeekend,0.29239130434782606
isax,Earthquakes,0.0
isax,ECG200,0.8605
isax,ECG5000,0.9099617777777778
isax,ECGFiveDays,0.5637024693228299
isax,EOGHorizontalSignal,0.9567397210097371
isax,EOGVerticalSignal,0.9319617838283325
isax,EthanolLevel,0.7628373015873016
isax,FaceAll,0.47025781910397296
isax,FaceFour,0.17803030303030304
isax,FacesUCR,0.46102195121951217
isax,FiftyWords,0.9717948717948718
isax,Fish,0.8742530612244898
isax,FordA,0.0
isax,FordB,0.0
isax,FreezerRegularTrain,0.9325216374269006
isax,FreezerSmallTrain,0.866578947368421
isax,Fungi,0.9017323775388292
isax,GestureMidAirD1,0.9747781065088758
isax,GestureMidAirD2,0.9504807692307692
isax,GestureMidAirD3,0.9789940828402367
isax,GesturePebbleZ1,0.507399577167019
isax,GesturePebbleZ2,0.498959597711115
isax,GunPoint,0.9376
isax,GunPointAgeSpan,0.9760665729020159
isax,GunPointMaleVersusFemale,0.9755508673230192
isax,GunPointOldVersusYoung,0.9744631185807656
isax,Ham,0.27190913062472694
isax,HandOutlines,0.9385243243243243
isax,Haptics,0.8734185169669041
isax,Herring,0.7373046875
isax,HouseTwenty,0.2754201680672269
isax,InlineSkate,0.9670909090909091
isax,InsectEPGRegularTrain,0.8991449669646328
isax,InsectEPGSmallTrain,0.8214032600992204
isax,InsectWingbeatSound,0.9290197428833793
isax,ItalyPowerDemand,0.9235020234106436
isax,LargeKitchenAppliances,0.2829582222222222
isax,Lightning2,0.4702185792349727
isax,Lightning7,0.5585127201565557
isax,Mallat,0.7624423337856173
isax,Meat,0.3997222222222222
isax,MedicalImages,0.9395323939770687
isax,MiddlePhalanxOutlineAgeGroup,0.8777759740259741
isax,MiddlePhalanxOutlineCorrect,0.8875200458190149
isax,MiddlePhalanxTW,0.852146600266901
isax,MixedShapesRegularTrain,0.982799175257732
isax,MixedShapesSmallTrain,0.9565896907216495
isax,MoteStrain,0.6042332268370607
isax,NonInvasiveFetalECGThorax1,0.9342329657902178
isax,NonInvasiveFetalECGThorax2,0.9589595702572802
isax,OliveOil,0.02
isax,OSULeaf,0.9332024793388429
isax,PhalangesOutlinesCorrect,0.937981092981093
isax,Phoneme,0.007859635632319886
isax,PickupGestureWiimoteZ,0.818
isax,PigAirwayPressure,0.9360207100591716
isax,PigArtPressure,0.23872041420118342
isax,PigCVP,0.46029031065088755
isax,PLAID,0.6408386477048503
isax,Plane,0.9430385487528344
isax,PowerCons,0.8236728395061729
isax,ProximalPhalanxOutlineAgeGroup,0.8334146341463414
isax,ProximalPhalanxOutlineCorrect,0.8524513172966781
isax,ProximalPhalanxTW,0.8278048780487804
isax,RefrigerationDevices,0.006727111111111111
isax,Rock,0.868
isax,ScreenType,0.7423928888888889
isax,SemgHandGenderCh2,0.004472222222222222
isax,SemgHandMovementCh2,0.00594074074074074
isax,SemgHandSubjectCh2,0.005911111111111111
isax,ShakeGestureWiimoteZ,0.586
isax,ShapeletSim,0.0
isax,ShapesAll,0.9837222222222223
isax,SmallKitchenAppliances,0.008362666666666666
isax,SonyAIBORobotSurface1,0.4690515806988353
isax,SonyAIBORobotSurface2,0.5300221522676927
isax,StarLightCurves,0.9641346527440505
isax,Strawberry,0.9410828446717517
isax,SwedishLeaf,0.9133376
isax,Symbols,0.862391959798995
isax,SyntheticControl,0.6640333333333334
isax,ToeSegmentation1,0.7917763157894737
isax,ToeSegmentation2,0.8600427350427351
isax,Trace,0.9287
isax,TwoLeadECG,0.8376531663930984
isax,TwoPatterns,0.9380725
isax,UMD,0.8993055555555556
isax,UWaveGestureLibraryAll,0.9492474151511526
isax,UWaveGestureLibraryX,0.9868838238813114
isax,UWaveGestureLibraryY,0.9889642283839835
isax,Wafer,0.973140817650876
isax,Wine,0.352501624431449
isax,WordSynonyms,0.9575452314700668
isax,Worms,0.7493004233335725
isax,WormsTwoClass,0.7493004233335725
isax,Yoga,0.9822177777777777
sfa_equi-width_True,ArrowHead,0.8285714285714286
sfa_equi-width_True,Beef,0.9666666666666667
sfa_equi-width_True,BeetleFly,0.85
sfa_equi-width_True,BirdChicken,0.95
sfa_equi-width_True,BME,0.9133333333333333
sfa_equi-width_True,Car,0.9333333333333333
sfa_equi-width_True,CBF,0.5555555555555556
sfa_equi-width_True,Chinatown,0.9795918367346939
sfa_equi-width_True,ChlorineConcentration,0.9348958333333334
sfa_equi-width_True,CinCECGTorso,0.6065217391304348
sfa_equi-width_True,Coffee,0.7857142857142857
sfa_equi-width_True,Computers,0.836
sfa_equi-width_True,CricketX,0.9
sfa_equi-width_True,CricketY,0.8974358974358975
sfa_equi-width_True,CricketZ,0.9461538461538461
sfa_equi-width_True,Crop,0.994702380952381
sfa_equi-width_True,DiatomSizeReduction,0.9575163398692811
sfa_equi-width_True,DistalPhalanxOutlineAgeGroup,0.9640287769784173
sfa_equi-width_True,DistalPhalanxOutlineCorrect,0.9601449275362319
sfa_equi-width_True,DistalPhalanxTW,0.9856115107913669
sfa_equi-width_True,DodgerLoopDay,0.6875
sfa_equi-width_True,DodgerLoopGame,0.17391304347826086
sfa_equi-width_True,DodgerLoopWeekend,0.16666666666666666
sfa_equi-width_True,Earthquakes,0.0
sfa_equi-width_True,ECG200,0.96
sfa_equi-width_True,ECG5000,0.9028888888888889
sfa_equi-width_True,ECGFiveDays,0.7770034843205574
sfa_equi-width_True,EOGHorizontalSignal,0.9834254143646409
sfa_equi-width_True,EOGVerticalSignal,0.9779005524861878
sfa_equi-width_True,EthanolLevel,0.982
sfa_equi-width_True,FaceAll,0.8242603550295858
sfa_equi-width_True,FaceFour,0.4318181818181818
sfa_equi-width_True,FacesUCR,0.8190243902439024
sfa_equi-width_True,FiftyWords,0.9824175824175824
sfa_equi-width_True,Fish,0.8971428571428571
sfa_equi-width_True,FordA,0.6598484848484848
sfa_equi-width_True,FordB,0.571604938271605
sfa_equi-width_True,FreezerRegularTrain,0.9192982456140351
sfa_equi-width_True,FreezerSmallTrain,0.8680701754385964
sfa_equi-width_True,Fungi,0.9623655913978495
sfa_equi-width_True,GestureMidAirD1,0.9923076923076923
sfa_equi-width_True,GestureMidAirD2,0.9538461538461539
sfa_equi-width_True,GestureMidAirD3,0.9846153846153847
sfa_equi-width_True,GesturePebbleZ1,0.7209302325581395
sfa_equi-width_True,GesturePebbleZ2,0.7278481012658228
sfa_equi-width_True,GunPoint,0.9933333333333333
sfa_equi-width_True,GunPointAgeSpan,0.9683544303797469
sfa_equi-width_True,GunPointMaleVersusFemale,0.9841772151898734
sfa_equi-width_True,GunPointOldVersusYoung,0.9873015873015873
sfa_equi-width_True,Ham,0.9809523809523809
sfa_equi-width_True,HandOutlines,1.0
sfa_equi-width_True,Haptics,0.8863636363636364
sfa_equi-width_True,Herring,0.90625
sfa_equi-width_True,HouseTwenty,0.15966386554621848
sfa_equi-width_True,InlineSkate,0.9927272727272727
sfa_equi-width_True,InsectEPGRegularTrain,0.9196787148594378
sfa_equi-width_True,InsectEPGSmallTrain,0.751004016064257
sfa_equi-width_True,InsectWingbeatSound,0.9616161616161616
sfa_equi-width_True,ItalyPowerDemand,0.966958211856171
sfa_equi-width_True,LargeKitchenAppliances,0.24533333333333332
sfa_equi-width_True,Lightning2,0.4262295081967213
sfa_equi-width_True,Lightning7,0.5616438356164384
sfa_equi-width_True,Mallat,0.8247334754797442
sfa_equi-width_True,Meat,0.9666666666666667
sfa_equi-width_True,MedicalImages,0.993421052631579
sfa_equi-width_True,MiddlePhalanxOutlineAgeGroup,0.8701298701298701
sfa_equi-width_True,MiddlePhalanxOutlineCorrect,0.9140893470790378
sfa_equi-width_True,MiddlePhalanxTW,0.987012987012987
sfa_equi-width_True,MixedShapesRegularTrain,0.9934020618556701
sfa_equi-width_True,MixedShapesSmallTrain,0.9872164948453608
sfa_equi-width_True,MoteStrain,0.7827476038338658
sfa_equi-width_True,NonInvasiveFetalECGThorax1,0.9791348600508906
sfa_equi-width_True,NonInvasiveFetalECGThorax2,0.988295165394402
sfa_equi-width_True,OliveOil,0.9666666666666667
sfa_equi-width_True,OSULeaf,0.9958677685950413
sfa_equi-width_True,PhalangesOutlinesCorrect,0.9871794871794872
sfa_equi-width_True,Phoneme,0.006856540084388186
sfa_equi-width_True,PickupGestureWiimoteZ,1.0
sfa_equi-width_True,PigAirwayPressure,0.9375
sfa_equi-width_True,PigArtPressure,0.8605769230769231
sfa_equi-width_True,PigCVP,0.6971153846153846
sfa_equi-width_True,PLAID,0.776536312849162
sfa_equi-width_True,Plane,0.9904761904761905
sfa_equi-width_True,PowerCons,0.9
sfa_equi-width_True,ProximalPhalanxOutlineAgeGroup,0.9902439024390244
sfa_equi-width_True,ProximalPhalanxOutlineCorrect,0.9862542955326461
sfa_equi-width_True,ProximalPhalanxTW,0.9902439024390244
sfa_equi-width_True,RefrigerationDevices,0.12533333333333332
sfa_equi-width_True,Rock,0.8
sfa_equi-width_True,ScreenType,0.7466666666666667
sfa_equi-width_True,SemgHandGenderCh2,0.006666666666666667
sfa_equi-width_True,SemgHandMovementCh2,0.011111111111111112
sfa_equi-width_True,SemgHandSubjectCh2,0.008888888888888889
sfa_equi-width_True,ShakeGestureWiimoteZ,0.84
sfa_equi-width_True,ShapeletSim,0.0
sfa_equi-width_True,ShapesAll,0.9933333333333333
sfa_equi-width_True,SmallKitchenAppliances,0.008
sfa_equi-width_True,SonyAIBORobotSurface1,0.4525790349417637
sfa_equi-width_True,SonyAIBORobotSurface2,0.6432318992654774
sfa_equi-width_True,StarLightCurves,0.9876153472559495
sfa_equi-width_True,Strawberry,1.0
sfa_equi-width_True,SwedishLeaf,0.9472
sfa_equi-width_True,Symbols,0.9236180904522613
sfa_equi-width_True,SyntheticControl,0.8233333333333334
sfa_equi-width_True,ToeSegmentation1,0.8421052631578947
sfa_equi-width_True,ToeSegmentation2,0.8615384615384616
sfa_equi-width_True,Trace,0.94
sfa_equi-width_True,TwoLeadECG,0.9833187006145742
sfa_equi-width_True,TwoPatterns,0.9825
sfa_equi-width_True,UMD,0.9513888888888888
sfa_equi-width_True,UWaveGestureLibraryAll,0.9701284198771636
sfa_equi-width_True,UWaveGestureLibraryX,0.9972082635399219
sfa_equi-width_True,UWaveGestureLibraryY,0.9963707426018984
sfa_equi-width_True,Wafer,0.9834523036988968
sfa_equi-width_True,Wine,1.0
sfa_equi-width_True,WordSynonyms,0.987460815047022
sfa_equi-width_True,Worms,0.8181818181818182
sfa_equi-width_True,WormsTwoClass,0.8181818181818182
sfa_equi-width_True,Yoga,0.9933333333333333
sfa_equi-width_False,ArrowHead,0.9085714285714286
sfa_equi-width_False,Beef,0.9
sfa_equi-width_False,BeetleFly,0.7
sfa_equi-width_False,BirdChicken,0.9
sfa_equi-width_False,BME,0.96
sfa_equi-width_False,Car,1.0
sfa_equi-width_False,CBF,0.6477777777777778
sfa_equi-width_False,Chinatown,0.956268221574344
sfa_equi-width_False,ChlorineConcentration,0.9528645833333333
sfa_equi-width_False,CinCECGTorso,0.7927536231884058
sfa_equi-width_False,Coffee,0.8214285714285714
sfa_equi-width_False,Computers,0.812
sfa_equi-width_False,CricketX,0.8923076923076924
sfa_equi-width_False,CricketY,0.9666666666666667
sfa_equi-width_False,CricketZ,0.7974358974358975
sfa_equi-width_False,Crop,0.99625
sfa_equi-width_False,DiatomSizeReduction,0.9738562091503268
sfa_equi-width_False,DistalPhalanxOutlineAgeGroup,0.9856115107913669
sfa_equi-width_False,DistalPhalanxOutlineCorrect,0.967391304347826
sfa_equi-width_False,DistalPhalanxTW,0.9280575539568345
sfa_equi-width_False,DodgerLoopDay,0.725
sfa_equi-width_False,DodgerLoopGame,0.1956521739130435
sfa_equi-width_False,DodgerLoopWeekend,0.1956521739130435
sfa_equi-width_False,Earthquakes,0.0
sfa_equi-width_False,ECG200,0.95
sfa_equi-width_False,ECG5000,0.9626666666666667
sfa_equi-width_False,ECGFiveDays,0.6794425087108014
sfa_equi-width_False,EOGHorizontalSignal,0.9917127071823204
sfa_equi-width_False,EOGVerticalSignal,0.9502762430939227
sfa_equi-width_False,EthanolLevel,0.942
sfa_equi-width_False,FaceAll,0.51301775147929
sfa_equi-width_False,FaceFour,0.7386363636363636
sfa_equi-width_False,FacesUCR,0.7770731707317073
sfa_equi-width_False,FiftyWords,0.9934065934065934
sfa_equi-width_False,Fish,0.9828571428571429
sfa_equi-width_False,FordA,0.0
sfa_equi-width_False,FordB,0.0
sfa_equi-width_False,FreezerRegularTrain,0.9740350877192983
sfa_equi-width_False,FreezerSmallTrain,0.8859649122807017
sfa_equi-width_False,Fungi,0.9301075268817204
sfa_equi-width_False,GestureMidAirD1,0.9846153846153847
sfa_equi-width_False,GestureMidAirD2,0.9769230769230769
sfa_equi-width_False,GestureMidAirD3,1.0
sfa_equi-width_False,GesturePebbleZ1,0.5174418604651163
sfa_equi-width_False,GesturePebbleZ2,0.5
sfa_equi-width_False,GunPoint,0.96
sfa_equi-width_False,GunPointAgeSpan,0.9778481012658228
sfa_equi-width_False,GunPointMaleVersusFemale,0.9873417721518988
sfa_equi-width_False,GunPointOldVersusYoung,0.9746031746031746
sfa_equi-width_False,Ham,0.6666666666666666
sfa_equi-width_False,HandOutlines,1.0
sfa_equi-width_False,Haptics,0.9155844155844156
sfa_equi-width_False,Herring,0.9375
sfa_equi-width_False,HouseTwenty,0.15966386554621848
sfa_equi-width_False,InlineSkate,0.9890909090909091
sfa_equi-width_False,InsectEPGRegularTrain,0.9236947791164659
sfa_equi-width_False,InsectEPGSmallTrain,0.8835341365461847
sfa_equi-width_False,InsectWingbeatSound,0.9787878787878788
sfa_equi-width_False,ItalyPowerDemand,0.9319727891156463
sfa_equi-width_False,LargeKitchenAppliances,0.3546666666666667
sfa_equi-width_False,Lightning2,0.5245901639344263
sfa_equi-width_False,Lightning7,0.5342465753424658
sfa_equi-width_False,Mallat,0.8490405117270788
sfa_equi-width_False,Meat,0.9666666666666667
sfa_equi-width_False,MedicalImages,0.993421052631579
sfa_equi-width_False,MiddlePhalanxOutlineAgeGroup,0.8896103896103896
sfa_equi-width_False,MiddlePhalanxOutlineCorrect,0.8797250859106529
sfa_equi-width_False,MiddlePhalanxTW,0.9675324675324676
sfa_equi-width_False,MixedShapesRegularTrain,0.9917525773195877
sfa_equi-width_False,MixedShapesSmallTrain,0.9868041237113402
sfa_equi-width_False,MoteStrain,0.6597444089456869
sfa_equi-width_False,NonInvasiveFetalECGThorax1,0.9440203562340967
sfa_equi-width_False,NonInvasiveFetalECGThorax2,0.9847328244274809
sfa_equi-width_False,OliveOil,0.7333333333333333
sfa_equi-width_False,OSULeaf,0.9752066115702479
