Method,Dataset,TLB
SAX-TD,ASTRO,0.21330487721847502
SAX-TD,BIGANN,0.1680483442109437
SAX-TD,SALD,0.43376252230066664
SAX-TD,SIFT1B,0.23446427654918459
SAX-TD,DEPP1B,0.2556018301721862
SAX-TD,SCEDC,0.1400523851615119
SAX-TD,ETHZ,0.40836985880959037
SAX-TD,ISC_EHB_DepthPhases,0.5138527146741647
SAX-TD,LenDB,0.44174272092547384
SAX-TD,Iquique,0.3465231396898594
SAX-TD,NEIC,0.425681507337415
SAX-TD,OBS,0.47618479045451995
SAX-TD,OBST2024,0.11728855449681475
SAX-TD,PNW,0.30183676943582904
SAX-TD,Meier2019JGR,0.4299078563735913
SAX-TD,STEAD,0.2335600137696695
SAX-TD,TXED,0.16629038491724304
