query,total_records,query_wall_us,worker_search_us,node_mbr_checks,node_mbr_pruned,node_mbr_us,group_mbr_checks,group_mbr_pruned,group_mbr_us,radial_checks,radial_pruned,radial_us,symbolic_checks,symbolic_pruned,symbolic_us,residual_checks,residual_pruned,residual_us,exact_evaluated,exact_us,other_worker_us
42,15508794,2294,20167,332,14670791,116,992,408503,626,310943,148712,1116,280788,280171,11445,709,537,60,80,36,6768
43,15508794,1417,6214,260,15378371,38,160,86345,62,31166,21213,107,22865,22810,595,122,2,9,53,26,5377
44,15508794,1405,6566,264,15357125,41,208,88084,85,47983,39914,159,23671,23643,750,54,1,4,27,10,5517
45,15508794,1337,8991,292,15276916,70,288,165370,92,39784,32559,173,33949,33919,976,65,7,1,23,8,7671
46,15508794,1784,13846,324,15051577,70,560,260438,287,135439,64879,516,131900,121941,6598,10706,9200,368,759,234,5773
47,15508794,3583,96734,723,10957038,495,5552,1394325,4231,2579992,1191176,9118,1966255,1965200,58909,1478,646,107,409,145,23729
48,15508794,1546,9555,292,15329567,46,224,91567,120,60060,51248,227,36412,36371,1083,86,7,2,34,13,8064
49,15508794,1368,7629,280,15365996,37,192,90699,80,42730,32748,141,19351,19334,682,32,0,3,17,6,6680
50,15508794,4043,155145,723,10957000,483,5552,519071,5916,3455246,1815743,12100,2216980,2209955,106190,9112,4902,825,2123,782,28849
51,15508794,2549,32645,396,14411353,156,1328,284919,1237,687187,269700,2500,542822,542612,18044,342,68,26,142,57,10625
52,15508794,1537,7386,276,15380368,43,144,68654,77,45827,33943,150,25829,25803,799,49,4,6,22,8,6303
53,15508794,1135,6933,264,15413933,37,128,73393,26,8139,5661,29,15807,15781,325,62,2,6,24,11,6499
54,15508794,1712,10264,280,15081043,64,512,186541,337,190380,126291,651,114919,114891,3755,41,12,6,16,4,5447
55,15508794,2291,63072,700,12651795,473,3440,928499,2683,1579347,738326,5401,1190174,1189994,36491,332,35,57,145,59,17908
56,15508794,1554,7963,292,15289197,68,240,133094,123,65745,46641,216,39862,39833,1338,56,0,4,29,14,6200
57,15508794,1444,7513,260,15383529,48,128,73771,49,32673,23416,109,28078,28037,687,89,5,1,36,16,6603
58,15508794,4362,172966,723,10957000,512,5552,83140,6893,3891177,2290235,13219,2178419,2166942,119479,14908,7969,1025,3508,1267,30571
59,15508794,4223,140333,723,10957000,527,5552,303431,6271,3670886,2146231,12463,2102132,2098606,89667,5225,1751,556,1775,685,30164
60,15508794,1553,8740,296,15311126,56,240,114146,113,55922,37010,184,46512,46458,1252,122,1,10,53,27,7098
61,15508794,2765,86435,723,10972792,519,5520,1682853,3633,2278053,920367,7996,1932782,1932416,51782,554,157,77,209,87,22341
62,15508794,1461,9133,300,15332105,58,224,100768,119,57829,36121,202,39800,39746,1236,121,3,14,51,33,7471
63,15508794,1554,9796,288,15300165,60,256,86201,190,99345,60217,346,62211,62193,1991,24,7,5,11,3,7201
64,15508794,4531,122013,472,13571635,223,2336,216494,2638,1460532,620578,5155,1100087,820210,75880,303168,255977,5131,23900,8195,24791
65,15508794,1349,6783,256,15396717,48,160,91513,42,16609,13622,60,6942,6922,261,38,1,3,19,7,6362
66,15508794,1232,7530,272,15356240,48,160,98947,53,23662,16104,77,37503,37486,661,43,1,2,16,5,6684
67,15508794,1109,7414,276,15392985,36,160,90478,50,18273,12544,98,12787,12777,414,33,0,1,10,5,6810
68,15508794,1348,7746,336,15229446,66,320,227937,89,40910,30675,163,20736,20717,678,51,1,1,18,5,6744
69,15508794,3311,91023,720,11021261,458,5456,1598235,3762,2318819,906730,8248,1982568,1981156,55694,2219,597,172,815,302,22387
70,15508794,1516,9415,304,15225740,59,352,176805,161,71165,37766,261,68483,68446,1670,69,6,8,31,17,7239
71,15508794,3176972,4049554,723,1,468,5552,16444,7681,3957873,1778341,16611,13714008,1450313,835166,24045168,463468,464090,11800227,1950680,774858
72,15508794,4268,22411,336,15094769,248,544,284188,717,79903,56500,1006,73337,73320,4268,31,1,8,16,13,16151
73,15508794,3339,13664,288,15354818,102,192,81997,272,44840,30329,430,41650,41598,2247,110,8,15,44,35,10563
74,15508794,4017,23039,364,14831529,258,800,527920,446,72079,48995,680,100350,100281,4912,92,45,19,24,31,16693
75,15508794,3234,13788,276,15356878,93,192,109416,152,27852,21662,279,20838,20797,1291,83,3,19,38,29,11925
76,15508794,6299,194326,723,10974263,1282,5520,1420218,9088,2540688,1157880,18938,1956433,1944701,112671,13843,9579,933,2153,2345,49069
77,15508794,4818,72719,448,13570861,386,2336,834070,3018,859938,383416,5474,720447,720326,44938,202,48,26,73,36,18841
78,15508794,2045,9253,256,15419992,55,128,66633,48,9980,3928,60,18241,18222,557,46,6,8,13,20,8505
79,15508794,2640,10280,280,15385483,64,176,90877,78,26475,19773,154,12661,12599,651,110,6,15,56,1088,8230
80,15508794,1376,7567,288,15392436,37,112,78092,36,19927,14784,73,23482,23468,645,41,1,6,13,13,6757
81,15508794,2287,8160,256,15363190,40,192,103253,84,33009,21789,143,20562,20511,787,105,6,7,45,922,6177
82,15508794,1748,11064,296,15181974,70,416,243658,220,59034,34239,312,48923,48864,1484,103,10,8,49,14,8956
83,15508794,1611,8273,280,15425020,57,128,56748,61,23119,16737,111,10289,10276,424,21,1,0,12,5,7615
84,15508794,1558,9554,312,15096198,69,512,300231,178,61068,43981,302,68384,68330,1794,100,5,20,49,32,7159
85,15508794,7680,255783,723,10957000,492,5552,71086,7366,3903231,1998598,14519,2482110,2374646,178375,127438,86875,5473,20589,10095,39463
86,15508794,1706,7443,276,15329265,59,224,85954,150,74675,47789,267,45786,45767,1556,36,2,4,17,13,5394
87,15508794,4671,176104,723,10957000,538,5552,136364,7150,3837953,2288030,13783,2127400,2119631,119915,10416,5023,933,2746,1823,31962
88,15508794,3130,21725,320,14979244,114,656,146242,657,320026,154450,1225,228858,216446,9427,13239,11580,424,832,2527,7351
89,15508794,3691,121946,723,10957000,494,5552,741381,5825,3232936,1772165,11653,2038248,2037312,76671,1505,344,154,592,234,26915
90,15508794,2805,33880,364,14536845,123,1184,294736,1034,559176,244961,1959,432252,432156,22355,156,33,23,63,37,8349
91,15508794,2896,22857,424,14299769,177,1456,823955,486,218244,121943,776,263127,260935,10713,2499,1883,149,309,1023,9533
92,15508794,13389,472021,723,10957000,518,5552,928706,6099,3045611,1175668,12687,2447420,1418422,193020,1377241,672297,30421,356701,137038,92238
93,15508794,1604,6712,264,15395286,68,144,59934,91,40245,21157,141,32417,32378,977,83,9,3,30,17,5415
94,15508794,3852,117302,723,10957038,590,5552,840452,5634,3133865,1672234,11227,2039070,2038030,71597,1609,467,144,573,230,27880
95,15508794,1574,7140,280,15397495,64,160,67147,72,36819,28669,134,15483,15450,598,68,2,3,31,11,6258
96,15508794,1445,6920,276,15418181,39,96,46867,52,28182,20347,113,23399,23368,617,64,3,11,28,11,6077
97,15508794,1201,7623,284,15352833,47,144,109623,41,20026,15920,66,30418,30395,689,57,2,4,21,6,6770
98,15508794,1475,7588,260,15311596,52,224,132787,58,36222,28359,137,36052,36036,803,43,4,3,12,11,6524
99,15508794,1378,8517,292,15296041,51,240,147876,79,35043,27743,128,37134,37099,894,68,4,10,31,17,7338
