query,elapsed_ms,total_records,node_pruned,cluster_pruned,local_vq_pruned,record_pruned,exact_evaluated,node_mbr_us,cluster_bound_us,local_vq_us,record_bound_us,exact_distance_us,other_us
85,326.518000,4160286,0,153642,0,3990907,15737,785,4079,0,314726,4346,2582
86,830.348000,4160286,0,145495,0,2870261,1144530,815,4125,0,427966,289195,108247
87,244.632000,4160286,0,157648,0,4001265,1373,792,4054,0,238615,359,812
88,305.843000,4160286,0,157654,0,3949826,52806,833,4235,0,282225,12244,6306
89,706.947000,4160286,0,149599,0,3141274,869413,827,4128,0,409515,207443,85034
90,561.118000,4160286,0,145495,0,3538138,476653,823,4099,0,389111,118065,49020
91,287.497000,4160286,0,157648,0,4001953,685,770,4042,0,281842,150,693
92,576.814000,4160286,0,157663,0,3405271,597352,844,4104,0,384592,126715,60559
93,739.396000,4160286,0,149599,0,3110246,900441,817,4094,0,422961,224391,87133
94,263.223000,4160286,0,157645,0,4002005,636,756,4925,0,256611,198,733
95,1295.896000,4160286,0,149599,0,1399508,2611179,842,4179,0,439264,614721,236890
96,697.088000,4160286,0,149599,0,3086491,924196,819,4125,0,402508,200412,89224
97,225.328000,4160286,0,157648,0,4002368,270,771,4043,0,219773,75,666
98,453.947000,4160286,0,149599,0,3771492,239195,794,4537,0,359534,61933,27149
99,1054.598000,4160286,0,147107,0,2211635,1801544,888,4206,0,425867,458379,165258
