query,elapsed_ms,total_records,node_pruned,cluster_pruned,local_vq_pruned,record_pruned,exact_evaluated,node_mbr_us,cluster_bound_us,local_vq_us,record_bound_us,exact_distance_us,other_us
0,660.489000,4160286,0,149599,0,3504447,506240,836,4466,0,474678,118933,61576
1,528.289000,4160286,0,155214,0,3746092,258980,881,4341,0,429294,63819,29954
2,493.662000,4160286,0,152030,0,3894233,114023,785,4216,0,443950,29077,15634
3,530.039000,4160286,0,157645,0,3687496,315145,806,4232,0,407644,80042,37315
4,524.842000,4160286,0,149599,0,3777578,233109,829,4240,0,435309,56223,28241
5,377.641000,4160286,0,157645,0,4001726,915,769,4218,0,371501,315,838
6,448.427000,4160286,0,153642,0,3911621,95023,805,4239,0,407792,22523,13068
7,499.615000,4160286,0,149599,0,3827051,183636,821,4240,0,425609,46705,22240
8,276.583000,4160286,0,157645,0,4002435,206,807,4158,0,270863,56,699
9,1042.758000,4160286,0,149599,0,2549026,1461661,842,4692,0,524824,367819,144581
10,299.377000,4160286,0,157651,0,4002545,90,772,6746,0,287981,26,3852
11,198.325000,4160286,27920,166464,0,3965876,26,701,4210,0,192751,9,654
12,545.843000,4160286,0,149599,0,3777871,232816,853,6542,0,451787,58636,28025
13,365.928000,4160286,0,157648,0,3998002,4636,812,4542,0,357922,1356,1296
14,347.748000,4160286,0,144836,0,4010925,4525,781,4065,0,340577,1067,1258
15,436.694000,4160286,0,152030,0,3928229,80027,845,4590,0,402943,18174,10142
16,964.983000,4160286,0,149599,0,2700146,1310541,862,4184,0,527686,307927,124324
17,1157.241000,4160286,0,141477,0,1976674,2042135,868,4162,0,493775,471078,187358
18,456.451000,4160286,0,145495,0,3823921,190870,832,4111,0,381081,48988,21439
19,597.941000,4160286,0,152030,0,3399665,608591,818,4141,0,390274,141503,61205
20,1002.707000,4160286,0,145495,0,2475744,1539047,838,4198,0,456075,397358,144238
21,323.129000,4160286,0,157645,0,3977421,25220,825,4045,0,308466,6203,3590
22,692.560000,4160286,0,145495,0,3337823,676968,853,4139,0,454919,165243,67406
23,900.409000,4160286,0,149599,0,2743337,1267350,881,4164,0,452824,322336,120204
24,270.138000,4160286,0,157645,0,4002518,123,813,4052,0,264576,36,661
25,814.821000,4160286,0,149599,0,2983416,1027271,825,4107,0,449213,262997,97679
26,480.365000,4160286,0,145495,0,3772401,242390,811,4094,0,393395,55660,26405
27,392.272000,4160286,0,155214,0,3992187,12885,787,4093,0,382131,2963,2298
28,232.797000,4160286,0,150935,0,4009108,243,801,4058,0,227151,72,715
29,279.191000,4160286,0,157648,0,4002469,169,798,4068,0,273607,61,657
30,378.485000,4160286,0,151211,0,3933252,75823,815,4093,0,344587,19513,9477
31,258.407000,4160286,0,157648,0,4002144,494,808,4089,0,252743,123,644
32,201.925000,4160286,0,157648,0,4002096,542,769,4059,0,196235,189,673
33,446.060000,4160286,0,145906,0,3714362,300018,813,4073,0,344573,64418,32183
34,333.196000,4160286,0,152030,0,3972842,35414,789,4091,0,314709,8887,4720
35,782.939000,4160286,0,151211,0,3032068,977007,833,4150,0,443894,239563,94499
36,399.452000,4160286,0,153642,0,3828233,178411,785,4092,0,337765,36777,20033
37,277.883000,4160286,0,157645,0,4002262,379,807,4045,0,272264,110,657
38,354.112000,4160286,0,149599,0,3932296,78391,813,4104,0,322491,17454,9250
39,336.450000,4160286,0,157654,0,3916655,85977,809,4057,0,299344,22510,9730
40,481.478000,4160286,0,157663,0,3635755,366868,874,4266,0,368241,70015,38082
41,1094.840000,4160286,0,151211,0,2160888,1848187,858,4342,0,468923,448570,172147
42,284.458000,4160286,0,157654,0,4002576,56,798,4070,0,278894,13,683
43,763.129000,4160286,0,157654,0,3044802,957830,860,4129,0,427019,238039,93082
44,1055.672000,4160286,0,155214,0,2271987,1733085,884,4165,0,461954,427289,161380
45,362.489000,4160286,0,149599,0,3902437,108250,791,4085,0,318439,26664,12510
46,346.563000,4160286,0,152030,0,3992424,15832,798,4097,0,335217,3998,2453
47,984.161000,4160286,0,149599,0,2355868,1654819,859,4179,0,442840,382675,153608
48,230.685000,4160286,0,157648,0,4002528,110,786,4042,0,225159,33,665
49,615.037000,4160286,0,149599,0,3422930,587757,847,4114,0,400253,150417,59406
50,234.011000,4160286,0,157648,0,4002482,156,789,4055,0,228477,58,632
51,411.407000,4160286,0,157663,0,3816172,186451,811,4099,0,341270,44525,20702
52,229.629000,4160286,0,157645,0,4002544,97,798,4057,0,224123,26,625
53,242.180000,4160286,0,157645,0,4002064,577,765,4051,0,236428,197,739
54,582.219000,4160286,0,149599,0,3459695,550992,828,4100,0,398286,122714,56291
55,441.699000,4160286,0,145495,0,3780922,233869,808,4090,0,352366,58606,25829
56,594.128000,4160286,0,149599,0,3433129,577558,834,4092,0,391301,139119,58782
57,350.256000,4160286,0,155214,0,3905650,99422,791,4081,0,311129,22546,11709
58,384.202000,4160286,0,157645,0,3956317,46324,800,4079,0,363665,9563,6095
59,281.169000,4160286,0,157645,0,4002313,328,810,4064,0,275577,93,625
60,346.911000,4160286,0,149599,0,3962481,48206,812,4053,0,323203,12632,6211
61,780.329000,4160286,0,155214,0,2949501,1055571,898,4110,0,408233,265405,101683
62,457.349000,4160286,0,157645,0,3830506,172135,816,4123,0,392290,40733,19387
63,358.666000,4160286,0,157645,0,3942860,59781,853,4201,0,331703,14338,7571
64,920.934000,4160286,0,149599,0,3122863,887824,1197,5784,0,535300,264767,113886
65,649.053000,4160286,0,152030,0,3715489,292767,1147,5757,0,511195,88671,42283
66,366.754000,4160286,0,149599,0,3930867,79820,843,4371,0,329242,21249,11049
67,204.695000,4160286,0,157648,0,4002464,174,779,4050,0,199194,54,618
68,467.024000,4160286,0,149599,0,3714623,296064,779,4067,0,365818,64586,31774
69,236.361000,4160286,0,157654,0,4002108,524,787,4058,0,230662,168,686
70,380.818000,4160286,0,152030,0,3940839,67417,805,4062,0,349553,17607,8791
71,673.487000,4160286,0,149599,0,3271019,739668,821,4105,0,419933,175335,73293
72,627.608000,4160286,0,149599,0,3331259,679428,839,4131,0,397361,158199,67078
73,339.866000,4160286,0,149599,0,3984927,25760,773,4079,0,324617,6556,3841
74,274.286000,4160286,0,157645,0,3985770,16871,783,4033,0,262469,4249,2752
75,358.725000,4160286,0,155214,0,3941174,63898,806,4079,0,329967,15953,7920
76,433.901000,4160286,0,149599,0,3862246,148441,815,4078,0,374005,38167,16836
77,240.755000,4160286,0,157648,0,4002061,577,773,4066,0,235032,175,709
78,277.143000,4160286,0,157663,0,3990003,12620,802,4089,0,267528,2725,1999
79,373.502000,4160286,0,157654,0,3786292,216340,810,4088,0,294847,50650,23107
80,535.538000,4160286,0,149599,0,3637948,372739,819,4073,0,400005,91550,39091
81,253.664000,4160286,0,157648,0,4000609,2029,792,4054,0,247435,534,849
82,268.370000,4160286,0,157648,0,4002226,412,776,4054,0,262723,141,676
83,356.244000,4160286,0,157645,0,3994764,7877,796,4079,0,347529,2245,1595
84,301.097000,4160286,0,157654,0,4001813,819,761,4060,0,295255,219,802
