dataset_id,base_count,dimension,threads,preparation_seconds,reference_selection_seconds,grouping_seconds,structure_build_seconds,index_build_seconds,max_rss_kib,base_loading_included,source_conversion_included
turinganns,100000000,100,64,51.7374892,125.271504,715.64718,139.948018,980.876286,617900,true,false
