query_id,mode,rank,squared_l2,index_position,query_time_ms,sax_scans,exact_distance_computations,recall_at_k
0,exact,1,90.4932404,10628119,1042.8807,99043644,99054411,
1,exact,1,90.4932404,10628119,1011.68689,99043644,99054411,
2,exact,1,90.4932404,10628119,1010.52478,99043644,99054411,
3,exact,1,90.4932404,10628119,1004.44311,99043644,99054411,
4,exact,1,90.4932404,10628119,1007.18951,99043644,99054411,
5,exact,1,90.4932404,10628119,1032.25531,99043644,99054411,
6,exact,1,90.4932404,10628119,1014.16503,99043644,99054411,
7,exact,1,90.4932404,10628119,1012.8147,99043644,99054411,
8,exact,1,90.4932404,10628119,1009.81289,99043644,99054411,
9,exact,1,90.4932404,10628119,1011.72357,99043644,99054411,
10,exact,1,90.4932404,10628119,1005.82287,99043644,99054411,
11,exact,1,90.4932404,10628119,1004.45205,99043644,99054411,
12,exact,1,90.4932404,10628119,1003.01687,99043644,99054411,
13,exact,1,90.4932404,10628119,1010.65252,99043644,99054411,
14,exact,1,90.4932404,10628119,1031.05653,99043644,99054411,
15,exact,1,90.4932404,10628119,1016.57148,99043644,99054411,
16,exact,1,90.4932404,10628119,1008.8899,99043644,99054411,
17,exact,1,90.4932404,10628119,1020.51571,99043644,99054411,
18,exact,1,90.4932404,10628119,1016.01329,99043644,99054411,
19,exact,1,90.4932404,10628119,1015.21299,99043644,99054411,
20,exact,1,90.4932404,10628119,1016.17113,99043644,99054411,
21,exact,1,90.4932404,10628119,1098.36392,99043644,99054411,
22,exact,1,90.4932404,10628119,1081.6906,99043644,99054411,
23,exact,1,90.4932404,10628119,1080.36975,99043644,99054411,
24,exact,1,90.4932404,10628119,1076.28003,99043644,99054411,
25,exact,1,90.4932404,10628119,1098.42204,99043644,99054411,
26,exact,1,90.4932404,10628119,1081.54609,99043644,99054411,
27,exact,1,90.4932404,10628119,1076.48528,99043644,99054411,
28,exact,1,90.4932404,10628119,1074.26548,99043644,99054411,
29,exact,1,90.4932404,10628119,1090.89124,99043644,99054411,
30,exact,1,90.4932404,10628119,1079.6482,99043644,99054411,
31,exact,1,90.4932404,10628119,1071.78998,99043644,99054411,
32,exact,1,90.4932404,10628119,1072.13387,99043644,99054411,
33,exact,1,90.4932404,10628119,1083.75771,99043644,99054411,
34,exact,1,90.4932404,10628119,1216.19215,99043644,99054411,
35,exact,1,90.4932404,10628119,1077.74733,99043644,99054411,
36,exact,1,90.4932404,10628119,1076.70649,99043644,99054411,
37,exact,1,90.4932404,10628119,1077.30161,99043644,99054411,
38,exact,1,90.4932404,10628119,1076.96786,99043644,99054411,
39,exact,1,90.4932404,10628119,1073.48923,99043644,99054411,
40,exact,1,90.4932404,10628119,1077.19944,99043644,99054411,
41,exact,1,90.4932404,10628119,1077.78102,99043644,99054411,
42,exact,1,90.4932404,10628119,1077.80203,99043644,99054411,
43,exact,1,90.4932404,10628119,1082.60147,99043644,99054411,
44,exact,1,90.4932404,10628119,1075.18959,99043644,99054411,
45,exact,1,90.4932404,10628119,1079.85028,99043644,99054411,
46,exact,1,90.4932404,10628119,1094.89676,99043644,99054411,
47,exact,1,90.4932404,10628119,1067.58469,99043644,99054411,
48,exact,1,90.4932404,10628119,1080.00653,99043644,99054411,
49,exact,1,90.4932404,10628119,1082.09555,99043644,99054411,
50,exact,1,90.4932404,10628119,1082.4266,99043644,99054411,
51,exact,1,90.4932404,10628119,1078.05534,99043644,99054411,
52,exact,1,90.4932404,10628119,1078.11382,99043644,99054411,
53,exact,1,90.4932404,10628119,1098.63617,99043644,99054411,
54,exact,1,90.4932404,10628119,1089.81347,99043644,99054411,
55,exact,1,90.4932404,10628119,1081.74778,99043644,99054411,
56,exact,1,90.4932404,10628119,1083.00358,99043644,99054411,
57,exact,1,90.4932404,10628119,1098.37613,99043644,99054411,
58,exact,1,90.4932404,10628119,1092.57021,99043644,99054411,
59,exact,1,90.4932404,10628119,1084.72003,99043644,99054411,
60,exact,1,90.4932404,10628119,1085.14702,99043644,99054411,
61,exact,1,90.4932404,10628119,1099.18745,99043644,99054411,
62,exact,1,90.4932404,10628119,1093.7704,99043644,99054411,
63,exact,1,90.4932404,10628119,1084.81065,99043644,99054411,
64,exact,1,90.4932404,10628119,1084.37265,99043644,99054411,
65,exact,1,90.4932404,10628119,1097.36784,99043644,99054411,
66,exact,1,90.4932404,10628119,1085.28814,99043644,99054411,
67,exact,1,90.4932404,10628119,1082.33003,99043644,99054411,
68,exact,1,90.4932404,10628119,1087.96595,99043644,99054411,
69,exact,1,90.4932404,10628119,1098.65272,99043644,99054411,
70,exact,1,90.4932404,10628119,1105.03872,99043644,99054411,
71,exact,1,90.4932404,10628119,1084.73409,99043644,99054411,
72,exact,1,90.4932404,10628119,1080.54008,99043644,99054411,
73,exact,1,90.4932404,10628119,1097.59849,99043644,99054411,
74,exact,1,90.4932404,10628119,1085.53763,99043644,99054411,
75,exact,1,90.4932404,10628119,1084.85466,99043644,99054411,
76,exact,1,90.4932404,10628119,1078.56345,99043644,99054411,
77,exact,1,90.4932404,10628119,1097.27257,99043644,99054411,
78,exact,1,90.4932404,10628119,1081.82925,99043644,99054411,
79,exact,1,90.4932404,10628119,1077.06662,99043644,99054411,
80,exact,1,90.4932404,10628119,1077.38604,99043644,99054411,
81,exact,1,90.4932404,10628119,1091.2392,99043644,99054411,
82,exact,1,90.4932404,10628119,1080.96649,99043644,99054411,
83,exact,1,90.4932404,10628119,1075.67111,99043644,99054411,
84,exact,1,90.4932404,10628119,1079.00736,99043644,99054411,
85,exact,1,90.4932404,10628119,1093.98644,99043644,99054411,
86,exact,1,90.4932404,10628119,1080.41645,99043644,99054411,
87,exact,1,90.4932404,10628119,1077.89681,99043644,99054411,
88,exact,1,90.4932404,10628119,1078.49495,99043644,99054411,
89,exact,1,90.4932404,10628119,1098.33299,99043644,99054411,
90,exact,1,90.4932404,10628119,1081.552,99043644,99054411,
91,exact,1,90.4932404,10628119,1079.21804,99043644,99054411,
92,exact,1,90.4932404,10628119,1078.38635,99043644,99054411,
93,exact,1,90.4932404,10628119,1092.90415,99043644,99054411,
94,exact,1,90.4932404,10628119,1081.88765,99043644,99054411,
95,exact,1,90.4932404,10628119,1110.44633,99043644,99054411,
96,exact,1,90.4932404,10628119,1078.71637,99043644,99054411,
97,exact,1,90.4932404,10628119,1093.19663,99043644,99054411,
98,exact,1,90.4932404,10628119,1078.37629,99043644,99054411,
99,exact,1,90.4932404,10628119,1079.5203,99043644,99054411,
