querying time, init time, tree pass time, pq insert time, pq remove time, lb dist time, real dist time, nodes, checked_nodes, bytes_accessed, loaded_nodes, loaded_records, real dist calc, lb dist calc, approximate_distance, distance, total
18144.000000, 17.000000, 6096.000000, 0, 0, 0, 0, 75356, 1455, 0, 0, 0, 17572, 0, 6.812836, 6.812836, 18135.000000
16898.000000, 17.000000, 2958.000000, 0, 0, 0, 0, 75356, 279, 0, 0, 0, 10109, 0, 2.542029, 1.293658, 35021.000000
15047.000000, 11.000000, 197.000000, 0, 0, 0, 0, 75356, 307, 0, 0, 0, 609, 0, 0.487526, 0.411729, 50060.000000
19752.000000, 16.000000, 2425.000000, 0, 0, 0, 0, 75356, 767, 0, 0, 0, 14464, 0, 0.887118, 0.550013, 69802.000000
12027.000000, 10.000000, 2495.000000, 0, 0, 0, 0, 75356, 639, 0, 0, 0, 5638, 0, 1.692372, 1.692372, 81821.000000
7965.000000, 15.000000, 2127.000000, 0, 0, 0, 0, 75356, 144, 0, 0, 0, 10709, 0, 0.496513, 0.407790, 89774.000000
11486.000000, 12.000000, 2904.000000, 0, 0, 0, 0, 75356, 147, 0, 0, 0, 11975, 0, 0.128910, 0.085353, 101252.000000
12531.000000, 12.000000, 2557.000000, 0, 0, 0, 0, 75356, 428, 0, 0, 0, 17590, 0, 0.759751, 0.611919, 113774.000000
10410.000000, 10.000000, 4181.000000, 0, 0, 0, 0, 75356, 113, 0, 0, 0, 18135, 0, 0.404469, 0.404469, 124177.000000
7968.000000, 12.000000, 182.000000, 0, 0, 0, 0, 75356, 3973, 0, 0, 0, 467, 0, 28.638559, 11.225079, 132137.000000
9810.000000, 8.000000, 2585.000000, 0, 0, 0, 0, 75356, 81, 0, 0, 0, 6449, 0, 0.332657, 0.301291, 141942.000000
13954.000000, 8.000000, 3981.000000, 0, 0, 0, 0, 75356, 162, 0, 0, 0, 11360, 0, 0.869590, 0.482694, 155890.000000
12624.000000, 10.000000, 3245.000000, 0, 0, 0, 0, 75356, 96, 0, 0, 0, 13041, 0, 0.419714, 0.419714, 168506.000000
14585.000000, 10.000000, 6808.000000, 0, 0, 0, 0, 75356, 95, 0, 0, 0, 19716, 0, 0.118242, 0.116234, 183083.000000
14212.000000, 10.000000, 5833.000000, 0, 0, 0, 0, 75356, 95, 0, 0, 0, 14320, 0, 0.264061, 0.239017, 197288.000000
16580.000000, 11.000000, 5741.000000, 0, 0, 0, 0, 75356, 86, 0, 0, 0, 13646, 0, 0.688139, 0.688139, 213861.000000
10769.000000, 11.000000, 2822.000000, 0, 0, 0, 0, 75356, 50, 0, 0, 0, 12451, 0, 0.089229, 0.058809, 224621.000000
12049.000000, 11.000000, 1948.000000, 0, 0, 0, 0, 75356, 133, 0, 0, 0, 12048, 0, 0.206737, 0.097089, 236663.000000
17661.000000, 13.000000, 4713.000000, 0, 0, 0, 0, 75356, 225, 0, 0, 0, 12081, 0, 0.350231, 0.207114, 254316.000000
10755.000000, 12.000000, 1706.000000, 0, 0, 0, 0, 75356, 192, 0, 0, 0, 15309, 0, 0.460472, 0.282896, 265063.000000
9018.000000, 11.000000, 2869.000000, 0, 0, 0, 0, 75356, 73, 0, 0, 0, 18135, 0, 0.156645, 0.156645, 274073.000000
12376.000000, 11.000000, 1028.000000, 0, 0, 0, 0, 75356, 274, 0, 0, 0, 4883, 0, 1.744511, 0.741146, 286441.000000
20408.000000, 11.000000, 4507.000000, 0, 0, 0, 0, 75356, 386, 0, 0, 0, 14636, 0, 0.390722, 0.352708, 306842.000000
11963.000000, 12.000000, 1146.000000, 0, 0, 0, 0, 75356, 7841, 0, 0, 0, 6560, 0, 1.468769, 1.122522, 318797.000000
12757.000000, 10.000000, 3605.000000, 0, 0, 0, 0, 75356, 155, 0, 0, 0, 15072, 0, 1.007161, 0.432175, 331546.000000
14363.000000, 12.000000, 3980.000000, 0, 0, 0, 0, 75356, 217, 0, 0, 0, 15169, 0, 0.221304, 0.221304, 345900.000000
10036.000000, 12.000000, 3310.000000, 0, 0, 0, 0, 75356, 56, 0, 0, 0, 19204, 0, 0.085067, 0.084105, 355927.000000
5746.000000, 11.000000, 111.000000, 0, 0, 0, 0, 75356, 1981, 0, 0, 0, 255, 0, 6.880809, 1.657799, 361666.000000
8947.000000, 6.000000, 159.000000, 0, 0, 0, 0, 75356, 2232, 0, 0, 0, 458, 0, 7.417937, 4.344620, 370609.000000
9604.000000, 8.000000, 3523.000000, 0, 0, 0, 0, 75356, 34, 0, 0, 0, 19964, 0, 0.055367, 0.030166, 380208.000000
13933.000000, 7.000000, 3065.000000, 0, 0, 0, 0, 75356, 218, 0, 0, 0, 16582, 0, 0.593302, 0.444459, 394136.000000
9888.000000, 10.000000, 3854.000000, 0, 0, 0, 0, 75356, 14, 0, 0, 0, 18449, 0, 0.065979, 0.065979, 404016.000000
18722.000000, 7.000000, 1386.000000, 0, 0, 0, 0, 75356, 1004, 0, 0, 0, 3475, 0, 13.578608, 7.456873, 422733.000000
16207.000000, 11.000000, 2366.000000, 0, 0, 0, 0, 75356, 668, 0, 0, 0, 6177, 0, 6.832838, 6.675062, 438932.000000
33608.000000, 12.000000, 755.000000, 0, 0, 0, 0, 75356, 2862, 0, 0, 0, 2084, 0, 33.123283, 19.574961, 472532.000000
71928.000000, 12.000000, 397.000000, 0, 0, 0, 0, 75356, 29418, 0, 0, 0, 697, 0, 96.454666, 50.720058, 544452.000000
12057.000000, 12.000000, 839.000000, 0, 0, 0, 0, 75356, 986, 0, 0, 0, 7107, 0, 2.569023, 2.278940, 556500.000000
7982.000000, 13.000000, 2636.000000, 0, 0, 0, 0, 75356, 30, 0, 0, 0, 13363, 0, 0.076086, 0.076086, 564473.000000
37978.000000, 10.000000, 6752.000000, 0, 0, 0, 0, 75356, 2920, 0, 0, 0, 17591, 0, 11.139387, 7.284219, 602442.000000
74629.000000, 13.000000, 2438.000000, 0, 0, 0, 0, 75356, 11040, 0, 0, 0, 8089, 0, 13.794117, 13.494014, 677062.000000
36440.000000, 11.000000, 95.000000, 0, 0, 0, 0, 75356, 16614, 0, 0, 0, 177, 0, 15.370605, 11.107239, 713494.000000
90649.000000, 11.000000, 7369.000000, 0, 0, 0, 0, 75356, 5466, 0, 0, 0, 15449, 0, 30.162594, 19.458870, 804136.000000
18820.000000, 13.000000, 3060.000000, 0, 0, 0, 0, 75356, 497, 0, 0, 0, 14404, 0, 3.046427, 3.046427, 822947.000000
50678.000000, 11.000000, 139.000000, 0, 0, 0, 0, 75356, 27634, 0, 0, 0, 338, 0, 29.909075, 20.708460, 873616.000000
194590.000000, 13.000000, 1360.000000, 0, 0, 0, 0, 75356, 33951, 0, 0, 0, 3367, 0, 85.553261, 65.596886, 1068197.000000
18153.000000, 12.000000, 3788.000000, 0, 0, 0, 0, 75356, 3808, 0, 0, 0, 15305, 0, 2.889400, 2.630240, 1086342.000000
74767.000000, 12.000000, 5204.000000, 0, 0, 0, 0, 75356, 24424, 0, 0, 0, 14564, 0, 30.828564, 25.690855, 1161100.000000
49224.000000, 10.000000, 2695.000000, 0, 0, 0, 0, 75356, 16793, 0, 0, 0, 6975, 0, 48.932297, 38.425365, 1210316.000000
57990.000000, 12.000000, 1262.000000, 0, 0, 0, 0, 75356, 10015, 0, 0, 0, 3642, 0, 28.832966, 19.707485, 1268298.000000
10376.000000, 12.000000, 4401.000000, 0, 0, 0, 0, 75356, 55, 0, 0, 0, 12018, 0, 0.100652, 0.100652, 1278664.000000
14020.000000, 19.000000, 2982.000000, 0, 0, 0, 0, 75356, 236, 0, 0, 0, 14047, 0, 0.467052, 0.449931, 1292673.000000
45225.000000, 10.000000, 1227.000000, 0, 0, 0, 0, 75356, 16769, 0, 0, 0, 3159, 0, 127.969666, 76.974663, 1337891.000000
18687.000000, 11.000000, 5085.000000, 0, 0, 0, 0, 75356, 1123, 0, 0, 0, 16990, 0, 13.256673, 8.176500, 1356570.000000
25657.000000, 12.000000, 3715.000000, 0, 0, 0, 0, 75356, 1159, 0, 0, 0, 11181, 0, 8.183409, 5.674869, 1382219.000000
23792.000000, 13.000000, 1147.000000, 0, 0, 0, 0, 75356, 3707, 0, 0, 0, 4946, 0, 10.072670, 6.198097, 1406002.000000
24601.000000, 12.000000, 5047.000000, 0, 0, 0, 0, 75356, 737, 0, 0, 0, 17247, 0, 1.769954, 1.668708, 1430595.000000
54992.000000, 15.000000, 170.000000, 0, 0, 0, 0, 75356, 31220, 0, 0, 0, 445, 0, 48.340191, 35.289162, 1485579.000000
12281.000000, 12.000000, 3067.000000, 0, 0, 0, 0, 75356, 241, 0, 0, 0, 16245, 0, 1.852985, 1.732330, 1497852.000000
21877.000000, 12.000000, 3691.000000, 0, 0, 0, 0, 75356, 485, 0, 0, 0, 10813, 0, 1.406493, 1.016669, 1519720.000000
