dataset_id,base_count,dimension,threads,preparation_seconds,reference_selection_seconds,grouping_seconds,structure_build_seconds,index_build_seconds,max_rss_kib,base_loading_included,source_conversion_included
scedc,100000000,256,64,1.5871e-05,325.759532,1382.72328,147.25271,1855.75038,1543056,true,false
