dataset_id,base_count,dimension,threads,preparation_seconds,reference_selection_seconds,grouping_seconds,structure_build_seconds,index_build_seconds,max_rss_kib,base_loading_included,source_conversion_included
ethc,4999932,256,64,2.4825e-05,28.5346974,52.4862228,10.0596835,91.1006523,1247296,true,false
